race_id,driver_id,races_with_lap_data_previous_3,avg_lap_time_previous_3_races,best_lap_time_previous_3_races,lap_time_std_previous_3_races,avg_race_pace_rank_previous_3_races,avg_completed_laps_previous_3_races
2010_13,sutil,3,86.40033333333334,76.687,7.314279792904351,16.0,44.0
2010_13,rosberg,3,85.83833333333332,76.60900000000001,6.8376626773254054,11.666666666666666,44.333333333333336
2010_13,michael_schumacher,3,85.54366666666668,77.088,6.975161853956434,13.666666666666666,62.333333333333336
2010_13,kobayashi,3,84.98,77.1,6.737053955550606,11.333333333333334,62.333333333333336
2010_13,petrov,3,84.49366666666667,77.19800000000001,6.259785424082481,9.333333333333334,62.666666666666664
2010_13,liuzzi,3,85.324,76.596,7.112542349024479,10.666666666666666,62.0
2010_13,rosa,3,85.584,76.527,7.950706761037031,11.0,54.666666666666664
2010_13,buemi,3,,85.449,3.765500000000003,10.5,40.666666666666664
2010_13,alguersuari,3,,76.971,8.3885,12.0,37.0
2010_13,hulkenberg,3,85.00966666666666,76.836,7.025817927868299,10.333333333333334,62.666666666666664
2010_13,vettel,3,83.38433333333333,75.824,6.629881161998473,1.6666666666666667,63.0
2010_13,kovalainen,3,88.12400000000001,80.664,6.380820689117246,18.333333333333332,58.0
2010_13,grassi,3,89.54366666666665,80.703,8.294591383680226,20.0,41.666666666666664
2010_13,glock,3,87.43333333333334,78.211,7.433700035797938,18.666666666666668,60.333333333333336
2010_13,trulli,3,106.13333333333333,87.429,20.36528396288372,20.0,40.333333333333336
2010_13,yamamoto,3,90.37599999999999,83.541,6.078796975279457,22.333333333333332,45.0
2010_13,alonso,3,83.31633333333333,75.88,6.121876092252186,2.3333333333333335,63.0
2010_13,button,3,84.553,76.451,6.761804690071039,7.0,62.666666666666664
2010_13,bruno_senna,3,90.62700000000001,80.861,9.184877280980226,21.0,61.666666666666664
2010_13,barrichello,3,84.485,77.029,6.873890504413541,9.0,62.333333333333336
2010_14,alonso,3,90.14966666666665,75.88,15.302103348523328,4.666666666666667,58.0
2010_14,button,3,91.17833333333334,76.451,15.667808383930272,9.333333333333334,50.333333333333336
2010_14,massa,3,89.84566666666667,76.09700000000001,14.630749749148952,4.0,60.333333333333336
2010_14,vettel,3,89.68466666666666,75.824,15.214829812463305,2.6666666666666665,60.0
2010_14,rosberg,3,92.08366666666667,76.60900000000001,14.615623383519733,12.666666666666666,41.666666666666664
2010_14,webber,3,89.57466666666666,76.678,14.225643332455029,4.333333333333333,60.333333333333336
2010_14,hulkenberg,3,90.968,76.836,15.07877024163443,10.0,59.666666666666664
2010_14,kubica,3,91.266,77.166,13.690643544650001,11.333333333333334,44.333333333333336
2010_14,michael_schumacher,3,91.45799999999998,77.088,14.854676390506349,13.0,59.666666666666664
2010_14,barrichello,3,,77.029,2.8910000000000053,8.0,67.5
2010_14,buemi,3,,,13.758499999999998,15.0,38.0
2010_14,liuzzi,3,91.407,76.596,15.177787739544474,10.666666666666666,59.333333333333336
2010_14,petrov,3,90.724,77.19800000000001,14.709993224562226,10.0,60.0
2010_14,rosa,3,91.13533333333334,76.527,15.465920779428416,10.333333333333334,59.666666666666664
2010_14,alguersuari,3,,76.971,17.302499999999995,10.5,37.0
2010_14,sutil,3,91.78033333333333,76.687,14.02804413388489,12.333333333333334,41.333333333333336
2010_14,glock,3,93.71766666666667,78.211,15.72046950811443,18.666666666666668,58.0
2010_14,kovalainen,3,94.63933333333334,80.664,15.215591922615285,19.666666666666668,55.333333333333336
2010_14,yamamoto,3,96.101,83.541,13.90452705656207,21.666666666666668,42.333333333333336
