race_id,driver_id,pit_lap,pit_stop_number,pit_duration_seconds
2011_01,alguersuari,1,1,26.898
2011_01,michael_schumacher,1,1,25.021
2011_01,webber,11,1,23.426
2011_01,alonso,12,1,23.251
2011_01,massa,13,1,23.842
2011_01,barrichello,13,1,23.643
2011_01,vettel,14,1,22.603
2011_01,resta,14,1,24.863
2011_01,ambrosio,14,1,25.259
2011_01,buemi,15,1,25.342
2011_01,heidfeld,15,1,22.994
2011_01,hamilton,16,1,23.227
2011_01,petrov,16,1,24.535
2011_01,rosberg,16,1,23.716
2011_01,kobayashi,16,1,24.064
2011_01,sutil,16,1,25.978
2011_01,trulli,16,1,24.899
2011_01,button,17,1,16.867
2011_01,alguersuari,17,2,24.463
2011_01,kovalainen,17,1,24.865
2011_01,michael_schumacher,17,2,23.988
2011_01,glock,18,1,23.792
2011_01,button,19,2,23.303
2011_01,perez,23,1,23.438
2011_01,barrichello,23,2,37.856
2011_01,webber,26,2,22.52
2011_01,alonso,27,2,24.733
2011_01,barrichello,28,3,16.892
2011_01,buemi,29,2,23.1
2011_01,heidfeld,30,2,25.098
2011_01,massa,31,2,24.5
2011_01,kobayashi,32,2,24.192
2011_01,vettel,36,2,24.036
2011_01,hamilton,36,2,23.199
2011_01,alguersuari,35,3,26.348
2011_01,petrov,36,2,25.683
2011_01,resta,36,2,24.332
2011_01,button,37,3,22.681
2011_01,sutil,37,2,23.871
2011_01,trulli,37,2,24.848
2011_01,ambrosio,38,2,26.446
2011_01,webber,41,3,26.23
2011_01,barrichello,40,4,26.309
2011_01,alonso,42,3,24.181
2011_01,massa,48,3,24.095
2011_02,sutil,3,1,31.694
2011_02,barrichello,3,1,32.978
2011_02,webber,10,1,22.572
2011_02,resta,11,1,22.773
2011_02,hamilton,12,1,22.552
2011_02,vettel,13,1,23.019
2011_02,heidfeld,13,1,23.9
2011_02,button,13,1,22.4
2011_02,massa,13,1,29.224
2011_02,trulli,13,1,25.516
2011_02,alonso,14,1,23.152
2011_02,michael_schumacher,14,1,22.576
2011_02,petrov,15,1,23.182
2011_02,buemi,15,1,23.28
2011_02,rosberg,15,1,24.967
2011_02,kovalainen,15,1,29.084
2011_02,alguersuari,16,1,23.584
2011_02,sutil,16,2,22.046
2011_02,kobayashi,17,1,23.28
2011_02,perez,17,1,23.597
2011_02,glock,17,1,24.617
2011_02,ambrosio,17,1,26.252
2011_02,liuzzi,17,1,27.815
2011_02,barrichello,17,2,24.502
2011_02,buemi,20,2,29.843
2011_02,webber,22,2,21.991
2011_02,button,23,2,22.471
2011_02,hamilton,24,2,22.611
2011_02,resta,24,2,22.419
2011_02,vettel,25,2,21.893
2011_02,alonso,26,2,23.894
2011_02,heidfeld,26,2,23.221
2011_02,massa,27,2,22.541
2011_02,petrov,27,2,22.68
2011_02,michael_schumacher,28,2,22.261
2011_02,rosberg,29,2,22.577
2011_02,webber,32,3,22.069
2011_02,alguersuari,32,2,22.888
2011_02,sutil,32,3,22.55
2011_02,buemi,32,3,27.439
2011_02,kovalainen,34,2,23.336
2011_02,glock,34,2,24.429
2011_02,ambrosio,35,2,24.416
2011_02,kobayashi,36,2,23.442
2011_02,hamilton,37,3,25.382
2011_02,resta,37,3,23.977
2011_02,button,38,3,22.483
2011_02,massa,38,3,22.893
2011_02,heidfeld,39,3,22.602
2011_02,liuzzi,38,2,26.554
2011_02,rosberg,40,3,22.526
2011_02,vettel,41,3,22.313
2011_02,alonso,41,3,23.812
2011_02,michael_schumacher,42,3,22.227
2011_02,webber,43,4,22.161
2011_02,petrov,44,3,28.694
2011_02,alonso,46,4,27.182
2011_02,liuzzi,44,3,38.823
2011_02,hamilton,52,4,22.466
2011_03,alguersuari,9,1,22.419
2011_03,liuzzi,9,1,14.16
2011_03,michael_schumacher,10,1,20.522
2011_03,webber,10,1,23.442
2011_03,maldonado,10,1,23.16
2011_03,resta,11,1,21.989
2011_03,rosberg,12,1,20.771
2011_03,buemi,12,1,22.01
2011_03,button,14,1,23.779
2011_03,vettel,14,1,21.995
2011_03,kobayashi,14,1,21.855
2011_03,massa,15,1,21.624
2011_03,hamilton,15,1,20.878
2011_03,sutil,15,1,20.989
2011_03,alonso,16,1,22.524
2011_03,perez,16,1,21.473
2011_03,barrichello,16,1,21.709
2011_03,buemi,16,2,24.722
2011_03,glock,16,1,22.683
2011_03,petrov,17,1,21.981
2011_03,heidfeld,18,1,22.216
2011_03,kovalainen,19,1,22.485
2011_03,trulli,20,1,23.029
2011_03,ambrosio,20,1,22.901
2011_03,liuzzi,21,2,24.467
2011_03,karthikeyan,23,1,26.049
2011_03,button,24,2,20.758
2011_03,rosberg,25,2,22.005
2011_03,hamilton,25,2,20.533
2011_03,webber,25,2,21.132
2011_03,maldonado,25,2,22.062
2011_03,michael_schumacher,26,2,21.964
2011_03,glock,28,2,21.908
2011_03,sutil,30,2,21.058
2011_03,kobayashi,30,2,21.936
2011_03,heidfeld,30,2,21.821
2011_03,vettel,31,2,21.533
2011_03,alonso,32,2,21.251
2011_03,resta,32,2,21.218
2011_03,massa,33,2,21.168
2011_03,buemi,33,3,21.928
2011_03,ambrosio,34,2,22.802
2011_03,barrichello,35,2,21.481
2011_03,perez,36,2,23.397
2011_03,button,37,3,21.237
2011_03,petrov,37,2,22.005
2011_03,hamilton,38,3,20.567
2011_03,rosberg,39,3,20.72
2011_03,michael_schumacher,39,3,21.4
2011_03,webber,40,3,21.091
2011_03,glock,39,3,33.827
2011_03,kovalainen,40,2,21.89
2011_03,maldonado,40,3,27.62
2011_03,trulli,42,2,22.26
2011_03,liuzzi,45,3,23.499
2011_03,sutil,47,3,28.708
2011_03,perez,48,3,13.9
2011_03,perez,50,4,28.845
2011_04,perez,1,1,29.27
2011_04,michael_schumacher,2,1,30.182
2011_04,petrov,8,1,21.422
2011_04,massa,9,1,22.022
2011_04,hamilton,9,1,20.833
2011_04,buemi,9,1,21.769
2011_04,webber,10,1,21.05
2011_04,alonso,10,1,21.308
2011_04,rosberg,10,1,22.573
2011_04,heidfeld,10,1,22.3
2011_04,barrichello,10,1,22.717
2011_04,sutil,10,1,21.649
2011_04,vettel,11,1,20.623
2011_04,resta,11,1,20.775
2011_04,maldonado,11,1,23.881
2011_04,button,13,1,21.368
2011_04,kobayashi,13,1,21.82
2011_04,alguersuari,13,1,22.713
2011_04,trulli,13,1,23.066
2011_04,michael_schumacher,14,2,20.907
2011_04,karthikeyan,14,1,27.353
2011_04,kovalainen,15,1,22.854
2011_04,liuzzi,15,1,24.634
2011_04,perez,16,2,22.895
2011_04,ambrosio,16,1,22.779
2011_04,liuzzi,16,2,56.611
2011_04,petrov,19,2,21.323
2011_04,hamilton,20,2,21.075
2011_04,webber,21,2,20.421
2011_04,rosberg,22,2,20.927
2011_04,heidfeld,22,2,21.919
2011_04,alonso,23,2,21.732
2011_04,massa,23,2,21.322
2011_04,buemi,23,2,22.128
2011_04,kobayashi,23,2,23.455
2011_04,barrichello,24,2,22.868
2011_04,resta,24,2,20.93
2011_04,vettel,25,2,20.112
2011_04,sutil,25,2,21.084
2011_04,maldonado,25,2,22.555
2011_04,trulli,25,2,22.862
2011_04,button,26,2,22.639
2011_04,karthikeyan,27,2,24.962
2011_04,alguersuari,29,2,21.826
2011_04,michael_schumacher,30,3,20.379
2011_04,kovalainen,31,2,21.633
2011_04,resta,32,3,20.887
2011_04,perez,32,3,22.365
2011_04,rosberg,33,3,20.949
2011_04,hamilton,34,3,35.688
2011_04,ambrosio,33,2,24.837
2011_04,petrov,34,3,21.838
2011_04,massa,34,3,23.471
2011_04,webber,35,3,20.843
2011_04,alonso,36,3,21.702
2011_04,heidfeld,36,3,20.872
2011_04,liuzzi,35,3,25.125
2011_04,kobayashi,38,3,22.456
2011_04,button,39,3,21.417
2011_04,alguersuari,39,3,21.986
2011_04,vettel,40,3,20.385
2011_04,trulli,39,3,22.219
2011_04,buemi,40,3,22.032
2011_04,barrichello,40,3,21.687
2011_04,sutil,40,3,21.006
2011_04,liuzzi,37,4,43.603
2011_04,maldonado,41,3,21.827
2011_04,perez,42,4,21.715
2011_04,rosberg,44,4,20.308
2011_04,resta,44,4,21.403
2011_04,webber,45,4,22.087
2011_04,petrov,45,4,21.662
2011_04,michael_schumacher,45,4,20.597
2011_04,alonso,46,4,21.379
2011_04,maldonado,45,4,13.925
2011_04,hamilton,46,4,22.041
2011_04,heidfeld,46,4,21.884
2011_04,massa,46,4,26.685
2011_04,vettel,47,4,20.489
2011_04,karthikeyan,45,3,24.474
2011_04,kovalainen,53,3,23.114
2011_04,alguersuari,55,4,21.931
2011_05,kobayashi,1,1,24.871
2011_05,perez,7,1,23.592
2011_05,maldonado,8,1,22.689
2011_05,vettel,9,1,20.253
2011_05,buemi,9,1,20.818
2011_05,alonso,10,1,20.567
2011_05,webber,10,1,20.881
2011_05,michael_schumacher,10,1,20.084
2011_05,hamilton,11,1,19.761
2011_05,petrov,11,1,21.856
2011_05,rosberg,11,1,20.647
2011_05,massa,11,1,20.8
2011_05,alguersuari,11,1,20.741
2011_05,barrichello,11,1,29.936
2011_05,sutil,13,1,20.773
2011_05,button,14,1,20.015
2011_05,karthikeyan,14,1,24.843
2011_05,resta,15,1,20.07
2011_05,trulli,15,1,22.364
2011_05,kovalainen,16,1,21.019
2011_05,liuzzi,16,1,23.157
2011_05,glock,16,1,22.744
2011_05,ambrosio,17,1,23.176
2011_05,vettel,18,2,19.887
2011_05,alonso,19,2,20.238
2011_05,webber,19,2,20.079
2011_05,maldonado,20,2,24.821
2011_05,massa,21,2,21.635
2011_05,heidfeld,21,1,21.322
2011_05,hamilton,23,2,20.235
2011_05,barrichello,23,2,21.226
2011_05,alguersuari,24,2,20.872
2011_05,buemi,25,2,24.745
2011_05,kobayashi,25,2,21.128
2011_05,michael_schumacher,26,2,20.487
2011_05,petrov,26,2,24.232
2011_05,rosberg,27,2,19.534
2011_05,alonso,29,3,20.738
2011_05,webber,29,3,20.279
2011_05,kovalainen,28,2,20.807
2011_05,perez,29,2,21.143
2011_05,trulli,29,2,21.723
2011_05,karthikeyan,28,2,24.448
2011_05,button,30,2,20.763
2011_05,sutil,30,2,20.267
2011_05,resta,32,2,20.126
2011_05,vettel,34,3,20.426
2011_05,hamilton,35,3,20.473
2011_05,ambrosio,34,2,22.982
2011_05,barrichello,35,3,20.65
2011_05,massa,36,3,22.419
2011_05,maldonado,36,3,21.574
2011_05,heidfeld,36,2,21.953
2011_05,alguersuari,36,3,21.019
2011_05,alonso,39,4,20.38
2011_05,glock,38,2,21.632
2011_05,michael_schumacher,41,3,20.451
2011_05,petrov,41,3,21.739
2011_05,kovalainen,41,3,23.068
2011_05,rosberg,42,3,20.395
2011_05,buemi,42,3,20.819
2011_05,trulli,43,3,23.001
2011_05,kobayashi,44,3,20.5
2011_05,webber,47,4,19.984
2011_05,vettel,48,4,20.292
2011_05,perez,47,3,21.829
2011_05,button,48,3,20.107
2011_05,hamilton,49,4,20.988
2011_05,sutil,48,3,23.23
2011_05,karthikeyan,47,3,24.298
2011_05,heidfeld,50,3,20.796
2011_05,alguersuari,50,4,23.143
2011_05,ambrosio,49,3,21.708
2011_05,resta,51,3,20.573
2011_05,maldonado,53,4,22.077
2011_05,glock,53,3,21.17
2011_05,barrichello,54,4,20.637
2011_06,michael_schumacher,12,1,35.084
2011_06,button,15,1,25.28
2011_06,rosberg,15,1,25.189
2011_06,vettel,16,1,28.536
2011_06,webber,16,1,37.735
2011_06,alonso,17,1,25.352
2011_06,kovalainen,19,1,26.477
2011_06,resta,20,1,24.97
2011_06,hamilton,22,1,31.445
2011_06,glock,22,1,26.827
2011_06,trulli,24,1,25.595
2011_06,maldonado,25,1,26.468
2011_06,massa,26,1,26.615
2011_06,karthikeyan,25,1,28.325
2011_06,resta,27,2,19.36
2011_06,petrov,28,1,28.856
2011_06,alguersuari,29,1,25.907
2011_06,barrichello,32,1,25.921
2011_06,button,33,2,26.421
2011_06,resta,32,3,47.226
2011_06,heidfeld,33,1,25.851
2011_06,buemi,33,1,26.073
2011_06,alonso,34,2,31.382
2011_06,rosberg,33,2,25.31
2011_06,liuzzi,32,1,28.298
2011_06,ambrosio,33,1,27.577
2011_06,kobayashi,34,1,28.642
2011_06,sutil,34,1,25.037
2011_06,karthikeyan,33,2,39.917
2011_06,hamilton,43,2,19.347
2011_06,trulli,46,2,26.065
2011_06,button,48,3,24.67
2011_06,hamilton,49,3,26.977
2011_06,kovalainen,52,2,25.878
2011_06,rosberg,53,3,25.116
2011_06,maldonado,54,2,25.687
2011_06,webber,55,2,26.269
2011_06,alguersuari,56,2,27.55
2011_06,buemi,62,2,25.045
2011_06,ambrosio,63,2,26.464
2011_06,sutil,68,2,27.879
2011_06,barrichello,68,2,25.675
2011_06,heidfeld,69,2,26.281
2011_07,button,8,1,23.65
2011_07,liuzzi,9,1,27.202
2011_07,button,13,2,14.501
2011_07,barrichello,15,1,23.305
2011_07,sutil,16,1,24.052
2011_07,alonso,17,1,23.893
2011_07,rosberg,17,1,23.105
2011_07,maldonado,17,1,23.571
2011_07,buemi,17,1,23.949
2011_07,ambrosio,17,1,24.143
2011_07,michael_schumacher,18,1,24.472
2011_07,alonso,19,2,26.348
2011_07,button,19,3,23.868
2011_07,rosberg,19,2,22.986
2011_07,alguersuari,19,1,26.045
2011_07,barrichello,19,2,25.066
2011_07,kovalainen,19,1,44.037
2011_07,trulli,19,1,51.684
2011_07,maldonado,19,2,24.943
2011_07,vettel,20,1,23.872
2011_07,webber,20,1,29.546
2011_07,buemi,20,2,24.649
2011_07,massa,21,1,24.886
2011_07,michael_schumacher,21,2,24.196
2011_07,ambrosio,23,2,30.497
2011_07,ambrosio,33,3,24.655
2011_07,michael_schumacher,34,3,22.832
2011_07,sutil,34,2,22.923
2011_07,glock,34,1,24.425
2011_07,barrichello,34,3,24.684
2011_07,buemi,34,3,23.97
2011_07,heidfeld,35,1,23.113
2011_07,resta,35,1,22.479
2011_07,button,35,4,23.589
2011_07,rosa,35,1,30.288
2011_07,alguersuari,35,2,24.863
2011_07,maldonado,35,3,23.593
2011_07,liuzzi,35,2,34.897
2011_07,kobayashi,36,1,23.687
2011_07,massa,36,2,22.742
2011_07,petrov,36,1,23.816
2011_07,webber,36,2,22.402
2011_07,alonso,36,3,26.129
2011_07,rosberg,36,3,22.735
2011_07,trulli,36,2,23.332
2011_07,ambrosio,36,4,14.538
2011_07,vettel,37,2,22.958
2011_07,karthikeyan,37,1,29.115
2011_07,button,37,5,31.718
2011_07,resta,43,2,28.63
2011_07,sutil,45,3,14.565
2011_07,sutil,49,4,32.449
2011_07,webber,50,3,22.77
2011_07,barrichello,50,4,23.059
2011_07,buemi,50,4,26.561
2011_07,resta,50,3,14.538
2011_07,button,51,6,23.741
2011_07,alguersuari,51,3,23.338
2011_07,maldonado,51,4,23.7
2011_07,glock,51,2,25.079
2011_07,karthikeyan,51,2,29.54
2011_07,michael_schumacher,52,4,22.869
2011_07,massa,52,3,22.56
2011_07,heidfeld,52,2,23.364
2011_07,rosa,52,2,24.039
2011_07,trulli,52,3,25.14
2011_07,ambrosio,52,5,30.714
2011_07,vettel,53,3,22.526
2011_07,liuzzi,52,3,33.278
2011_07,kobayashi,53,2,24.618
2011_07,petrov,53,2,24.145
2011_07,rosberg,53,4,22.702
2011_07,massa,53,4,28.346
2011_07,resta,53,4,23.129
2011_07,maldonado,61,5,31.701
2011_08,maldonado,10,1,21.301
2011_08,heidfeld,11,1,22.114
2011_08,barrichello,11,1,21.163
2011_08,kobayashi,11,1,23.492
2011_08,hamilton,12,1,20.34
2011_08,rosberg,12,1,21.054
2011_08,sutil,12,1,20.676
2011_08,webber,13,1,20.465
2011_08,vettel,14,1,21.006
2011_08,alonso,14,1,21.477
2011_08,button,14,1,20.997
2011_08,michael_schumacher,14,1,21.201
2011_08,resta,14,1,20.567
2011_08,buemi,14,1,21.321
2011_08,kovalainen,14,1,23.241
2011_08,karthikeyan,14,1,28.03
2011_08,massa,15,1,20.718
2011_08,petrov,15,1,22.104
2011_08,michael_schumacher,15,2,30.665
2011_08,liuzzi,15,1,24.459
2011_08,glock,17,1,21.9
2011_08,trulli,18,1,23.327
2011_08,ambrosio,18,1,21.943
2011_08,alguersuari,19,1,21.391
2011_08,hamilton,24,2,21.035
2011_08,perez,25,1,21.939
2011_08,buemi,26,2,20.46
2011_08,kovalainen,26,2,21.126
2011_08,heidfeld,27,2,22.285
2011_08,resta,27,2,20.818
2011_08,petrov,27,2,21.168
2011_08,webber,28,2,20.319
2011_08,sutil,28,2,20.286
2011_08,barrichello,28,2,21.262
2011_08,maldonado,28,2,21.805
2011_08,alonso,29,2,20.551
2011_08,liuzzi,28,2,22.766
2011_08,vettel,30,2,20.441
2011_08,button,30,2,20.325
2011_08,rosberg,30,2,23.547
2011_08,karthikeyan,29,2,24.675
2011_08,massa,31,2,25.537
2011_08,michael_schumacher,31,3,21.168
2011_08,kobayashi,33,2,20.545
2011_08,trulli,34,2,22.131
2011_08,ambrosio,37,2,22.25
2011_08,petrov,39,3,21.105
2011_08,heidfeld,40,3,21.472
2011_08,barrichello,40,3,21.286
2011_08,webber,42,3,20.367
2011_08,hamilton,42,3,20.212
2011_08,alguersuari,42,2,21.103
2011_08,kovalainen,42,3,22.632
2011_08,sutil,43,3,21.036
2011_08,glock,42,2,22.03
2011_08,resta,44,3,21.069
2011_08,alonso,45,3,20.136
2011_08,liuzzi,43,3,22.235
2011_08,maldonado,44,3,21.49
2011_08,rosberg,45,3,20.896
2011_08,buemi,45,3,20.995
2011_08,vettel,47,3,20.331
2011_08,karthikeyan,44,3,26.059
2011_08,massa,48,3,20.404
2011_08,button,48,3,20.479
2011_09,michael_schumacher,9,1,30.242
2011_09,heidfeld,10,1,24.716
2011_09,button,11,1,25.07
2011_09,sutil,11,1,25.737
2011_09,kobayashi,11,1,28.448
2011_09,maldonado,11,1,26.238
2011_09,buemi,11,1,26.279
2011_09,petrov,11,1,24.88
2011_09,barrichello,11,1,25.86
2011_09,glock,11,1,25.416
2011_09,liuzzi,11,1,26.643
2011_09,ambrosio,11,1,28.742
2011_09,webber,12,1,23.973
2011_09,alonso,12,1,26.566
2011_09,hamilton,12,1,25.1
2011_09,resta,12,1,26.612
2011_09,rosberg,12,1,24.722
2011_09,perez,12,1,25.386
2011_09,alguersuari,12,1,24.719
2011_09,ricciardo,12,1,25.872
2011_09,vettel,13,1,24.818
2011_09,massa,13,1,24.159
2011_09,michael_schumacher,16,2,31.751
2011_09,kobayashi,20,2,31.551
2011_09,hamilton,24,2,24.065
2011_09,resta,24,2,45.291
2011_09,maldonado,24,2,24.272
2011_09,sutil,25,2,24.077
2011_09,buemi,25,2,24.62
2011_09,webber,26,2,25.49
2011_09,button,26,2,24.287
2011_09,massa,26,2,23.929
2011_09,resta,26,3,31.471
2011_09,vettel,27,2,31.558
2011_09,alonso,27,2,23.974
2011_09,ambrosio,28,2,25.428
2011_09,ricciardo,28,2,26.942
2011_09,rosberg,30,2,24.399
2011_09,heidfeld,30,2,24.434
2011_09,glock,30,2,24.959
2011_09,alguersuari,31,2,24.095
2011_09,michael_schumacher,31,3,24.651
2011_09,barrichello,31,2,23.955
2011_09,perez,32,2,25.619
2011_09,liuzzi,31,2,25.505
2011_09,maldonado,35,3,23.869
2011_09,vettel,36,3,23.137
2011_09,hamilton,37,3,23.34
2011_09,webber,38,3,23.785
2011_09,petrov,38,2,24.172
2011_09,alonso,39,3,23.474
2011_09,button,39,3,23.292
2011_09,sutil,40,3,27.24
2011_09,massa,41,3,23.238
2011_10,perez,8,1,27.247
2011_10,buemi,10,1,27.301
2011_10,chandhok,10,1,31.879
2011_10,webber,14,1,20.44
2011_10,rosberg,14,1,20.348
2011_10,michael_schumacher,15,1,20.768
2011_10,maldonado,15,1,21.601
2011_10,hamilton,16,1,20.982
2011_10,alonso,16,1,20.43
2011_10,vettel,16,1,20.394
2011_10,massa,17,1,20.344
2011_10,kobayashi,20,1,20.882
2011_10,liuzzi,20,1,22.048
2011_10,ricciardo,21,1,22.319
2011_10,sutil,22,1,20.839
2011_10,glock,22,1,22.252
2011_10,petrov,23,1,21.449
2011_10,alguersuari,23,1,21.062
2011_10,resta,23,1,23.676
2011_10,button,24,1,20.952
2011_10,ambrosio,24,1,20.762
2011_10,kovalainen,26,1,22.088
2011_10,webber,30,2,21.299
2011_10,chandhok,28,2,22.331
2011_10,hamilton,31,2,20.496
2011_10,alonso,32,2,20.035
2011_10,maldonado,35,2,21.057
2011_10,rosberg,36,2,20.975
2011_10,buemi,36,2,20.954
2011_10,michael_schumacher,37,2,20.299
2011_10,vettel,40,2,20.274
2011_10,massa,41,2,20.185
2011_10,perez,41,2,21.645
2011_10,alguersuari,43,2,21.689
2011_10,petrov,46,2,20.572
2011_10,sutil,48,2,20.879
2011_10,kobayashi,48,2,21.267
2011_10,glock,48,2,21.252
2011_10,hamilton,51,3,20.403
2011_10,ambrosio,49,2,23.588
2011_10,ricciardo,49,2,24.053
2011_10,kovalainen,50,2,21.175
2011_10,resta,51,2,22.535
2011_10,alonso,53,3,19.975
2011_10,rosberg,53,3,20.047
2011_10,chandhok,51,3,22.458
2011_10,webber,56,3,20.324
2011_10,michael_schumacher,56,3,19.93
2011_10,massa,59,3,21.903
2011_10,vettel,59,3,20.11
2011_11,webber,10,1,20.854
2011_11,massa,10,1,22.293
2011_11,petrov,10,1,25.532
2011_11,barrichello,10,1,22.64
2011_11,button,11,1,21.786
2011_11,resta,11,1,22.262
2011_11,maldonado,11,1,23.397
2011_11,heidfeld,11,1,21.371
2011_11,glock,11,1,22.222
2011_11,ambrosio,11,1,25.337
2011_11,hamilton,12,1,21.88
2011_11,vettel,12,1,20.69
2011_11,alonso,12,1,22.886
2011_11,rosberg,12,1,20.767
2011_11,kobayashi,12,1,23.725
2011_11,buemi,12,1,22.349
2011_11,kovalainen,12,1,22.772
2011_11,sutil,12,1,21.902
2011_11,perez,12,1,22.215
2011_11,liuzzi,12,1,23.633
2011_11,michael_schumacher,13,1,21.948
2011_11,alguersuari,13,1,23.734
2011_11,trulli,13,1,23.118
2011_11,ricciardo,13,1,22.844
2011_11,maldonado,16,2,13.186
2011_11,heidfeld,23,2,25.434
2011_11,barrichello,24,2,22.217
2011_11,alguersuari,24,2,22.552
2011_11,kovalainen,24,2,22.147
2011_11,perez,24,2,20.57
2011_11,webber,25,2,0.0
2011_11,alonso,25,2,23.208
2011_11,massa,25,2,21.138
2011_11,petrov,25,2,24.194
2011_11,buemi,25,2,21.46
2011_11,hamilton,26,2,20.803
2011_11,michael_schumacher,26,2,20.071
2011_11,liuzzi,25,2,22.501
2011_11,sutil,26,2,20.589
2011_11,button,27,2,21.065
2011_11,rosberg,27,2,19.939
2011_11,resta,27,2,20.801
2011_11,vettel,28,2,20.611
2011_11,maldonado,28,3,21.426
2011_11,glock,28,2,20.613
2011_11,ricciardo,28,2,23.563
2011_11,ambrosio,29,2,20.916
2011_11,perez,32,3,13.201
2011_11,kobayashi,34,2,22.852
2011_11,alonso,36,3,19.936
2011_11,barrichello,37,3,20.58
2011_11,webber,39,3,20.673
2011_11,liuzzi,37,3,27.839
2011_11,hamilton,40,3,20.861
2011_11,massa,40,3,22.453
2011_11,vettel,41,3,19.664
2011_11,button,42,3,20.046
2011_11,resta,42,3,20.935
2011_11,buemi,43,3,20.36
2011_11,kovalainen,43,3,20.99
2011_11,perez,44,4,20.917
2011_11,ricciardo,43,3,21.651
2011_11,alonso,47,4,20.126
2011_11,alguersuari,47,3,21.345
2011_11,ambrosio,47,3,49.849
2011_11,rosberg,50,3,20.563
2011_11,webber,51,4,21.122
2011_11,petrov,50,3,21.353
2011_11,barrichello,50,4,31.539
2011_11,kovalainen,49,4,22.364
2011_11,sutil,50,3,21.796
2011_11,liuzzi,48,4,23.01
2011_11,maldonado,50,4,23.016
2011_11,hamilton,52,4,20.855
2011_11,webber,53,5,20.715
2011_11,barrichello,52,5,25.596
2011_11,hamilton,54,5,21.628
2011_11,petrov,53,4,21.609
2011_11,kovalainen,52,5,21.715
2011_11,sutil,53,4,21.503
2011_11,ambrosio,51,4,22.47
2011_11,rosberg,54,4,23.244
2011_11,maldonado,53,5,22.825
2011_11,liuzzi,51,5,22.458
2011_11,glock,53,3,20.929
2011_11,hamilton,56,6,13.173
2011_11,massa,58,4,21.157
2011_11,kobayashi,62,3,21.258
2011_12,glock,1,1,35.092
2011_12,bruno_senna,1,1,30.795
2011_12,kovalainen,1,1,28.539
2011_12,webber,3,1,21.015
2011_12,button,3,1,26.046
2011_12,michael_schumacher,4,1,20.153
2011_12,vettel,5,1,20.898
2011_12,perez,5,1,26.092
2011_12,glock,6,2,13.914
2011_12,alonso,8,1,20.994
2011_12,bruno_senna,8,2,13.968
2011_12,massa,9,1,22.267
2011_12,hamilton,10,1,21.895
2011_12,rosberg,11,1,23.09
2011_12,liuzzi,11,1,21.766
2011_12,petrov,12,1,21.395
2011_12,maldonado,12,1,21.421
2011_12,vettel,13,2,21.411
2011_12,sutil,13,1,22.773
2011_12,barrichello,13,1,21.818
2011_12,michael_schumacher,13,2,20.226
2011_12,button,13,2,21.756
2011_12,ricciardo,13,1,23.78
2011_12,trulli,13,1,22.159
2011_12,ambrosio,13,1,22.939
2011_12,kovalainen,13,2,22.009
2011_12,kobayashi,14,1,24.161
2011_12,resta,14,1,21.334
2011_12,glock,14,3,24.204
2011_12,bruno_senna,21,3,20.756
2011_12,perez,22,2,14.089
2011_12,perez,23,3,23.883
2011_12,liuzzi,27,2,30.959
2011_12,alonso,29,2,21.243
2011_12,maldonado,29,2,22.303
2011_12,kobayashi,29,2,21.269
2011_12,vettel,30,3,20.786
2011_12,rosberg,30,2,21.171
2011_12,massa,30,2,21.856
2011_12,petrov,30,2,21.979
2011_12,resta,30,2,21.35
2011_12,webber,31,2,20.947
2011_12,sutil,31,2,20.983
2011_12,michael_schumacher,31,3,21.319
2011_12,barrichello,31,2,21.478
2011_12,trulli,31,2,21.484
2011_12,button,32,3,21.64
2011_12,massa,32,3,21.485
2011_12,kovalainen,33,3,22.306
2011_12,glock,35,4,21.721
2011_12,ambrosio,36,2,22.114
2011_12,barrichello,40,3,47.753
2011_13,kobayashi,1,1,27.55
2011_13,barrichello,1,1,29.157
2011_13,bruno_senna,2,1,22.534
2011_13,ricciardo,1,1,0.0
2011_13,trulli,5,1,30.391
2011_13,resta,13,1,21.87
2011_13,michael_schumacher,16,1,22.709
2011_13,buemi,16,1,24.234
2011_13,button,17,1,21.66
2011_13,hamilton,18,1,22.083
2011_13,kobayashi,18,2,22.939
2011_13,alonso,19,1,22.539
2011_13,maldonado,19,1,23.063
2011_13,bruno_senna,19,2,23.145
2011_13,vettel,20,1,22.124
2011_13,alguersuari,20,1,21.988
2011_13,glock,20,1,25.147
2011_13,massa,21,1,21.821
2011_13,kovalainen,21,1,23.298
2011_13,trulli,24,2,23.42
2011_13,resta,31,2,23.069
2011_13,barrichello,32,2,23.414
2011_13,button,33,2,22.095
2011_13,ricciardo,20,2,30.777
2011_13,alonso,34,2,21.989
2011_13,hamilton,34,2,21.876
2011_13,vettel,35,2,21.378
2011_13,kovalainen,35,2,22.611
2011_13,michael_schumacher,37,2,22.014
2011_13,maldonado,37,2,22.614
2011_13,glock,38,2,22.784
2011_13,buemi,40,2,24.086
2011_13,bruno_senna,40,3,22.273
2011_13,massa,41,2,22.148
2011_13,alguersuari,41,2,22.279
2011_14,ricciardo,1,1,44.17
2011_14,rosberg,9,1,29.549
2011_14,alonso,10,1,30.621
2011_14,michael_schumacher,10,1,29.61
2011_14,bruno_senna,10,1,35.398
2011_14,massa,11,1,30.29
2011_14,hamilton,11,1,30.142
2011_14,sutil,11,1,30.718
2011_14,maldonado,11,1,30.888
2011_14,buemi,11,1,32.827
