race_id,driver_id,races_count_previous_5,top10_finishes_previous_5,top10_rate_previous_5,points_previous_5,avg_points_previous_5,points_finishes_previous_5,avg_finish_position_previous_5,avg_grid_position_previous_5,best_finish_previous_5,worst_finish_previous_5,avg_laps_completed_previous_5,dnf_previous_5
2012_18,grosjean,5,3,0.6,14.0,2.8,3,13.2,7.6,7,24,45.0,1
2012_18,webber,5,3,0.6,35.0,7.0,3,9.0,4.6,2,20,55.6,1
2012_18,hamilton,5,4,0.8,48.0,9.6,4,8.8,3.4,1,24,48.6,1
2012_18,karthikeyan,5,0,0.0,0.0,0.0,0,20.8,22.8,19,23,45.0,2
2012_18,rosberg,5,2,0.4,16.0,3.2,2,14.0,9.6,5,24,34.6,2
2012_18,hulkenberg,5,3,0.6,18.0,3.6,3,11.2,14.0,6,21,55.4,1
2012_19,hamilton,5,3,0.6,23.0,4.6,3,12.8,3.4,4,24,41.8,2
2012_19,vettel,5,5,1.0,115.0,23.0,5,1.4,6.2,1,3,56.4,0
2012_19,alonso,5,4,0.8,66.0,13.2,4,6.6,5.2,2,23,45.8,1
2012_19,massa,5,5,1.0,48.0,9.6,5,5.4,8.6,2,8,56.4,0
2012_19,button,5,4,0.8,52.0,10.4,4,7.8,6.4,2,24,45.4,1
2012_19,raikkonen,5,5,1.0,57.0,11.4,5,5.0,7.0,1,7,56.4,0
2012_19,grosjean,5,3,0.6,14.0,2.8,3,12.2,7.8,7,19,52.4,1
2012_19,hulkenberg,5,3,0.6,18.0,3.6,3,11.8,11.2,6,24,45.4,1
2012_19,maldonado,5,2,0.4,14.0,2.8,2,13.0,8.2,5,22,51.6,1
2012_19,bruno_senna,5,2,0.4,5.0,1.0,2,13.0,16.4,8,18,56.0,1
2012_19,perez,5,1,0.2,1.0,0.2,1,16.4,10.0,10,24,41.6,2
2012_19,ricciardo,5,4,0.8,6.0,1.2,4,10.2,16.2,9,13,56.4,0
2012_19,rosberg,5,1,0.2,10.0,2.0,1,17.2,9.8,5,24,25.4,3
2012_19,kobayashi,5,2,0.4,23.0,4.6,2,11.6,13.0,3,22,48.6,1
2012_19,resta,5,2,0.4,14.0,2.8,2,9.8,11.8,4,12,56.4,0
2012_19,michael_schumacher,5,0,0.0,0.0,0.0,0,15.6,13.8,11,22,51.2,2
2012_19,petrov,5,0,0.0,0.0,0.0,0,17.0,19.4,16,19,55.4,0
2012_19,kovalainen,5,0,0.0,0.0,0.0,0,15.6,18.6,13,18,55.8,0
2012_19,glock,5,0,0.0,0.0,0.0,0,16.0,20.0,12,20,55.6,0
2012_19,pic,5,0,0.0,0.0,0.0,0,18.4,21.8,16,20,49.8,2
2012_19,rosa,5,0,0.0,0.0,0.0,0,19.2,22.0,17,23,44.8,2
2012_19,karthikeyan,5,0,0.0,0.0,0.0,0,21.4,23.2,20,23,36.0,3
2012_19,webber,5,3,0.6,35.0,7.0,3,9.0,2.8,2,20,52.8,1
2012_19,vergne,5,1,0.2,4.0,0.8,1,13.6,17.2,8,20,52.0,1
2012_20,button,5,4,0.8,44.0,8.8,4,8.4,8.0,4,24,44.8,1
2012_20,alonso,5,4,0.8,66.0,13.2,4,6.6,5.6,2,23,45.2,1
2012_20,massa,5,5,1.0,56.0,11.2,5,4.6,8.2,2,7,55.8,0
2012_20,webber,5,3,0.6,35.0,7.0,3,11.4,2.0,2,23,44.2,2
2012_20,hulkenberg,5,4,0.8,22.0,4.4,4,10.6,10.2,6,24,44.8,1
2012_20,vettel,5,5,1.0,108.0,21.6,5,1.6,5.8,1,3,55.8,0
2012_20,michael_schumacher,5,0,0.0,0.0,0.0,0,14.6,13.0,11,22,54.6,1
2012_20,vergne,5,1,0.2,4.0,0.8,1,14.4,16.8,8,24,47.2,1
2012_20,kobayashi,5,2,0.4,23.0,4.6,2,11.8,12.8,3,22,47.8,1
2012_20,raikkonen,5,5,1.0,57.0,11.4,5,5.0,5.4,1,7,55.8,0
2012_20,petrov,5,0,0.0,0.0,0.0,0,16.6,20.0,16,17,55.0,0
2012_20,pic,5,0,0.0,0.0,0.0,0,19.2,21.6,18,20,48.8,2
2012_20,ricciardo,5,3,0.6,4.0,0.8,3,10.8,16.8,9,13,55.8,0
2012_20,kovalainen,5,0,0.0,0.0,0.0,0,16.2,19.2,13,18,55.0,0
2012_20,rosberg,5,0,0.0,0.0,0.0,0,18.8,11.2,11,24,24.8,3
2012_20,glock,5,0,0.0,0.0,0.0,0,17.4,19.8,14,20,54.8,0
2012_20,rosa,5,0,0.0,0.0,0.0,0,20.0,21.8,17,23,44.0,2
2012_20,karthikeyan,5,0,0.0,0.0,0.0,0,21.2,23.4,20,22,40.8,2
2012_20,resta,5,1,0.2,2.0,0.4,1,12.0,13.2,9,15,55.6,0
2012_20,hamilton,5,4,0.8,48.0,9.6,4,8.2,3.6,1,21,48.6,1
2012_20,grosjean,5,3,0.6,14.0,2.8,3,12.2,7.8,7,19,51.8,1
2012_20,maldonado,5,3,0.6,16.0,3.2,3,10.4,9.6,5,16,55.6,0
2012_20,bruno_senna,5,3,0.6,6.0,1.2,3,11.4,14.0,8,15,55.8,0
2012_20,perez,5,0,0.0,0.0,0.0,0,16.6,10.2,11,24,41.0,2
2013_01,raikkonen,5,5,1.0,50.0,10.0,5,5.8,5.6,1,10,59.2,0
2013_01,alonso,5,5,1.0,84.0,16.8,5,2.4,5.8,2,3,59.4,0
2013_01,vettel,5,5,1.0,91.0,18.2,5,2.6,6.4,1,6,59.4,0
2013_01,massa,5,5,1.0,53.0,10.6,5,4.8,7.2,3,7,59.4,0
2013_01,hamilton,5,3,0.6,38.0,7.6,3,11.2,2.0,1,21,48.8,2
2013_01,webber,5,3,0.6,45.0,9.0,3,10.4,2.2,2,23,47.8,2
2013_01,sutil,5,3,0.6,14.0,2.8,3,9.0,9.2,6,11,58.4,0
2013_01,resta,5,1,0.2,2.0,0.4,1,13.4,13.0,9,19,58.6,1
2013_01,button,5,4,0.8,57.0,11.4,4,7.8,6.8,1,24,48.4,1
2013_01,grosjean,5,3,0.6,14.0,2.8,3,12.6,10.6,7,21,42.6,2
2013_01,perez,5,0,0.0,0.0,0.0,0,17.0,11.6,11,24,37.4,2
2013_01,vergne,5,2,0.4,8.0,1.6,2,13.4,16.4,8,24,50.8,1
2013_01,gutierrez,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0
2013_01,bottas,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0
2013_01,jules_bianchi,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0
2013_01,pic,5,0,0.0,0.0,0.0,0,17.6,21.8,12,20,55.4,1
2013_01,chilton,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0
2013_01,garde,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0
2013_01,ricciardo,5,2,0.4,3.0,0.6,2,11.4,17.0,9,13,59.2,0
2013_01,rosberg,5,0,0.0,0.0,0.0,0,17.0,10.4,11,23,38.8,2
2013_01,maldonado,5,2,0.4,12.0,2.4,2,13.2,10.4,5,22,45.2,1
2013_01,hulkenberg,5,4,0.8,26.0,5.2,4,10.2,8.4,5,24,48.4,1
2013_02,vettel,5,5,1.0,81.0,16.2,5,3.0,6.2,1,6,60.0,0
2013_02,webber,5,3,0.6,35.0,7.0,3,11.2,2.4,3,23,48.4,2
2013_02,hamilton,5,3,0.6,47.0,9.4,3,10.2,2.0,1,21,49.4,2
2013_02,rosberg,5,0,0.0,0.0,0.0,0,16.4,9.8,11,23,43.8,2
2013_02,massa,5,5,1.0,53.0,10.6,5,4.8,6.8,3,7,60.0,0
2013_02,grosjean,5,3,0.6,9.0,1.8,3,13.2,10.8,7,21,43.2,2
2013_02,raikkonen,5,5,1.0,65.0,13.0,5,5.0,6.0,1,10,59.8,0
2013_02,hulkenberg,5,3,0.6,18.0,3.6,3,13.4,9.0,5,24,37.4,2
2013_02,perez,5,0,0.0,0.0,0.0,0,17.0,12.2,11,24,38.0,2
2013_02,vergne,5,1,0.2,4.0,0.8,1,14.2,15.8,8,24,51.4,1
2013_02,bottas,1,0,0.0,0.0,0.0,0,14.0,16.0,14,14,57.0,0
2013_02,gutierrez,1,0,0.0,0.0,0.0,0,13.0,18.0,13,13,57.0,0
2013_02,jules_bianchi,1,0,0.0,0.0,0.0,0,15.0,19.0,15,15,57.0,0
2013_02,pic,5,0,0.0,0.0,0.0,0,17.0,21.4,12,20,56.0,1
2013_02,garde,1,0,0.0,0.0,0.0,0,18.0,21.0,18,18,56.0,0
2013_02,chilton,1,0,0.0,0.0,0.0,0,17.0,20.0,17,17,56.0,0
2013_02,button,5,5,1.0,59.0,11.8,5,4.8,6.6,1,9,60.0,0
2013_02,ricciardo,5,1,0.2,1.0,0.2,1,13.4,15.6,10,19,56.0,1
2013_02,maldonado,5,2,0.4,12.0,2.4,2,14.6,10.8,5,22,39.0,2
2013_02,sutil,5,4,0.8,20.0,4.0,4,8.2,9.4,6,11,59.4,0
2013_02,resta,5,2,0.4,6.0,1.2,2,12.6,12.0,8,19,59.2,1
2013_02,alonso,5,5,1.0,87.0,17.4,5,2.2,6.0,2,3,60.0,0
2013_03,alonso,5,4,0.8,69.0,13.8,4,6.2,5.6,2,22,48.2,1
2013_03,raikkonen,5,5,1.0,65.0,13.0,5,5.0,6.6,1,10,59.0,0
2013_03,hamilton,5,3,0.6,50.0,10.0,3,10.0,2.2,1,21,48.6,2
2013_03,vettel,5,5,1.0,81.0,16.2,5,3.0,6.2,1,6,59.2,0
2013_03,button,5,4,0.8,49.0,9.8,4,7.2,7.2,1,17,58.6,1
2013_03,massa,5,5,1.0,55.0,11.0,5,4.6,6.0,3,7,59.2,0
2013_03,ricciardo,5,1,0.2,1.0,0.2,1,14.4,15.2,10,19,54.2,2
2013_03,resta,5,2,0.4,6.0,1.2,2,14.4,11.8,8,21,51.6,2
2013_03,grosjean,5,3,0.6,15.0,3.0,3,12.6,10.8,6,21,42.4,2
2013_03,hulkenberg,5,3,0.6,18.0,3.6,3,13.4,9.0,5,24,36.6,2
2013_03,perez,5,1,0.2,2.0,0.4,1,14.0,12.4,9,24,45.0,1
2013_03,vergne,5,2,0.4,5.0,1.0,2,13.2,15.6,8,24,50.8,1
2013_03,bottas,2,0,0.0,0.0,0.0,0,12.5,17.0,11,14,56.5,0
2013_03,maldonado,5,2,0.4,12.0,2.4,2,15.2,12.2,5,22,36.2,3
2013_03,jules_bianchi,2,0,0.0,0.0,0.0,0,14.0,19.0,13,15,56.0,0
2013_03,pic,5,0,0.0,0.0,0.0,0,16.0,20.6,12,20,55.2,1
2013_03,chilton,2,0,0.0,0.0,0.0,0,16.5,20.5,16,17,55.0,0
2013_03,garde,2,0,0.0,0.0,0.0,0,16.5,21.5,15,18,55.5,0
2013_03,rosberg,5,1,0.2,12.0,2.4,1,15.0,9.0,4,23,43.0,2
2013_03,webber,5,3,0.6,38.0,7.6,3,11.0,3.0,2,23,47.6,2
2013_03,sutil,5,4,0.8,20.0,4.0,4,10.0,9.0,6,20,53.8,1
2013_03,gutierrez,2,0,0.0,0.0,0.0,0,12.5,16.0,12,13,56.0,0
2013_04,vettel,5,5,1.0,78.0,15.6,5,3.2,3.2,1,6,59.4,0
2013_04,raikkonen,5,5,1.0,58.0,11.6,5,5.2,6.2,1,10,59.2,0
2013_04,grosjean,5,4,0.8,17.0,3.4,4,10.6,10.2,6,21,46.2,1
2013_04,resta,5,2,0.4,8.0,1.6,2,14.2,11.6,8,21,51.8,2
2013_04,hamilton,5,4,0.8,65.0,13.0,4,6.4,2.2,1,20,56.0,1
2013_04,perez,5,1,0.2,2.0,0.4,1,13.2,12.6,9,24,45.2,1
2013_04,webber,5,3,0.6,38.0,7.6,3,11.0,7.0,2,23,43.2,2
2013_04,alonso,5,4,0.8,76.0,15.2,4,6.0,5.0,1,22,48.4,1
2013_04,rosberg,5,1,0.2,12.0,2.4,1,14.2,8.4,4,20,45.8,2
2013_04,button,5,4,0.8,47.0,9.4,4,7.4,7.8,1,17,58.8,1
2013_04,maldonado,5,1,0.2,2.0,0.4,1,17.0,14.4,9,22,36.4,3
2013_04,hulkenberg,5,4,0.8,19.0,3.8,4,10.6,9.0,5,22,47.8,1
2013_04,sutil,5,3,0.6,18.0,3.6,3,12.4,10.0,6,21,43.0,2
2013_04,bottas,3,0,0.0,0.0,0.0,0,12.666666666666666,16.666666666666668,11,14,56.333333333333336,0
2013_04,massa,5,5,1.0,57.0,11.4,5,4.4,5.4,3,6,59.4,0
2013_04,ricciardo,5,1,0.2,6.0,1.2,1,13.8,13.4,7,19,54.4,2
2013_04,pic,5,0,0.0,0.0,0.0,0,15.6,20.8,12,20,58.0,0
2013_04,gutierrez,3,0,0.0,0.0,0.0,0,15.666666666666666,16.333333333333332,12,22,38.666666666666664,1
2013_04,jules_bianchi,3,0,0.0,0.0,0.0,0,14.333333333333334,18.666666666666668,13,15,55.666666666666664,0
2013_04,chilton,3,0,0.0,0.0,0.0,0,16.666666666666668,20.0,16,17,55.0,0
2013_04,garde,3,0,0.0,0.0,0.0,0,17.0,21.333333333333332,15,18,55.333333333333336,0
2013_04,vergne,5,2,0.4,5.0,1.0,2,13.2,15.2,8,24,51.0,1
2013_05,alonso,5,4,0.8,65.0,13.0,4,7.0,4.2,1,22,48.6,1
2013_05,raikkonen,5,5,1.0,68.0,13.6,5,4.4,7.0,1,10,59.4,0
2013_05,massa,5,4,0.8,45.0,9.0,4,6.6,4.0,3,15,59.6,0
2013_05,vettel,5,5,1.0,85.0,17.0,5,3.0,3.4,1,6,59.6,0
2013_05,webber,5,4,0.8,44.0,8.8,4,7.8,7.8,2,20,51.4,1
2013_05,rosberg,5,2,0.4,14.0,2.8,2,13.4,5.2,4,20,46.0,2
2013_05,resta,5,3,0.6,20.0,4.0,3,12.0,10.0,4,21,52.2,2
2013_05,button,5,4,0.8,38.0,7.6,4,8.4,7.4,1,17,59.0,1
2013_05,perez,5,2,0.4,10.0,2.0,2,12.2,12.0,6,24,45.4,1
2013_05,ricciardo,5,1,0.2,6.0,1.2,1,14.6,12.4,7,19,54.4,2
2013_05,gutierrez,4,0,0.0,0.0,0.0,0,16.25,17.75,12,22,43.0,1
2013_05,hamilton,5,4,0.8,50.0,10.0,4,7.2,3.6,3,20,56.2,1
2013_05,sutil,5,2,0.4,14.0,2.8,2,13.4,9.4,6,21,43.4,2
2013_05,maldonado,5,0,0.0,0.0,0.0,0,17.4,16.0,11,22,36.6,3
2013_05,hulkenberg,5,3,0.6,15.0,3.0,3,11.4,10.6,5,22,48.0,1
2013_05,bottas,4,0,0.0,0.0,0.0,0,13.0,16.25,11,14,56.5,0
2013_05,pic,5,0,0.0,0.0,0.0,0,15.0,20.4,12,17,58.4,0
2013_05,jules_bianchi,4,0,0.0,0.0,0.0,0,15.5,18.75,13,19,55.75,0
2013_05,chilton,4,0,0.0,0.0,0.0,0,17.5,20.25,16,20,55.25,0
2013_05,vergne,5,2,0.4,5.0,1.0,2,12.8,15.6,8,22,51.4,1
2013_05,garde,4,0,0.0,0.0,0.0,0,18.0,21.0,15,21,55.25,0
2013_05,grosjean,5,4,0.8,26.0,5.2,4,9.8,10.8,3,21,46.4,1
2013_06,rosberg,5,3,0.6,22.0,4.4,3,11.6,3.6,4,20,45.2,2
2013_06,vettel,5,5,1.0,89.0,17.8,5,2.6,3.2,1,4,58.6,0
2013_06,webber,5,4,0.8,42.0,8.4,4,8.0,8.6,2,20,50.4,1
2013_06,hamilton,5,4,0.8,50.0,10.0,4,5.6,3.8,3,12,58.4,0
2013_06,sutil,5,1,0.2,6.0,1.2,1,14.8,10.4,7,21,42.4,2
2013_06,button,5,4,0.8,17.0,3.4,4,9.8,9.8,5,17,58.0,1
2013_06,alonso,5,4,0.8,72.0,14.4,4,6.8,3.8,1,22,47.6,1
2013_06,vergne,5,1,0.2,1.0,0.2,1,15.2,14.6,10,22,47.6,2
2013_06,resta,5,4,0.8,26.0,5.2,4,9.6,10.0,4,21,51.8,1
2013_06,raikkonen,5,5,1.0,85.0,17.0,5,2.8,6.2,1,7,58.6,0
2013_06,hulkenberg,5,2,0.4,5.0,1.0,2,13.4,12.4,8,22,46.8,1
2013_06,bottas,5,0,0.0,0.0,0.0,0,13.6,16.2,11,16,58.2,0
2013_06,gutierrez,5,0,0.0,0.0,0.0,0,15.2,18.0,11,22,47.4,1
2013_06,chilton,5,0,0.0,0.0,0.0,0,17.8,20.4,16,20,57.0,0
2013_06,garde,5,0,0.0,0.0,0.0,0,18.6,20.4,15,21,48.4,1
2013_06,perez,5,3,0.6,12.0,2.4,3,9.2,11.2,6,11,58.6,0
2013_06,grosjean,5,4,0.8,26.0,5.2,4,10.0,8.4,3,22,47.0,1
2013_06,ricciardo,5,2,0.4,7.0,1.4,2,14.0,11.6,7,19,53.4,2
2013_06,jules_bianchi,5,0,0.0,0.0,0.0,0,16.0,19.0,13,19,57.4,0
2013_06,maldonado,5,0,0.0,0.0,0.0,0,15.8,16.2,11,21,49.4,2
2013_06,massa,5,4,0.8,45.0,9.0,4,6.6,4.8,3,15,58.6,0
2013_06,pic,5,0,0.0,0.0,0.0,0,16.0,20.4,14,17,57.4,0
2013_07,vettel,5,5,1.0,92.0,18.4,5,2.4,3.6,1,4,62.6,0
2013_07,alonso,5,4,0.8,60.0,12.0,4,7.8,4.0,1,22,51.6,1
2013_07,hamilton,5,4,0.8,52.0,10.4,4,5.4,3.6,3,12,62.4,0
2013_07,webber,5,4,0.8,49.0,9.8,4,7.4,9.0,2,20,54.4,1
2013_07,rosberg,5,4,0.8,47.0,9.4,4,7.8,2.6,1,19,55.6,1
2013_07,vergne,5,2,0.4,5.0,1.0,2,14.4,14.0,8,22,51.6,2
2013_07,resta,5,4,0.8,24.0,4.8,4,9.8,11.6,4,21,55.8,1
2013_07,massa,5,3,0.6,33.0,6.6,3,10.0,8.2,3,21,52.6,1
2013_07,raikkonen,5,5,1.0,61.0,12.2,5,4.6,5.8,2,10,62.6,0
2013_07,sutil,5,1,0.2,10.0,2.0,1,14.4,9.6,5,21,46.4,2
2013_07,perez,5,3,0.6,12.0,2.4,3,10.2,9.6,6,16,61.4,1
2013_07,button,5,4,0.8,23.0,4.6,4,9.2,9.6,5,17,62.0,1
2013_07,grosjean,5,3,0.6,25.0,5.0,3,11.4,9.4,3,22,48.0,2
2013_07,bottas,5,0,0.0,0.0,0.0,0,13.2,15.8,11,16,62.4,0
2013_07,ricciardo,5,2,0.4,7.0,1.4,2,13.8,11.2,7,18,57.8,2
2013_07,maldonado,5,0,0.0,0.0,0.0,0,15.6,16.0,11,20,53.4,2
2013_07,jules_bianchi,5,0,0.0,0.0,0.0,0,16.8,19.2,13,19,57.6,1
2013_07,pic,5,0,0.0,0.0,0.0,0,17.2,19.6,14,22,47.6,1
2013_07,chilton,5,0,0.0,0.0,0.0,0,17.2,20.8,14,20,61.4,0
2013_07,gutierrez,5,0,0.0,0.0,0.0,0,15.2,18.2,11,22,51.6,1
2013_07,hulkenberg,5,2,0.4,5.0,1.0,2,11.2,12.4,8,15,62.4,0
2013_07,garde,5,0,0.0,0.0,0.0,0,18.0,19.2,15,21,52.8,1
2013_08,rosberg,5,4,0.8,45.0,9.0,4,8.0,2.2,1,19,58.4,1
2013_08,webber,5,4,0.8,43.0,8.6,4,7.8,9.0,3,20,57.2,1
2013_08,alonso,5,5,1.0,78.0,15.6,5,3.8,4.6,1,8,65.4,0
2013_08,hamilton,5,4,0.8,52.0,10.4,4,5.4,3.2,3,12,65.2,0
2013_08,raikkonen,5,5,1.0,57.0,11.4,5,5.0,5.8,2,10,65.2,0
2013_08,massa,5,3,0.6,27.0,5.4,3,10.6,11.0,3,21,55.2,1
2013_08,sutil,5,2,0.4,11.0,2.2,2,12.4,9.6,5,21,54.8,1
2013_08,ricciardo,5,2,0.4,7.0,1.4,2,13.2,10.8,7,18,61.2,1
2013_08,resta,5,5,1.0,30.0,6.0,5,7.0,12.0,4,9,65.2,0
2013_08,hulkenberg,5,1,0.2,1.0,0.2,1,13.8,11.8,10,21,60.2,1
2013_08,maldonado,5,0,0.0,0.0,0.0,0,15.0,15.4,11,20,58.0,1
2013_08,bottas,5,0,0.0,0.0,0.0,0,13.8,12.8,12,16,65.0,0
2013_08,button,5,4,0.8,23.0,4.6,4,8.2,11.0,5,12,65.2,0
2013_08,gutierrez,5,0,0.0,0.0,0.0,0,16.8,18.4,11,22,53.2,2
2013_08,pic,5,0,0.0,0.0,0.0,0,18.0,19.2,16,22,50.0,1
2013_08,jules_bianchi,5,0,0.0,0.0,0.0,0,17.6,19.2,15,19,60.2,1
2013_08,chilton,5,0,0.0,0.0,0.0,0,17.8,20.6,14,20,64.0,0
2013_08,garde,5,0,0.0,0.0,0.0,0,19.4,19.0,15,22,50.4,2
2013_08,grosjean,5,2,0.4,17.0,3.4,2,12.8,11.6,3,22,50.6,2
2013_08,perez,5,2,0.4,10.0,2.0,2,10.6,10.2,6,16,64.0,1
2013_08,vettel,5,5,1.0,92.0,18.4,5,2.4,3.6,1,4,65.4,0
2013_08,vergne,5,2,0.4,12.0,2.4,2,13.6,12.0,6,22,54.2,2
2013_09,vettel,5,4,0.8,80.0,16.0,4,5.8,2.4,1,21,62.4,1
2013_09,raikkonen,5,5,1.0,49.0,9.8,5,5.6,7.0,2,10,64.4,0
2013_09,grosjean,5,1,0.2,15.0,3.0,1,14.8,11.8,3,22,49.6,3
2013_09,alonso,5,5,1.0,68.0,13.6,5,4.2,5.8,1,8,64.6,0
2013_09,hamilton,5,4,0.8,49.0,9.8,4,5.6,3.2,3,12,64.4,0
2013_09,button,5,3,0.6,13.0,2.6,3,9.8,11.4,6,13,64.4,0
2013_09,webber,5,5,1.0,61.0,12.2,5,4.2,5.4,2,7,64.6,0
2013_09,perez,5,2,0.4,10.0,2.0,2,12.4,10.4,6,20,62.0,2
2013_09,rosberg,5,5,1.0,70.0,14.0,5,4.4,1.8,1,9,64.6,0
2013_09,hulkenberg,5,1,0.2,1.0,0.2,1,13.8,12.6,10,21,59.4,1
2013_09,resta,5,5,1.0,28.0,5.6,5,7.2,14.0,4,9,64.4,0
2013_09,ricciardo,5,2,0.4,5.0,1.0,2,13.4,10.4,8,18,60.4,1
2013_09,sutil,5,3,0.6,17.0,3.4,3,9.6,8.2,5,13,64.2,0
2013_09,gutierrez,5,0,0.0,0.0,0.0,0,15.2,18.4,11,20,62.8,1
2013_09,maldonado,5,0,0.0,0.0,0.0,0,14.4,15.6,11,20,57.2,1
2013_09,bottas,5,0,0.0,0.0,0.0,0,13.6,12.8,12,16,64.2,0
2013_09,pic,5,0,0.0,0.0,0.0,0,17.8,18.8,15,22,49.4,1
2013_09,garde,5,0,0.0,0.0,0.0,0,19.4,19.2,15,22,49.8,2
2013_09,chilton,5,0,0.0,0.0,0.0,0,17.8,20.8,14,20,63.4,0
2013_09,vergne,5,2,0.4,12.0,2.4,2,15.6,11.4,6,22,50.0,3
2013_09,jules_bianchi,5,0,0.0,0.0,0.0,0,17.8,19.4,16,19,59.6,1
2013_09,massa,5,3,0.6,27.0,5.4,3,10.6,12.2,3,21,54.4,1
2013_10,hamilton,5,4,0.8,49.0,9.8,4,5.6,1.6,3,12,65.0,0
2013_10,raikkonen,5,5,1.0,49.0,9.8,5,5.6,6.2,2,10,65.0,0
2013_10,vettel,5,4,0.8,80.0,16.0,4,5.8,2.4,1,21,63.0,1
2013_10,webber,5,5,1.0,61.0,12.2,5,4.2,4.6,2,7,65.2,0
2013_10,alonso,5,5,1.0,76.0,15.2,5,3.4,6.8,1,7,65.2,0
2013_10,grosjean,5,1,0.2,15.0,3.0,1,14.8,10.6,3,22,50.2,3
2013_10,button,5,3,0.6,20.0,4.0,3,9.0,11.2,6,13,65.0,0
2013_10,massa,5,3,0.6,27.0,5.4,3,12.0,12.8,3,22,43.6,2
2013_10,perez,5,2,0.4,6.0,1.2,2,12.8,10.6,8,20,62.6,2
2013_10,maldonado,5,0,0.0,0.0,0.0,0,15.2,15.8,11,20,57.8,1
2013_10,hulkenberg,5,2,0.4,2.0,0.4,2,13.4,11.8,10,21,60.0,1
2013_10,vergne,5,2,0.4,12.0,2.4,2,15.2,11.4,6,22,51.2,3
2013_10,ricciardo,5,2,0.4,5.0,1.0,2,12.6,9.0,8,18,61.2,1
2013_10,garde,5,0,0.0,0.0,0.0,0,18.8,19.2,15,22,50.6,2
2013_10,pic,5,0,0.0,0.0,0.0,0,17.8,19.6,15,22,50.0,1
2013_10,jules_bianchi,5,0,0.0,0.0,0.0,0,18.2,19.4,16,21,52.6,2
2013_10,chilton,5,0,0.0,0.0,0.0,0,17.6,20.8,14,19,64.0,0
2013_10,resta,5,4,0.8,16.0,3.2,4,8.6,15.4,7,11,65.0,0
2013_10,rosberg,5,5,1.0,70.0,14.0,5,4.4,3.8,1,9,65.2,0
2013_10,bottas,5,0,0.0,0.0,0.0,0,14.0,13.2,12,16,64.6,0
2013_10,gutierrez,5,0,0.0,0.0,0.0,0,14.4,16.8,11,20,63.6,1
2013_10,sutil,5,3,0.6,17.0,3.4,3,9.6,10.0,5,13,64.8,0
2013_11,vettel,5,4,0.8,83.0,16.6,4,5.6,2.2,1,21,63.8,1
2013_11,alonso,5,5,1.0,61.0,12.2,5,4.2,6.8,2,7,66.0,0
2013_11,hamilton,5,5,1.0,74.0,14.8,5,3.4,1.4,1,5,66.0,0
2013_11,rosberg,5,4,0.8,62.0,12.4,4,7.0,4.4,1,19,64.8,1
2013_11,webber,5,5,1.0,63.0,12.6,5,4.0,5.2,2,7,66.0,0
2013_11,button,5,3,0.6,22.0,4.4,3,8.8,11.0,6,13,65.8,0
2013_11,massa,5,3,0.6,16.0,3.2,3,13.0,12.4,6,22,44.4,2
2013_11,grosjean,5,2,0.4,23.0,4.6,2,11.6,10.0,3,19,62.6,2
2013_11,sutil,5,3,0.6,17.0,3.4,3,11.4,9.6,5,22,55.6,1
2013_11,ricciardo,5,1,0.2,4.0,0.8,1,13.2,8.4,8,18,62.0,1
2013_11,perez,5,2,0.4,6.0,1.2,2,12.8,10.8,8,20,63.2,2
2013_11,vergne,5,2,0.4,12.0,2.4,2,13.6,11.8,6,22,54.6,2
2013_11,hulkenberg,5,2,0.4,2.0,0.4,2,12.6,11.2,10,21,60.8,1
2013_11,gutierrez,5,0,0.0,0.0,0.0,0,16.4,16.4,13,21,56.2,2
2013_11,bottas,5,0,0.0,0.0,0.0,0,14.8,13.2,12,20,60.0,1
2013_11,garde,5,0,0.0,0.0,0.0,0,17.4,19.6,14,22,60.0,1
2013_11,maldonado,5,1,0.2,1.0,0.2,1,14.4,15.4,10,20,58.6,1
2013_11,jules_bianchi,5,0,0.0,0.0,0.0,0,17.8,19.6,16,21,53.2,2
2013_11,chilton,5,0,0.0,0.0,0.0,0,17.2,21.0,14,19,64.6,0
2013_11,resta,5,3,0.6,10.0,2.0,3,10.8,17.0,7,18,65.0,1
2013_11,raikkonen,5,5,1.0,49.0,9.8,5,5.6,6.6,2,10,65.8,0
2013_11,pic,5,0,0.0,0.0,0.0,0,17.4,19.0,15,22,50.6,1
2013_12,vettel,5,4,0.8,90.0,18.0,4,5.4,2.0,1,21,57.0,1
2013_12,alonso,5,5,1.0,73.0,14.6,5,3.2,7.4,2,5,59.2,0
2013_12,webber,5,5,1.0,58.0,11.6,5,4.4,5.0,2,7,59.2,0
2013_12,massa,5,4,0.8,22.0,4.4,4,10.2,10.2,6,22,47.6,1
2013_12,hulkenberg,5,2,0.4,2.0,0.4,2,13.0,11.2,10,21,54.0,1
2013_12,rosberg,5,4,0.8,49.0,9.8,4,7.6,5.0,1,19,58.0,1
2013_12,ricciardo,5,2,0.4,5.0,1.0,2,11.6,9.8,8,15,58.6,0
