race_id,driver_id,races_with_pit_data_previous_3,avg_pit_stop_time_previous_3_races,best_pit_stop_time_previous_3_races,worst_pit_stop_time_previous_3_races,total_pit_stops_previous_3_races,avg_total_pit_time_previous_3_races,avg_pit_stop_rank_previous_3_races
2015_05,rosberg,3,25.1845,22.483,33.689,7,59.54666666666666,8.666666666666666
2015_05,hamilton,3,24.185166666666664,22.235,26.094,7,56.689,4.333333333333333
2015_05,vettel,3,24.87877777777778,22.444,33.921,7,58.96633333333333,7.333333333333333
2015_05,bottas,3,24.940111111111108,23.084,30.154,7,58.72333333333333,7.0
2015_05,raikkonen,3,24.28538888888889,22.453,27.285,7,57.091,3.6666666666666665
2015_05,massa,3,24.68327777777778,23.145,26.971,7,57.98766666666668,5.333333333333333
2015_05,ricciardo,3,24.667555555555555,22.635,26.714,7,57.96966666666666,7.333333333333333
2015_05,grosjean,3,24.504666666666665,23.421,26.014,7,57.343999999999994,6.333333333333333
2015_05,sainz,3,26.125,23.424,32.647,6,52.25,9.666666666666666
2015_05,kvyat,3,26.09375,24.692,30.463,5,65.753,8.5
2015_05,max_verstappen,3,27.894944444444445,23.258,39.338,7,64.672,13.0
2015_05,nasr,3,25.65822222222222,23.409,33.918,9,78.30066666666667,15.0
2015_05,perez,3,26.352055555555562,22.829,35.776,7,60.40533333333334,10.666666666666666
2015_05,ericsson,3,28.983583333333332,23.846,49.162,5,74.842,17.0
2015_05,hulkenberg,3,27.089,24.679,35.351,6,81.267,16.0
2015_05,button,3,25.87791666666667,23.273,33.027,5,65.8315,13.0
2015_05,stevens,3,25.192,24.054,26.479,4,50.384,12.5
2015_05,merhi,3,26.543944444444445,24.088,29.202,7,62.392999999999994,14.0
2015_05,maldonado,3,24.108444444444444,17.912,37.394,9,72.32533333333333,15.666666666666666
2015_05,alonso,3,24.545833333333334,23.238,25.37,5,40.684333333333335,4.666666666666667
2015_06,rosberg,3,23.393833333333333,21.87,25.418,6,46.78766666666667,5.666666666666667
2015_06,vettel,3,23.96377777777778,21.762,33.921,7,57.13633333333333,7.333333333333333
2015_06,hamilton,3,23.564055555555555,21.965,25.791,7,54.825666666666656,8.0
2015_06,kvyat,3,23.76325,22.273,25.421,4,47.5265,6.0
2015_06,ricciardo,3,23.920333333333332,22.44,25.723,6,47.840666666666664,8.0
2015_06,raikkonen,3,23.16716666666667,21.789,24.773,6,46.33433333333334,3.0
2015_06,perez,3,23.66038888888889,22.426,25.573,7,55.022,11.333333333333334
2015_06,button,3,23.465916666666665,22.589,24.066,5,58.5955,14.0
2015_06,nasr,3,24.11922222222222,22.677,26.21,7,56.857,12.0
2015_06,sainz,3,25.249333333333336,22.178,32.647,6,50.49866666666667,11.333333333333334
2015_06,hulkenberg,3,24.008000000000003,22.534,26.652,6,72.024,15.5
2015_06,grosjean,3,25.597499999999997,23.309,33.256,6,51.19499999999999,8.666666666666666
2015_06,ericsson,3,27.346388888888885,22.872,49.162,7,65.94266666666667,15.333333333333334
2015_06,bottas,3,23.410666666666668,21.8,25.293,6,46.821333333333335,4.666666666666667
2015_06,massa,3,23.50938888888889,22.139,25.017,7,54.46600000000001,7.333333333333333
2015_06,merhi,3,25.227833333333333,23.07,27.573,7,58.44466666666667,15.666666666666666
2015_06,stevens,3,24.63088888888889,22.796,26.479,7,57.09799999999999,14.333333333333334
2015_06,max_verstappen,3,26.846666666666664,22.607,39.338,6,53.69333333333333,12.666666666666666
2015_06,alonso,3,24.047833333333333,23.238,25.37,5,40.18633333333333,4.666666666666667
2015_06,maldonado,3,22.003,17.912,32.459,9,66.009,16.666666666666668
2015_07,hamilton,3,24.363388888888892,21.965,25.791,7,56.42433333333333,11.666666666666666
2015_07,rosberg,3,24.104833333333335,21.87,25.418,5,39.946666666666665,5.0
2015_07,bottas,3,23.8085,21.8,25.293,6,47.617,5.666666666666667
2015_07,raikkonen,3,23.681,21.789,24.773,5,39.303,2.3333333333333335
2015_07,vettel,3,24.758777777777777,21.762,33.921,6,50.44266666666667,7.666666666666667
2015_07,massa,3,26.02116666666667,22.139,42.934,8,69.745,11.666666666666666
2015_07,maldonado,3,22.457666666666668,22.575,32.459,6,67.373,16.5
2015_07,hulkenberg,3,25.92716666666667,22.534,34.773,8,67.85966666666667,15.666666666666666
2015_07,kvyat,3,24.215166666666665,22.273,25.421,5,40.05733333333333,5.666666666666667
2015_07,grosjean,3,26.11883333333333,23.309,33.256,5,43.87866666666667,7.0
2015_07,perez,3,24.267833333333332,22.426,25.573,6,48.535666666666664,10.0
2015_07,sainz,3,25.814833333333336,22.178,32.647,5,43.19433333333333,9.333333333333334
2015_07,ricciardo,3,24.455833333333334,22.44,25.723,6,48.91166666666667,9.666666666666666
2015_07,ericsson,3,27.74611111111111,22.872,49.162,8,75.21433333333333,16.0
2015_07,max_verstappen,3,32.0205,22.607,52.821,6,64.041,14.333333333333334
2015_07,nasr,3,24.95438888888889,22.677,26.42,7,58.52733333333333,13.666666666666666
2015_07,stevens,3,26.13522222222222,22.796,28.606,6,50.571333333333335,12.333333333333334
2015_07,merhi,3,26.07483333333333,23.07,27.573,6,50.954,12.666666666666666
2015_07,button,3,24.094416666666667,22.589,25.062,5,59.8525,15.0
2015_07,alonso,3,26.399,23.728,30.345,4,34.773666666666664,5.333333333333333
2015_08,rosberg,3,23.423666666666666,21.87,24.789,4,30.810666666666666,2.3333333333333335
2015_08,hamilton,3,23.879555555555555,21.965,25.495,6,47.553999999999995,11.666666666666666
2015_08,massa,3,25.673333333333336,22.139,42.934,7,61.07866666666667,13.666666666666666
2015_08,vettel,3,24.081,21.762,27.241,5,39.87833333333333,8.333333333333334
2015_08,bottas,3,24.00283333333333,21.8,25.541,5,39.492,9.333333333333334
2015_08,hulkenberg,3,25.283944444444447,22.534,34.773,6,50.25866666666667,11.333333333333334
2015_08,maldonado,3,25.165,22.575,32.459,4,51.835,12.5
2015_08,max_verstappen,3,32.961666666666666,22.607,52.821,5,53.88833333333333,15.0
2015_08,perez,3,23.608666666666668,22.426,25.119,5,39.39966666666667,7.333333333333333
2015_08,ricciardo,3,24.010499999999997,22.44,24.884,5,40.022,10.0
2015_08,nasr,3,24.600833333333338,22.677,26.42,5,40.93666666666667,12.333333333333334
2015_08,kvyat,3,23.756666666666664,22.273,25.119,4,31.246666666666666,6.0
2015_08,ericsson,3,24.545888888888886,22.872,25.618,6,49.51433333333333,13.0
2015_08,merhi,3,26.169,23.07,27.554,5,42.147,13.666666666666666
2015_08,grosjean,3,25.88383333333333,23.309,33.256,4,35.31133333333333,9.666666666666666
2015_08,sainz,3,24.033833333333334,22.178,25.306,4,31.540000000000003,8.333333333333334
2015_08,button,3,23.301444444444446,18.057,25.374,7,54.37866666666667,16.0
2015_08,stevens,3,27.640555555555554,22.796,30.807,5,43.312999999999995,14.0
2015_08,raikkonen,3,23.495666666666665,21.789,24.578,5,38.93233333333333,8.333333333333334
2015_08,alonso,3,25.875333333333334,23.553,30.345,3,25.875333333333334,4.666666666666667
2015_09,hamilton,3,23.471666666666664,21.869,25.495,4,31.751,7.666666666666667
2015_09,rosberg,3,23.292666666666666,21.768,24.789,3,23.292666666666666,1.6666666666666667
2015_09,vettel,3,27.442000000000004,23.945,31.882,4,35.973000000000006,12.333333333333334
2015_09,massa,3,25.708444444444442,22.447,42.934,5,46.21933333333333,11.333333333333334
2015_09,bottas,3,24.281499999999998,22.777,25.541,4,32.457,11.0
2015_09,kvyat,3,24.72383333333333,22.111,28.632,4,33.181000000000004,8.666666666666666
2015_09,hulkenberg,3,24.985833333333336,21.685,34.773,4,34.90766666666667,6.666666666666667
2015_09,raikkonen,3,24.1405,23.63,24.578,3,36.192499999999995,10.0
2015_09,perez,3,25.02266666666667,23.453,26.689,4,33.33133333333333,9.0
2015_09,alonso,3,26.948999999999998,23.553,30.345,2,26.948999999999998,6.5
2015_09,ericsson,3,24.176555555555556,16.211,30.232,7,56.43033333333333,14.666666666666666
2015_09,merhi,3,26.15533333333333,23.926,27.554,3,26.15533333333333,10.666666666666666
2015_09,stevens,3,29.7065,28.606,30.807,2,29.7065,12.0
2015_09,sainz,3,25.740333333333336,24.277,27.638,3,25.740333333333336,9.666666666666666
2015_09,ricciardo,3,25.35983333333333,23.997,27.71,4,33.484,10.666666666666666
2015_09,max_verstappen,3,32.45583333333334,21.984,52.821,4,45.54866666666667,13.333333333333334
2015_09,grosjean,3,23.794999999999998,22.016,25.077,3,23.794999999999998,7.333333333333333
2015_09,maldonado,3,22.753500000000003,21.847,23.66,2,22.753500000000003,4.0
2015_09,button,3,24.330833333333334,18.057,28.727,6,48.66166666666667,15.666666666666666
2015_09,nasr,3,24.558000000000003,22.803,26.42,4,33.25,12.333333333333334
2015_10,vettel,3,28.92866666666667,23.945,31.882,5,47.23,12.333333333333334
2015_10,kvyat,3,26.738500000000002,22.111,33.979,5,45.583333333333336,10.0
2015_10,ricciardo,3,29.186333333333334,23.997,43.24,4,41.137,11.333333333333334
2015_10,max_verstappen,3,29.0445,21.984,36.105,2,29.0445,11.0
2015_10,alonso,3,21.9925,23.553,32.593,4,42.4245,5.5
2015_10,hamilton,3,24.758333333333336,21.869,28.979,4,34.324333333333335,4.333333333333333
2015_10,grosjean,3,23.154,22.016,24.292,2,23.154,9.0
2015_10,rosberg,3,24.827333333333332,21.768,30.393,4,34.625,2.3333333333333335
2015_10,button,3,24.0655,18.057,28.727,4,48.131,17.0
2015_10,ericsson,3,25.745166666666666,16.211,30.867,8,71.177,14.0
2015_10,nasr,3,23.799,22.803,24.795,2,23.799,11.0
2015_10,massa,3,25.6725,22.447,31.948,4,35.891999999999996,7.666666666666667
2015_10,bottas,3,26.225666666666665,22.777,31.937,4,36.345333333333336,9.0
2015_10,maldonado,3,22.753500000000003,21.847,23.66,2,22.753500000000003,4.0
2015_10,merhi,3,27.86366666666667,23.926,34.672,4,38.75666666666667,12.0
2015_10,stevens,3,38.60975,30.807,48.861,3,61.815999999999995,15.0
2015_10,sainz,3,27.102666666666668,24.277,29.393,3,27.102666666666668,8.0
2015_10,raikkonen,3,26.97683333333333,23.63,30.397,5,68.8785,16.0
2015_10,perez,3,26.857,23.453,31.998,4,37.0,6.333333333333333
2015_10,hulkenberg,3,25.472166666666666,21.685,33.891,4,35.88033333333333,4.666666666666667
2015_11,hamilton,3,23.94938888888889,16.579,28.979,9,68.984,8.333333333333334
2015_11,rosberg,3,23.90506666666667,16.623,30.393,8,61.10833333333333,4.666666666666667
2015_11,grosjean,3,21.9742,17.064,28.707,6,65.839,10.5
2015_11,kvyat,3,25.485566666666667,16.453,33.979,9,70.89333333333333,9.666666666666666
2015_11,perez,3,26.78533333333333,16.958,32.181,8,67.91233333333334,11.333333333333334
2015_11,massa,3,24.70143333333333,16.818,31.948,8,62.91933333333333,9.0
2015_11,raikkonen,3,28.735233333333333,16.734,59.555,8,113.8265,16.5
2015_11,max_verstappen,3,21.183,16.415,23.431,6,61.947,6.0
2015_11,bottas,3,24.969066666666667,16.427,31.937,8,64.117,8.666666666666666
2015_11,ericsson,3,24.628833333333333,16.211,30.867,12,97.794,14.0
2015_11,nasr,3,21.8229,17.235,23.097,6,63.5085,10.0
2015_11,vettel,3,26.871666666666666,16.639,31.882,7,56.064,6.666666666666667
2015_11,alonso,3,20.2864,16.796,32.593,8,81.0,6.5
2015_11,button,3,22.846625000000003,16.488,28.727,6,64.971,9.0
2015_11,merhi,3,26.1322,18.085,34.672,8,66.08066666666667,11.666666666666666
2015_11,stevens,3,33.60115,17.116,48.861,7,98.387,11.5
2015_11,sainz,3,25.799666666666667,16.66,29.393,6,46.16766666666667,5.666666666666667
2015_11,ricciardo,3,28.647133333333333,18.27,43.24,8,70.437,13.666666666666666
2015_11,maldonado,3,20.727,16.444,24.972,7,69.7445,10.5
2015_11,hulkenberg,3,25.10233333333333,21.685,33.891,5,42.976333333333336,4.0
2015_12,hamilton,3,24.21938888888889,16.579,28.979,10,76.81366666666666,8.0
2015_12,vettel,3,23.804666666666666,16.639,29.676,7,52.99700000000001,2.6666666666666665
2015_12,massa,3,25.041933333333333,16.818,31.948,9,71.08266666666667,10.0
2015_12,bottas,3,24.504622222222224,16.427,31.937,10,77.90833333333335,11.0
2015_12,raikkonen,3,26.77698888888889,16.734,59.555,10,91.12466666666667,12.666666666666666
2015_12,perez,3,25.63566666666667,16.958,32.181,9,74.50933333333334,10.0
2015_12,hulkenberg,3,26.811,22.222,33.891,4,53.622,5.5
2015_12,ricciardo,3,26.956133333333337,18.27,43.24,8,68.746,9.666666666666666
2015_12,ericsson,3,24.951999999999998,17.472,30.867,11,90.78566666666667,12.666666666666666
2015_12,kvyat,3,24.588233333333335,16.453,33.979,9,69.09866666666666,6.0
2015_12,sainz,3,24.433666666666667,16.66,29.393,7,52.64833333333333,5.333333333333333
2015_12,max_verstappen,3,21.948833333333333,16.415,24.564,8,86.2285,11.5
2015_12,nasr,3,22.10315,17.235,23.439,7,75.4705,9.5
2015_12,button,3,21.638041666666666,16.488,24.151,7,74.553,9.5
2015_12,stevens,3,30.44676666666666,17.116,48.861,9,81.68333333333334,12.333333333333334
2015_12,merhi,3,25.9777,18.085,34.672,9,73.747,11.333333333333334
2015_12,rosberg,3,24.27606666666667,16.623,30.393,9,69.10633333333334,6.0
2015_12,alonso,3,21.553933333333333,16.796,32.593,11,78.089,10.333333333333334
2015_12,grosjean,3,22.7687,17.064,28.707,7,78.436,13.5
2015_12,maldonado,3,19.607,16.444,24.972,6,117.642,18.0
2015_13,vettel,3,22.147666666666666,16.639,24.34,6,41.56966666666666,3.6666666666666665
2015_13,ricciardo,3,23.091799999999996,18.27,31.037,7,52.931000000000004,6.333333333333333
2015_13,raikkonen,3,24.974433333333334,16.734,59.555,8,69.42233333333333,11.0
2015_13,rosberg,3,22.697400000000002,16.623,24.657,8,57.73000000000001,7.666666666666667
2015_13,bottas,3,22.896955555555554,16.427,30.031,9,66.181,13.333333333333334
2015_13,kvyat,3,22.1619,16.453,23.884,8,56.28466666666666,3.3333333333333335
2015_13,perez,3,23.586333333333332,16.958,32.181,8,62.31700000000001,9.0
2015_13,max_verstappen,3,22.307444444444442,16.415,25.318,11,80.51033333333334,13.666666666666666
2015_13,sainz,3,23.81833333333333,16.66,30.358,8,61.21533333333334,10.666666666666666
2015_13,nasr,3,23.2426,17.235,25.761,9,67.328,11.666666666666666
2015_13,ericsson,3,23.191833333333335,17.472,24.842,8,58.903,11.0
2015_13,maldonado,3,19.607,16.444,24.972,6,117.642,18.0
2015_13,grosjean,3,22.7687,17.064,28.707,7,78.436,13.5
2015_13,rossi,0,0.0,0.0,0.0,0,0.0,0.0
2015_13,stevens,3,24.76993333333333,17.116,29.382,8,60.535666666666664,12.333333333333334
2015_13,button,3,22.528694444444444,16.488,24.31,8,57.80533333333333,8.0
2015_13,alonso,3,22.027266666666662,16.796,26.103,10,72.22500000000001,13.0
2015_13,hamilton,3,22.776055555555555,16.579,27.715,9,65.80433333333333,9.666666666666666
2015_13,massa,3,23.224766666666664,16.818,27.936,8,59.04599999999999,11.0
2015_13,hulkenberg,3,23.34175,22.222,24.286,3,34.5405,2.5
2015_14,hamilton,3,25.32133333333333,22.403,28.917,4,32.881,3.6666666666666665
2015_14,rosberg,3,25.92083333333333,22.765,30.562,5,43.62266666666667,7.666666666666667
2015_14,vettel,3,25.4145,22.681,29.273,4,35.15533333333334,4.0
2015_14,raikkonen,3,25.8875,22.578,30.689,5,43.62766666666667,7.666666666666667
2015_14,bottas,3,25.389722222222222,17.343,29.26,6,49.39533333333333,10.666666666666666
2015_14,hulkenberg,3,27.576999999999998,24.286,30.868,2,27.576999999999998,3.0
2015_14,grosjean,3,26.918999999999997,23.493,30.64,4,53.837999999999994,10.5
2015_14,maldonado,3,29.66033333333333,29.223,29.996,3,88.981,19.0
2015_14,max_verstappen,3,25.855277777777776,18.818,31.207,8,67.22399999999999,15.333333333333334
2015_14,sainz,3,27.539777777777783,23.348,34.97,7,65.59033333333333,16.0
2015_14,alonso,3,26.726,19.374,34.237,6,50.06933333333333,12.0
2015_14,perez,3,25.741666666666664,22.918,29.732,5,43.38966666666666,5.333333333333333
2015_14,kvyat,3,25.86833333333333,22.563,32.924,5,43.77533333333333,6.0
2015_14,ericsson,3,26.130055555555554,23.684,29.857,6,53.851,13.666666666666666
2015_14,ricciardo,3,25.753,22.637,31.307,4,35.874,4.666666666666667
2015_14,button,3,23.650333333333336,23.761,37.822,7,54.74433333333334,12.333333333333334
2015_14,massa,3,25.747611111111112,23.282,31.38,6,52.61533333333333,12.666666666666666
2015_14,rossi,1,31.608,31.18,32.036,2,63.216,14.0
2015_14,stevens,3,29.214166666666667,23.826,37.847,5,48.63433333333334,14.666666666666666
2015_14,nasr,3,26.227666666666668,23.288,29.917,6,52.455333333333336,10.333333333333334
2015_15,hamilton,3,25.414166666666663,22.75,28.917,4,33.06666666666666,3.0
2015_15,vettel,3,25.554833333333335,23.074,29.273,5,42.99633333333333,4.0
2015_15,perez,3,26.174000000000003,24.267,29.732,6,52.43333333333334,8.666666666666666
2015_15,massa,3,27.432666666666666,24.415,34.166,7,65.49333333333333,16.0
2015_15,kvyat,3,26.072944444444445,23.183,32.924,6,51.94899999999999,10.0
2015_15,nasr,3,26.58633333333334,24.116,29.917,6,53.17266666666668,11.333333333333334
2015_15,maldonado,3,26.852916666666665,23.249,29.996,5,68.536,14.0
2015_15,raikkonen,3,25.983666666666664,22.584,30.689,5,43.82,7.0
2015_15,button,3,23.50822222222222,23.343,37.822,6,46.46066666666667,9.0
2015_15,max_verstappen,3,26.645055555555558,18.818,31.207,7,60.964999999999996,14.666666666666666
2015_15,alonso,3,26.597499999999997,19.374,34.237,5,41.782666666666664,8.666666666666666
2015_15,bottas,3,26.116833333333332,23.542,29.26,5,43.721666666666664,7.666666666666667
2015_15,merhi,3,23.896366666666665,18.085,26.435,8,60.77266666666666,12.0
2015_15,stevens,3,30.643944444444447,23.647,37.847,6,60.96966666666666,16.333333333333332
2015_15,ricciardo,3,26.426,23.225,31.307,5,44.76566666666667,8.333333333333334
2015_15,sainz,3,30.200777777777777,23.701,39.345,7,70.91233333333334,17.333333333333332
2015_15,grosjean,3,27.203249999999997,23.793,30.64,4,54.406499999999994,9.5
2015_15,rosberg,3,26.013666666666666,23.078,30.562,5,43.80833333333334,7.0
2015_15,hulkenberg,3,27.607,23.491,35.76,5,46.05166666666667,8.0
2015_15,ericsson,3,25.962055555555555,23.418,29.857,6,53.51499999999999,11.0
2015_16,hamilton,3,27.3635,22.75,30.216,4,35.016,3.0
2015_16,rosberg,3,26.692,23.078,30.562,4,53.384,6.0
2015_16,vettel,3,27.230500000000003,23.074,29.367,5,44.672,2.3333333333333335
2015_16,max_verstappen,3,30.23266666666667,23.977,37.334,6,60.46533333333334,14.333333333333334
2015_16,perez,3,28.262,24.267,30.545,6,54.52133333333334,11.666666666666666
2015_16,button,3,25.311222222222224,23.343,37.822,6,48.263666666666666,8.666666666666666
2015_16,sainz,3,31.114444444444445,23.701,39.345,6,62.64366666666667,14.333333333333334
2015_16,maldonado,3,27.885944444444444,23.249,29.996,6,55.67466666666667,11.333333333333334
2015_16,nasr,3,28.199833333333334,24.116,30.362,5,46.279,9.333333333333334
2015_16,ricciardo,3,28.250333333333334,23.225,31.307,5,46.589999999999996,9.333333333333334
2015_16,alonso,3,29.159833333333335,23.64,34.237,4,37.061,4.666666666666667
2015_16,rossi,2,28.3625,25.088,32.036,4,56.725,13.5
2015_16,kvyat,3,28.250944444444446,23.183,32.924,6,54.127,13.333333333333334
2015_16,hulkenberg,3,29.2675,23.491,35.76,4,56.9345,10.0
2015_16,ericsson,3,26.52208333333333,23.418,29.857,5,67.85149999999999,11.5
2015_16,raikkonen,3,27.631666666666664,22.584,30.689,5,45.467999999999996,5.0
2015_16,massa,3,29.27733333333333,24.415,34.166,7,67.33800000000001,16.666666666666668
2015_16,grosjean,3,36.28383333333333,23.793,54.445,5,54.41933333333333,11.333333333333334
2015_16,bottas,3,27.710166666666666,23.542,30.316,5,45.315,6.666666666666667
2015_16,stevens,3,31.320111111111114,23.647,37.847,7,72.116,17.0
2015_17,rosberg,3,24.050250000000002,23.078,25.242,4,48.100500000000004,4.0
2015_17,hamilton,3,25.79816666666667,22.75,30.216,5,41.52433333333334,3.3333333333333335
2015_17,bottas,3,29.105666666666668,23.542,40.488,5,48.105999999999995,8.666666666666666
2015_17,kvyat,3,26.210944444444447,23.183,30.418,6,50.047000000000004,10.0
2015_17,ricciardo,3,26.656666666666666,23.225,29.732,6,51.93000000000001,10.0
2015_17,massa,3,27.970222222222223,24.646,34.166,5,46.986,11.333333333333334
2015_17,hulkenberg,3,27.509500000000003,23.491,35.76,5,68.8525,12.5
2015_17,perez,3,26.892000000000007,24.267,30.545,6,51.78133333333333,11.666666666666666
2015_17,max_verstappen,3,28.296000000000003,23.977,37.334,6,56.592000000000006,12.0
2015_17,grosjean,3,35.431333333333335,23.793,54.445,5,52.714333333333336,11.0
2015_17,maldonado,3,26.704833333333337,23.249,29.952,6,52.13133333333334,10.0
2015_17,ericsson,3,26.879749999999998,23.418,30.932,4,53.759499999999996,7.5
2015_17,sainz,3,31.346,23.701,44.582,6,63.33833333333333,13.666666666666666
2015_17,button,3,26.301111111111112,23.343,29.719,6,51.23333333333333,8.333333333333334
2015_17,rossi,3,28.91722222222222,25.088,37.748,7,67.84333333333333,14.666666666666666
2015_17,stevens,3,29.918916666666668,23.647,35.76,5,74.0515,17.5
2015_17,nasr,3,27.820700000000002,24.116,35.546,8,74.18133333333333,13.333333333333334
2015_17,vettel,3,25.795555555555556,23.074,29.367,6,50.108000000000004,5.0
2015_17,raikkonen,3,27.391833333333334,22.584,34.548,5,44.98833333333334,4.666666666666667
2015_17,alonso,3,26.861166666666666,23.64,31.987,6,52.989666666666665,9.0
2015_18,rosberg,3,23.644000000000002,22.303,25.242,4,47.288000000000004,3.5
2015_18,hamilton,3,25.584333333333333,22.304,30.216,5,41.096666666666664,3.6666666666666665
2015_18,vettel,3,26.465888888888887,22.156,29.367,6,51.44866666666667,8.666666666666666
2015_18,raikkonen,3,29.51325,24.733,34.548,3,44.3335,5.5
2015_18,bottas,3,28.93683333333333,22.957,40.488,5,47.76833333333334,9.666666666666666
2015_18,hulkenberg,3,25.529249999999998,23.277,27.36,4,51.058499999999995,9.0
2015_18,kvyat,3,25.959333333333333,22.518,30.418,5,41.779333333333334,6.333333333333333
2015_18,grosjean,3,35.01283333333333,22.735,54.445,5,51.87733333333333,10.0
2015_18,max_verstappen,3,27.263333333333332,22.589,37.334,6,54.526666666666664,9.333333333333334
2015_18,maldonado,3,27.120333333333335,23.937,29.952,6,52.96233333333333,11.666666666666666
2015_18,ricciardo,3,25.923000000000002,22.422,29.732,6,50.46266666666667,7.333333333333333
2015_18,perez,3,26.562,23.547,30.545,4,35.093333333333334,6.333333333333333
2015_18,nasr,3,27.48042222222222,23.026,35.546,9,81.307,15.666666666666666
2015_18,button,3,26.172777777777778,23.018,29.719,6,50.97666666666667,9.333333333333334
2015_18,alonso,3,28.439999999999998,24.631,31.987,4,55.781,9.5
2015_18,ericsson,3,26.783166666666666,22.956,30.932,5,65.1845,13.0
2015_18,stevens,3,28.033,24.224,32.4,4,56.066,14.0
2015_18,rossi,3,27.682722222222225,25.088,37.748,7,65.37433333333333,15.0
2015_18,sainz,3,28.613,23.068,44.582,7,65.647,14.333333333333334
2015_18,massa,3,26.118166666666667,22.849,30.741,4,33.774,7.333333333333333
2015_19,rosberg,3,23.69666666666667,22.303,25.242,7,55.32733333333334,7.333333333333333
2015_19,hamilton,3,23.33588888888889,22.304,24.354,7,54.49533333333333,4.666666666666667
2015_19,raikkonen,3,26.9705,23.293,34.548,4,53.941,6.0
2015_19,vettel,3,24.58088888888889,22.156,28.07,8,65.37166666666667,12.333333333333334
2015_19,perez,3,24.29088888888889,23.547,26.458,6,48.64333333333334,6.666666666666667
2015_19,ricciardo,3,24.089111111111112,22.422,27.802,8,64.78233333333334,11.666666666666666
2015_19,hulkenberg,3,25.054166666666664,23.277,27.36,6,50.10833333333333,6.666666666666667
2015_19,massa,3,23.783944444444444,22.849,24.646,6,47.26533333333333,7.666666666666667
2015_19,grosjean,3,24.888944444444444,22.735,27.73,7,57.80233333333333,10.333333333333334
2015_19,kvyat,3,23.784166666666664,22.518,25.205,6,47.56833333333333,3.0
2015_19,sainz,3,27.7755,23.068,44.582,6,83.32650000000001,17.5
2015_19,button,3,24.145222222222227,23.018,27.286,8,64.70666666666666,11.666666666666666
2015_19,bottas,3,26.939666666666668,22.957,40.488,6,53.879333333333335,8.0
2015_19,ericsson,3,26.627555555555556,22.956,30.932,8,69.77266666666667,15.0
2015_19,nasr,3,25.696422222222225,23.026,35.546,10,87.85966666666667,14.0
2015_19,max_verstappen,3,24.044944444444443,22.589,25.527,7,56.13399999999999,9.333333333333334
2015_19,alonso,3,25.338666666666665,22.981,31.987,6,76.01599999999999,12.5
2015_19,stevens,3,25.48825,24.224,27.095,4,50.9765,9.5
2015_19,merhi,3,28.323166666666665,23.282,35.072,4,36.144,12.0
2015_19,maldonado,3,26.16916666666667,23.937,30.082,7,61.044000000000004,12.333333333333334
2016_01,rosberg,3,22.58583333333333,21.58,25.039,7,53.10566666666667,7.0
2016_01,hamilton,3,22.38522222222222,21.346,24.328,7,52.594,4.666666666666667
2016_01,vettel,3,23.51216666666667,21.628,28.07,7,54.928333333333335,9.666666666666666
2016_01,ricciardo,3,22.906277777777778,21.949,24.775,7,53.88933333333333,9.666666666666666
2016_01,massa,3,23.162111111111113,22.71,23.927,7,54.237,11.0
2016_01,grosjean,3,23.069944444444445,22.203,24.475,7,54.16433333333333,10.666666666666666
2016_01,hulkenberg,3,23.30666666666667,22.045,24.199,6,46.61333333333334,7.0
2016_01,bottas,3,24.98311111111111,22.957,29.592,7,59.155,10.333333333333334
2016_01,sainz,3,23.5045,22.063,25.307,5,58.67100000000001,15.5
2016_01,max_verstappen,3,23.097666666666665,22.309,24.166,8,61.697333333333326,13.0
2016_01,jolyon_palmer,0,0.0,0.0,0.0,0,0.0,0.0
2016_01,kevin_magnussen,3,22.8245,21.623,24.19,5,57.54600000000001,8.5
2016_01,perez,3,23.09922222222222,21.922,23.854,6,46.25999999999999,6.666666666666667
2016_01,button,3,23.27977777777778,22.31,24.265,7,54.43833333333333,11.333333333333334
2016_01,nasr,3,24.287222222222223,22.086,28.407,8,64.52499999999999,13.333333333333334
2016_01,wehrlein,0,0.0,0.0,0.0,0,0.0,0.0
2016_01,ericsson,3,24.023888888888887,22.2,29.148,8,64.56533333333334,15.0
2016_01,raikkonen,3,24.094,22.162,25.613,4,48.188,9.0
2016_01,haryanto,0,0.0,0.0,0.0,0,0.0,0.0
2016_01,gutierrez,3,24.652666666666665,23.128,31.198,8,66.225,13.0
2016_01,alonso,3,24.885791666666666,16.128,44.99,7,87.875,14.0
2016_01,kvyat,3,22.72733333333333,21.634,24.155,6,45.45466666666666,3.6666666666666665
2016_02,rosberg,3,18.725333333333335,21.58,25.039,7,45.38466666666667,7.0
2016_02,raikkonen,3,19.814,22.162,25.613,6,39.628,8.666666666666666
2016_02,hamilton,3,18.603222222222225,21.346,24.328,7,45.03,6.0
2016_02,ricciardo,3,20.33527777777778,21.949,24.775,8,53.66133333333334,13.0
2016_02,grosjean,3,23.145916666666665,22.203,24.475,6,58.3285,8.666666666666666
2016_02,max_verstappen,3,21.209666666666667,22.309,29.066,9,63.629,17.666666666666668
2016_02,kvyat,3,22.821749999999998,21.634,24.155,4,45.643499999999996,3.0
2016_02,massa,3,19.097944444444444,22.71,23.927,7,46.10866666666667,9.666666666666666
2016_02,bottas,3,20.85961111111111,23.736,29.592,7,50.90800000000001,8.0
2016_02,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
