race_id,driver_id,qualifying_position,q1_seconds,q2_seconds,q3_seconds,best_qualifying_seconds,reached_q2,reached_q3,qualifying_gap_to_pole_seconds
2011_01,vettel,1,85.29599999999999,84.09,83.529,83.529,1,1,0.0
2011_01,hamilton,2,85.384,84.595,84.307,84.307,1,1,0.7780000000000058
2011_01,webber,3,85.9,84.658,84.395,84.395,1,1,0.8659999999999997
2011_01,button,4,85.886,84.957,84.779,84.779,1,1,1.25
2011_01,alonso,5,85.707,85.242,84.974,84.974,1,1,1.4450000000000074
2011_01,petrov,6,85.543,85.582,85.247,85.247,1,1,1.7180000000000035
2011_01,rosberg,7,85.856,85.606,85.42099999999999,85.42099999999999,1,1,1.891999999999996
2011_01,massa,8,86.031,85.611,85.599,85.599,1,1,2.0700000000000074
2011_01,kobayashi,9,85.717,85.405,85.626,85.405,1,1,1.8760000000000048
2011_01,buemi,10,86.232,85.882,87.066,85.882,1,1,2.3530000000000086
2011_01,michael_schumacher,11,85.962,85.971,,85.962,1,0,2.433000000000007
2011_01,alguersuari,12,86.62,86.10300000000001,,86.10300000000001,1,0,2.5740000000000123
2011_01,perez,13,85.812,86.108,,85.812,1,0,2.2830000000000013
2011_01,resta,14,87.22200000000001,86.739,,86.739,1,0,3.210000000000008
2011_01,maldonado,15,86.298,86.768,,86.298,1,0,2.7690000000000055
2011_01,sutil,16,86.245,91.407,,86.245,1,0,2.716000000000008
2011_01,barrichello,17,86.27,,,86.27,0,0,2.7409999999999997
2011_01,heidfeld,18,87.239,,,87.239,0,0,3.710000000000008
2011_01,kovalainen,19,89.254,,,89.254,0,0,5.7250000000000085
2011_01,trulli,20,89.342,,,89.342,0,0,5.813000000000002
2011_01,glock,21,89.858,,,89.858,0,0,6.329000000000008
2011_01,ambrosio,22,90.822,,,90.822,0,0,7.293000000000006
2011_01,liuzzi,23,92.97800000000001,,,92.97800000000001,0,0,9.449000000000012
2011_01,karthikeyan,24,94.293,,,94.293,0,0,10.76400000000001
2011_02,vettel,1,97.468,95.934,94.87,94.87,1,1,0.0
2011_02,hamilton,2,96.86099999999999,95.852,94.97399999999999,94.97399999999999,1,1,0.103999999999985
2011_02,webber,3,97.924,96.08,95.179,95.179,1,1,0.3089999999999975
2011_02,button,4,97.033,95.569,95.2,95.2,1,1,0.3299999999999983
2011_02,alonso,5,96.89699999999999,96.32,95.80199999999999,95.80199999999999,1,1,0.931999999999988
2011_02,heidfeld,6,97.22399999999999,96.811,96.124,96.124,1,1,1.2539999999999907
2011_02,massa,7,96.744,96.557,96.251,96.251,1,1,1.3810000000000002
2011_02,petrov,8,97.21000000000001,96.642,96.324,96.324,1,1,1.4539999999999935
2011_02,rosberg,9,97.316,96.388,96.809,96.388,1,1,1.5180000000000007
2011_02,kobayashi,10,96.994,96.691,96.82,96.691,1,1,1.820999999999998
2011_02,michael_schumacher,11,96.904,97.035,,96.904,1,0,2.033999999999992
2011_02,buemi,12,97.693,97.16,,97.16,1,0,2.289999999999992
2011_02,alguersuari,13,97.67699999999999,97.34700000000001,,97.34700000000001,1,0,2.477000000000004
2011_02,resta,14,98.045,97.37,,97.37,1,0,2.5
2011_02,barrichello,15,98.163,97.49600000000001,,97.49600000000001,1,0,2.6260000000000048
2011_02,perez,16,97.759,97.52799999999999,,97.52799999999999,1,0,2.657999999999987
2011_02,sutil,17,97.693,97.593,,97.593,1,0,2.722999999999999
2011_02,maldonado,18,98.27600000000001,,,98.27600000000001,0,0,3.406000000000006
2011_02,kovalainen,19,98.64500000000001,,,98.64500000000001,0,0,3.7750000000000057
2011_02,trulli,20,98.791,,,98.791,0,0,3.9209999999999923
2011_02,glock,21,100.648,,,100.648,0,0,5.777999999999992
2011_02,ambrosio,22,101.001,,,101.001,0,0,6.131
2011_02,liuzzi,23,101.549,,,101.549,0,0,6.679000000000002
2011_02,karthikeyan,24,102.574,,,102.574,0,0,7.7039999999999935
2011_03,vettel,1,95.674,94.77600000000001,93.706,93.706,1,1,0.0
2011_03,button,2,95.924,94.662,94.42099999999999,94.42099999999999,1,1,0.7149999999999892
2011_03,hamilton,3,96.09100000000001,94.48599999999999,94.463,94.463,1,1,0.7569999999999908
2011_03,rosberg,4,95.27199999999999,95.85,94.67,94.67,1,1,0.9639999999999986
2011_03,alonso,5,95.38900000000001,95.16499999999999,95.119,95.119,1,1,1.4129999999999967
2011_03,massa,6,95.47800000000001,95.437,95.14500000000001,95.14500000000001,1,1,1.4390000000000072
2011_03,alguersuari,7,96.13300000000001,95.563,96.158,95.563,1,1,1.8569999999999993
2011_03,resta,8,95.702,95.858,96.19,95.702,1,1,1.9959999999999951
2011_03,buemi,9,96.11,95.5,96.203,95.5,1,1,1.793999999999997
2011_03,petrov,10,95.37,95.149,,95.149,1,0,1.4429999999999978
2011_03,sutil,11,96.092,95.874,,95.874,1,0,2.167999999999992
2011_03,perez,12,96.04599999999999,96.053,,96.04599999999999,1,0,2.339999999999989
2011_03,kobayashi,13,96.14699999999999,96.23599999999999,,96.14699999999999,1,0,2.4409999999999883
2011_03,michael_schumacher,14,95.50800000000001,96.457,,95.50800000000001,1,0,1.8020000000000067
2011_03,barrichello,15,95.911,96.465,,95.911,1,0,2.2049999999999983
2011_03,heidfeld,16,95.91,96.61099999999999,,95.91,1,0,2.2039999999999935
2011_03,maldonado,17,96.12100000000001,96.956,,96.12100000000001,1,0,2.4150000000000063
2011_03,webber,18,96.468,,,96.468,0,0,2.7620000000000005
2011_03,kovalainen,19,97.894,,,97.894,0,0,4.188000000000002
2011_03,trulli,20,98.318,,,98.318,0,0,4.611999999999995
2011_03,ambrosio,21,99.119,,,99.119,0,0,5.412999999999997
2011_03,glock,22,99.708,,,99.708,0,0,6.001999999999995
2011_03,liuzzi,23,100.212,,,100.212,0,0,6.506
2011_03,karthikeyan,24,100.445,,,100.445,0,0,6.73899999999999
2011_04,vettel,1,87.039,85.61,85.049,85.049,1,1,0.0
2011_04,webber,2,87.09,86.075,85.45400000000001,85.45400000000001,1,1,0.40500000000000114
2011_04,rosberg,3,87.514,85.801,85.574,85.574,1,1,0.5249999999999915
2011_04,hamilton,4,87.09100000000001,86.066,85.595,85.595,1,1,0.5459999999999923
2011_04,alonso,5,87.349,86.152,85.851,85.851,1,1,0.8019999999999925
2011_04,button,6,87.374,86.485,85.982,85.982,1,1,0.9329999999999927
2011_04,petrov,7,87.475,86.654,86.29599999999999,86.29599999999999,1,1,1.2469999999999857
2011_04,michael_schumacher,8,87.697,86.121,86.646,86.121,1,1,1.0719999999999885
2011_04,heidfeld,9,87.901,86.74,86.65899999999999,86.65899999999999,1,1,1.6099999999999852
2011_04,massa,10,87.013,86.395,,86.395,1,0,1.3459999999999894
2011_04,barrichello,11,88.246,86.764,,86.764,1,0,1.7149999999999892
2011_04,sutil,12,87.392,87.027,,87.027,1,0,1.9779999999999944
2011_04,resta,13,87.625,87.145,,87.145,1,0,2.0959999999999894
2011_04,maldonado,14,87.396,87.236,,87.236,1,0,2.1869999999999976
2011_04,perez,15,87.77799999999999,87.244,,87.244,1,0,2.194999999999993
2011_04,buemi,16,87.62,87.255,,87.255,1,0,2.205999999999989
2011_04,alguersuari,17,88.055,87.572,,87.572,1,0,2.522999999999996
2011_04,kovalainen,18,88.78,,,88.78,0,0,3.7309999999999945
2011_04,trulli,19,89.673,,,89.673,0,0,4.623999999999995
2011_04,ambrosio,20,90.445,,,90.445,0,0,5.395999999999987
2011_04,liuzzi,21,90.69200000000001,,,90.69200000000001,0,0,5.643000000000001
2011_04,glock,22,90.813,,,90.813,0,0,5.763999999999996
2011_04,karthikeyan,23,91.564,,,91.564,0,0,6.514999999999986
2011_05,webber,1,83.619,81.773,80.981,80.981,1,1,0.0
2011_05,vettel,2,84.142,81.53999999999999,81.181,81.181,1,1,0.20000000000000284
2011_05,hamilton,3,84.37,82.148,81.961,81.961,1,1,0.980000000000004
2011_05,alonso,4,83.485,82.813,81.964,81.964,1,1,0.9830000000000041
2011_05,button,5,84.428,82.05,81.996,81.996,1,1,1.0150000000000006
2011_05,petrov,6,83.069,82.94800000000001,82.471,82.471,1,1,1.490000000000009
2011_05,rosberg,7,83.507,82.569,82.599,82.569,1,1,1.588000000000008
2011_05,massa,8,83.506,83.026,82.888,82.888,1,1,1.9070000000000107
2011_05,maldonado,9,83.406,82.854,82.952,82.854,1,1,1.8730000000000047
2011_05,michael_schumacher,10,82.96000000000001,82.67099999999999,,82.67099999999999,1,0,1.6899999999999977
2011_05,buemi,11,83.962,83.231,,83.231,1,0,2.25
2011_05,perez,12,84.209,83.367,,83.367,1,0,2.38600000000001
2011_05,alguersuari,13,84.049,83.694,,83.694,1,0,2.713000000000008
2011_05,kobayashi,14,83.656,83.702,,83.656,1,0,2.6750000000000114
2011_05,kovalainen,15,85.874,85.40299999999999,,85.40299999999999,1,0,4.421999999999997
2011_05,resta,16,84.332,86.126,,84.332,1,0,3.350999999999999
2011_05,sutil,17,84.648,86.571,,84.648,1,0,3.6670000000000016
2011_05,trulli,18,86.521,,,86.521,0,0,5.540000000000006
2011_05,barrichello,19,86.91,,,86.91,0,0,5.929000000000002
2011_05,glock,20,87.315,,,87.315,0,0,6.334000000000003
2011_05,liuzzi,21,87.809,,,87.809,0,0,6.828000000000003
2011_05,karthikeyan,22,87.908,,,87.908,0,0,6.927000000000007
2011_05,ambrosio,23,88.556,,,88.556,0,0,7.575000000000003
2011_06,vettel,1,75.606,74.277,73.556,73.556,1,1,0.0
2011_06,button,2,75.397,74.545,73.997,73.997,1,1,0.4410000000000025
2011_06,webber,3,76.087,74.742,74.019,74.019,1,1,0.46300000000000807
2011_06,alonso,4,76.051,74.569,74.483,74.483,1,1,0.9270000000000067
2011_06,michael_schumacher,5,76.092,74.981,74.682,74.682,1,1,1.1260000000000048
2011_06,massa,6,76.309,74.648,74.877,74.648,1,1,1.0919999999999987
2011_06,hamilton,7,75.207,74.275,75.28,74.275,1,1,0.7190000000000083
2011_06,rosberg,8,75.858,74.741,75.766,74.741,1,1,1.1850000000000023
2011_06,maldonado,9,75.819,75.545,76.52799999999999,75.545,1,1,1.9890000000000043
2011_06,perez,10,75.918,75.482,,75.482,1,0,1.926000000000002
2011_06,petrov,11,76.378,75.815,,75.815,1,0,2.2590000000000003
2011_06,barrichello,12,76.616,75.826,,75.826,1,0,2.269999999999996
2011_06,kobayashi,13,76.513,75.973,,75.973,1,0,2.4170000000000016
2011_06,resta,14,76.813,76.118,,76.118,1,0,2.5619999999999976
2011_06,sutil,15,76.6,76.121,,76.121,1,0,2.5649999999999977
2011_06,heidfeld,16,76.681,76.214,,76.214,1,0,2.6580000000000013
2011_06,buemi,17,76.358,76.3,,76.3,1,0,2.7439999999999998
2011_06,kovalainen,18,77.343,,,77.343,0,0,3.787000000000006
2011_06,trulli,19,77.381,,,77.381,0,0,3.825000000000003
2011_06,alguersuari,20,77.82,,,77.82,0,0,4.263999999999996
2011_06,glock,21,77.914,,,77.914,0,0,4.358000000000004
2011_06,ambrosio,22,78.736,,,78.736,0,0,5.180000000000007
2011_06,karthikeyan,23,,,,,0,0,
2011_06,liuzzi,24,,,,,0,0,
2011_07,vettel,1,74.011,73.486,73.014,73.014,1,1,0.0
2011_07,alonso,2,73.822,73.672,73.199,73.199,1,1,0.18500000000000227
2011_07,massa,3,74.026,73.431,73.217,73.217,1,1,0.20300000000000296
2011_07,webber,4,74.375,73.654,73.429,73.429,1,1,0.41500000000000625
2011_07,hamilton,5,74.114,73.926,73.565,73.565,1,1,0.5510000000000019
2011_07,rosberg,6,74.92,73.95,73.814,73.814,1,1,0.7999999999999972
2011_07,button,7,74.374,73.955,73.838,73.838,1,1,0.8239999999999981
2011_07,michael_schumacher,8,74.97,74.242,73.864,73.864,1,1,0.8500000000000085
2011_07,heidfeld,9,75.096,74.467,74.062,74.062,1,1,1.0480000000000018
2011_07,petrov,10,74.699,74.354,74.08500000000001,74.08500000000001,1,1,1.0710000000000122
2011_07,resta,11,74.874,74.752,,74.752,1,0,1.7379999999999995
2011_07,maldonado,12,75.58500000000001,75.043,,75.043,1,0,2.0290000000000106
2011_07,kobayashi,13,75.694,75.285,,75.285,1,0,2.271000000000001
2011_07,sutil,14,74.931,75.287,,74.931,1,0,1.9170000000000016
2011_07,buemi,15,75.901,75.334,,75.334,1,0,2.3200000000000074
2011_07,barrichello,16,75.331,75.361,,75.331,1,0,2.3170000000000073
2011_07,rosa,17,76.229,75.587,,75.587,1,0,2.5730000000000075
2011_07,alguersuari,18,76.294,,,76.294,0,0,3.280000000000001
2011_07,trulli,19,76.745,,,76.745,0,0,3.7310000000000088
2011_07,kovalainen,20,76.786,,,76.786,0,0,3.7720000000000056
2011_07,liuzzi,21,78.424,,,78.424,0,0,5.410000000000011
2011_07,glock,22,78.537,,,78.537,0,0,5.52300000000001
2011_07,karthikeyan,23,78.574,,,78.574,0,0,5.560000000000002
2011_07,ambrosio,24,79.414,,,79.414,0,0,6.400000000000006
2011_08,vettel,1,99.116,97.305,96.975,96.975,1,1,0.0
2011_08,webber,2,99.956,98.05799999999999,97.163,97.163,1,1,0.1880000000000024
2011_08,hamilton,3,99.244,97.727,97.38,97.38,1,1,0.40500000000000114
2011_08,alonso,4,99.725,97.93,97.45400000000001,97.45400000000001,1,1,0.4790000000000134
2011_08,massa,5,98.413,98.566,97.535,97.535,1,1,0.5600000000000023
2011_08,button,6,99.453,97.749,97.64500000000001,97.64500000000001,1,1,0.6700000000000159
2011_08,rosberg,7,99.26599999999999,98.37299999999999,98.231,98.231,1,1,1.2560000000000002
2011_08,michael_schumacher,8,99.19800000000001,98.36500000000001,98.24000000000001,98.24000000000001,1,1,1.2650000000000148
2011_08,heidfeld,9,99.87700000000001,98.781,,98.781,1,0,1.8060000000000116
2011_08,sutil,10,99.32900000000001,99.03399999999999,,99.03399999999999,1,0,2.0589999999999975
2011_08,petrov,11,99.69,99.068,,99.068,1,0,2.0930000000000035
2011_08,resta,12,99.852,99.422,,99.422,1,0,2.4470000000000027
2011_08,barrichello,13,99.602,99.489,,99.489,1,0,2.51400000000001
2011_08,kobayashi,14,100.131,99.525,,99.525,1,0,2.5500000000000114
2011_08,maldonado,15,99.69,99.64500000000001,,99.64500000000001,1,0,2.670000000000016
2011_08,perez,16,99.494,99.657,,99.494,1,0,2.5190000000000055
2011_08,buemi,17,99.679,99.711,,99.679,1,0,2.7040000000000077
2011_08,alguersuari,18,100.232,,,100.232,0,0,3.257000000000005
2011_08,kovalainen,19,101.664,,,101.664,0,0,4.689000000000007
2011_08,trulli,20,102.23400000000001,,,102.23400000000001,0,0,5.2590000000000146
2011_08,glock,21,102.553,,,102.553,0,0,5.578000000000003
2011_08,liuzzi,22,103.584,,,103.584,0,0,6.609000000000009
2011_08,ambrosio,23,103.735,,,103.735,0,0,6.760000000000005
2011_08,karthikeyan,24,104.363,,,104.363,0,0,7.388000000000005
2011_09,webber,1,92.67,91.673,90.399,90.399,1,1,0.0
2011_09,vettel,2,92.977,92.37899999999999,90.431,90.431,1,1,0.031999999999996476
2011_09,alonso,3,92.98599999999999,91.727,90.51599999999999,90.51599999999999,1,1,0.11699999999999022
2011_09,massa,4,92.75999999999999,91.64,91.124,91.124,1,1,0.7249999999999943
2011_09,button,5,94.22999999999999,92.273,91.898,91.898,1,1,1.4989999999999952
2011_09,resta,6,94.47200000000001,92.569,91.929,91.929,1,1,1.5300000000000011
2011_09,maldonado,7,92.702,92.588,91.93299999999999,91.93299999999999,1,1,1.5339999999999918
2011_09,kobayashi,8,94.324,92.399,92.128,92.128,1,1,1.7289999999999992
2011_09,rosberg,9,94.186,92.295,92.209,92.209,1,1,1.8100000000000023
2011_09,hamilton,10,93.581,92.505,92.376,92.376,1,1,1.9770000000000039
2011_09,sutil,11,94.45400000000001,92.61699999999999,,92.61699999999999,1,0,2.2179999999999893
2011_09,perez,12,94.14500000000001,92.624,,92.624,1,0,2.2249999999999943
2011_09,michael_schumacher,13,94.16,92.656,,92.656,1,0,2.257000000000005
2011_09,petrov,14,94.428,92.73400000000001,,92.73400000000001,1,0,2.335000000000008
2011_09,barrichello,15,93.532,93.119,,93.119,1,0,2.719999999999999
2011_09,heidfeld,16,95.132,93.805,,93.805,1,0,3.406000000000006
2011_09,kovalainen,17,94.923,94.821,,94.821,1,0,4.421999999999997
2011_09,alguersuari,18,95.245,,,95.245,0,0,4.846000000000004
2011_09,buemi,19,95.749,,,95.749,0,0,5.349999999999994
2011_09,glock,20,96.203,,,96.203,0,0,5.804000000000002
2011_09,trulli,21,96.456,,,96.456,0,0,6.057000000000002
2011_09,ambrosio,22,97.154,,,97.154,0,0,6.7549999999999955
2011_09,liuzzi,23,97.48400000000001,,,97.48400000000001,0,0,7.085000000000008
2011_09,ricciardo,24,98.059,,,98.059,0,0,7.659999999999997
2011_10,webber,1,93.096,91.311,90.07900000000001,90.07900000000001,1,1,0.0
2011_10,hamilton,2,92.934,90.998,90.134,90.134,1,1,0.05499999999999261
2011_10,vettel,3,92.973,91.017,90.21600000000001,90.21600000000001,1,1,0.13700000000000045
2011_10,alonso,4,92.916,91.15,90.44200000000001,90.44200000000001,1,1,0.36299999999999955
2011_10,massa,5,91.826,91.582,90.91,90.91,1,1,0.8309999999999889
2011_10,rosberg,6,92.785,91.343,91.263,91.263,1,1,1.1839999999999975
2011_10,button,7,93.22399999999999,91.532,91.288,91.288,1,1,1.208999999999989
2011_10,sutil,8,92.286,91.809,92.00999999999999,91.809,1,1,1.7299999999999898
2011_10,petrov,9,93.187,91.985,92.187,91.985,1,1,1.9059999999999917
2011_10,michael_schumacher,10,92.60300000000001,92.18,92.482,92.18,1,1,2.100999999999999
2011_10,heidfeld,11,92.505,92.215,,92.215,1,0,2.1359999999999957
2011_10,resta,12,92.65100000000001,92.56,,92.56,1,0,2.4809999999999945
2011_10,maldonado,13,93.003,92.63499999999999,,92.63499999999999,1,0,2.555999999999983
2011_10,barrichello,14,93.664,93.043,,93.043,1,0,2.9639999999999986
2011_10,perez,15,93.295,93.176,,93.176,1,0,3.096999999999994
2011_10,buemi,16,93.63499999999999,93.54599999999999,,93.54599999999999,1,0,3.4669999999999845
2011_10,alguersuari,17,93.658,93.69800000000001,,93.658,1,0,3.5789999999999935
2011_10,kobayashi,18,93.786,,,93.786,0,0,3.7069999999999936
2011_10,kovalainen,19,95.59899999999999,,,95.59899999999999,0,0,5.519999999999982
2011_10,glock,20,96.4,,,96.4,0,0,6.320999999999998
2011_10,chandhok,21,96.422,,,96.422,0,0,6.342999999999989
2011_10,ambrosio,22,96.64099999999999,,,96.64099999999999,0,0,6.561999999999983
2011_10,liuzzi,23,97.011,,,97.011,0,0,6.931999999999988
2011_10,ricciardo,24,97.036,,,97.036,0,0,6.956999999999994
2011_11,vettel,1,81.74,81.095,79.815,79.815,1,1,0.0
2011_11,hamilton,2,81.636,81.105,79.97800000000001,79.97800000000001,1,1,0.16300000000001091
2011_11,button,3,82.038,80.578,80.024,80.024,1,1,0.20900000000000318
2011_11,massa,4,82.13,81.099,80.35,80.35,1,1,0.5349999999999966
2011_11,alonso,5,81.578,80.262,80.365,80.262,1,1,0.44700000000000273
2011_11,webber,6,82.208,80.89,80.474,80.474,1,1,0.659000000000006
2011_11,rosberg,7,82.996,81.243,81.098,81.098,1,1,1.2830000000000013
2011_11,sutil,8,82.237,82.0,81.445,81.445,1,1,1.6299999999999955
2011_11,michael_schumacher,9,82.876,81.852,81.907,81.852,1,1,2.037000000000006
2011_11,perez,10,83.06700000000001,82.157,,82.157,1,0,2.3419999999999987
2011_11,resta,11,82.976,82.256,,82.256,1,0,2.4410000000000025
2011_11,petrov,12,83.07,82.28399999999999,,82.28399999999999,1,0,2.468999999999994
2011_11,kobayashi,13,83.27799999999999,82.435,,82.435,1,0,2.6200000000000045
2011_11,heidfeld,14,83.024,82.47,,82.47,1,0,2.655000000000001
2011_11,barrichello,15,83.075,82.684,,82.684,1,0,2.8689999999999998
2011_11,alguersuari,16,83.285,82.979,,82.979,1,0,3.1640000000000015
2011_11,maldonado,17,83.84700000000001,,,83.84700000000001,0,0,4.032000000000011
2011_11,buemi,18,84.07,,,84.07,0,0,4.2549999999999955
2011_11,kovalainen,19,84.362,,,84.362,0,0,4.546999999999997
2011_11,trulli,20,84.53399999999999,,,84.53399999999999,0,0,4.718999999999994
2011_11,glock,21,86.294,,,86.294,0,0,6.478999999999999
2011_11,liuzzi,22,86.32300000000001,,,86.32300000000001,0,0,6.50800000000001
2011_11,ricciardo,23,86.479,,,86.479,0,0,6.6640000000000015
2011_11,ambrosio,24,86.51,,,86.51,0,0,6.695000000000007
2011_12,vettel,1,123.029,123.31700000000001,108.298,108.298,1,1,0.0
2011_12,hamilton,2,123.008,122.823,108.72999999999999,108.72999999999999,1,1,0.43199999999998795
2011_12,webber,3,122.827,123.302,109.376,109.376,1,1,1.078000000000003
2011_12,massa,4,125.834,124.507,110.256,110.256,1,1,1.9579999999999984
2011_12,rosberg,5,125.091,123.723,110.55199999999999,110.55199999999999,1,1,2.2539999999999907
2011_12,alguersuari,6,125.419,124.561,110.773,110.773,1,1,2.4749999999999943
2011_12,bruno_senna,7,125.047,124.452,111.12100000000001,111.12100000000001,1,1,2.8230000000000075
2011_12,alonso,8,124.45,122.768,111.251,111.251,1,1,2.953000000000003
2011_12,perez,9,126.284,124.625,111.374,111.374,1,1,3.0759999999999934
2011_12,petrov,10,125.292,123.466,112.303,112.303,1,1,4.0049999999999955
2011_12,buemi,11,124.744,124.69200000000001,,124.69200000000001,1,0,16.394000000000005
2011_12,kobayashi,12,127.194,124.757,,124.757,1,0,16.459000000000003
2011_12,button,13,121.813,125.15,,121.813,1,0,13.515
2011_12,barrichello,14,125.72,127.349,,125.72,1,0,17.421999999999997
2011_12,sutil,15,126.0,127.777,,126.0,1,0,17.701999999999998
2011_12,maldonado,16,125.621,128.106,,125.621,1,0,17.322999999999993
2011_12,kovalainen,17,126.78,128.35399999999998,,126.78,1,0,18.482
2011_12,resta,18,127.758,,,127.758,0,0,19.459999999999994
2011_12,trulli,19,128.773,,,128.773,0,0,20.474999999999994
2011_12,glock,20,129.566,,,129.566,0,0,21.268
2011_12,ambrosio,21,131.601,,,131.601,0,0,23.302999999999997
2011_12,liuzzi,22,131.61599999999999,,,131.61599999999999,0,0,23.317999999999984
2011_12,ricciardo,23,133.077,,,133.077,0,0,24.778999999999996
2011_13,vettel,1,84.002,82.914,82.275,82.275,1,1,0.0
2011_13,hamilton,2,83.976,83.172,82.725,82.725,1,1,0.44999999999998863
2011_13,button,3,84.013,83.031,82.777,82.777,1,1,0.5019999999999953
2011_13,alonso,4,84.134,83.342,82.84100000000001,82.84100000000001,1,1,0.5660000000000025
2011_13,webber,5,84.148,83.387,82.97200000000001,82.97200000000001,1,1,0.6970000000000027
2011_13,massa,6,84.523,83.681,83.188,83.188,1,1,0.9129999999999967
2011_13,petrov,7,84.486,83.741,83.53,83.53,1,1,1.2549999999999955
2011_13,michael_schumacher,8,85.108,83.67099999999999,83.777,83.67099999999999,1,1,1.3959999999999866
2011_13,rosberg,9,84.55,83.33500000000001,84.477,83.33500000000001,1,1,1.0600000000000023
2011_13,bruno_senna,10,84.914,84.157,,84.157,1,0,1.8819999999999908
2011_13,resta,11,84.574,84.163,,84.163,1,0,1.887999999999991
2011_13,sutil,12,84.595,84.209,,84.209,1,0,1.9339999999999975
2011_13,barrichello,13,84.975,84.648,,84.648,1,0,2.3729999999999905
2011_13,maldonado,14,84.798,84.726,,84.726,1,0,2.4509999999999934
2011_13,perez,15,85.113,84.845,,84.845,1,0,2.569999999999993
2011_13,buemi,16,85.164,84.932,,84.932,1,0,2.6569999999999965
2011_13,kobayashi,17,84.879,85.065,,84.879,1,0,2.603999999999999
2011_13,alguersuari,18,85.334,,,85.334,0,0,3.0589999999999975
2011_13,trulli,19,86.64699999999999,,,86.64699999999999,0,0,4.371999999999986
2011_13,kovalainen,20,87.184,,,87.184,0,0,4.908999999999992
2011_13,glock,21,87.59100000000001,,,87.59100000000001,0,0,5.3160000000000025
2011_13,ambrosio,22,87.60900000000001,,,87.60900000000001,0,0,5.334000000000003
2011_13,ricciardo,23,88.054,,,88.054,0,0,5.778999999999996
2011_13,liuzzi,24,88.231,,,88.231,0,0,5.955999999999989
2011_14,vettel,1,106.39699999999999,104.931,104.381,104.381,1,1,0.0
2011_14,webber,2,107.332,105.65100000000001,104.732,104.732,1,1,0.3509999999999991
2011_14,button,3,106.956,105.47200000000001,104.804,104.804,1,1,0.4230000000000018
2011_14,hamilton,4,107.01400000000001,106.82900000000001,104.809,104.809,1,1,0.42799999999999727
2011_14,alonso,5,107.054,105.779,104.874,104.874,1,1,0.492999999999995
2011_14,massa,6,107.945,105.955,105.8,105.8,1,1,1.418999999999997
2011_14,rosberg,7,107.688,106.405,106.013,106.013,1,1,1.632000000000005
2011_14,michael_schumacher,8,108.819,106.043,,106.043,1,0,1.6620000000000061
2011_14,sutil,9,107.952,107.093,,107.093,1,0,2.7120000000000033
2011_14,resta,10,108.02199999999999,107.48599999999999,,107.48599999999999,1,0,3.1049999999999898
2011_14,perez,11,107.717,107.616,,107.616,1,0,3.2349999999999994
2011_14,barrichello,12,108.061,108.082,,108.061,1,0,3.680000000000007
2011_14,maldonado,13,109.71000000000001,108.27000000000001,,108.27000000000001,1,0,3.88900000000001
2011_14,buemi,14,108.753,108.634,,108.634,1,0,4.253
2011_14,bruno_senna,15,108.86099999999999,108.662,,108.662,1,0,4.281000000000006
2011_14,alguersuari,16,109.588,109.862,,109.588,1,0,5.206999999999994
2011_14,kobayashi,17,108.054,,,108.054,0,0,3.673000000000002
2011_14,petrov,18,109.83500000000001,,,109.83500000000001,0,0,5.454000000000008
2011_14,kovalainen,19,110.94800000000001,,,110.94800000000001,0,0,6.567000000000007
2011_14,trulli,20,111.012,,,111.012,0,0,6.631
2011_14,glock,21,112.154,,,112.154,0,0,7.772999999999996
2011_14,ambrosio,22,112.363,,,112.363,0,0,7.981999999999999
2011_14,ricciardo,23,112.404,,,112.404,0,0,8.022999999999996
2011_14,liuzzi,24,112.81,,,112.81,0,0,8.429000000000002
2011_15,vettel,1,93.051,91.424,90.46600000000001,90.46600000000001,1,1,0.0
2011_15,button,2,92.947,91.434,90.475,90.475,1,1,0.00899999999998613
2011_15,hamilton,3,92.843,91.139,90.617,90.617,1,1,0.15099999999999625
2011_15,massa,4,93.235,91.90899999999999,90.804,90.804,1,1,0.33799999999999386
2011_15,alonso,5,92.81700000000001,91.612,90.886,90.886,1,1,0.4199999999999875
2011_15,webber,6,93.13499999999999,91.576,91.156,91.156,1,1,0.6899999999999977
2011_15,michael_schumacher,7,93.74799999999999,92.116,,92.116,1,0,1.6499999999999915
2011_15,bruno_senna,8,93.35900000000001,92.297,,92.297,1,0,1.8309999999999889
2011_15,petrov,9,92.87700000000001,92.245,,92.245,1,0,1.7789999999999964
2011_15,kobayashi,10,92.626,92.38,,92.38,1,0,1.9139999999999873
2011_15,sutil,11,92.761,92.463,,92.463,1,0,1.9969999999999857
2011_15,resta,12,93.499,92.74600000000001,,92.74600000000001,1,0,2.280000000000001
2011_15,barrichello,13,93.92099999999999,93.07900000000001,,93.07900000000001,1,0,2.6129999999999995
2011_15,maldonado,14,93.781,93.22399999999999,,93.22399999999999,1,0,2.7579999999999814
2011_15,buemi,15,93.064,93.227,,93.064,1,0,2.5979999999999848
2011_15,alguersuari,16,95.11099999999999,93.42699999999999,,93.42699999999999,1,0,2.9609999999999843
2011_15,perez,17,94.70400000000001,,,94.70400000000001,0,0,4.2379999999999995
2011_15,kovalainen,18,95.45400000000001,,,95.45400000000001,0,0,4.9879999999999995
2011_15,trulli,19,95.51400000000001,,,95.51400000000001,0,0,5.048000000000002
2011_15,ambrosio,20,96.439,,,96.439,0,0,5.972999999999985
