race_id,driver_id,dnf_previous_5,dns_previous_5,mechanical_dnf_previous_5,accident_dnf_previous_5,disqualified_previous_5,finish_rate_previous_5,reliability_score
2013_14,pic,1,0,1,0,0,0.8,0.7000000000000001
2013_14,garde,0,0,0,0,0,1.0,1.0
2013_14,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2013_14,chilton,0,0,0,0,0,1.0,1.0
2013_14,vergne,2,0,2,0,0,0.6,0.39999999999999997
2013_14,ricciardo,1,0,0,1,0,0.8,0.75
2013_14,sutil,1,0,1,0,0,0.8,0.7000000000000001
2013_14,webber,1,0,1,0,0,0.8,0.7000000000000001
2013_14,resta,4,0,1,3,0,0.2,-0.05000000000000002
2013_15,vettel,0,0,0,0,0,1.0,1.0
2013_15,webber,2,0,1,1,0,0.6,0.45
2013_15,grosjean,1,0,0,0,0,0.8,0.8
2013_15,alonso,0,0,0,0,0,1.0,1.0
2013_15,raikkonen,1,0,1,0,0,0.8,0.7000000000000001
2013_15,hulkenberg,0,0,0,0,0,1.0,1.0
2013_15,gutierrez,1,0,1,0,0,0.8,0.7000000000000001
2013_15,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2013_15,button,0,0,0,0,0,1.0,1.0
2013_15,massa,0,0,0,0,0,1.0,1.0
2013_15,resta,5,0,1,4,0,0.0,-0.30000000000000004
2013_15,vergne,1,0,1,0,0,0.8,0.7000000000000001
2013_15,ricciardo,1,0,0,1,0,0.8,0.75
2013_15,sutil,2,0,1,1,0,0.6,0.45
2013_15,perez,0,0,0,0,0,1.0,1.0
2013_15,maldonado,0,0,0,0,0,1.0,1.0
2013_15,bottas,1,0,1,0,0,0.8,0.7000000000000001
2013_15,pic,1,0,1,0,0,0.8,0.7000000000000001
2013_15,chilton,0,0,0,0,0,1.0,1.0
2013_15,hamilton,0,0,0,0,0,1.0,1.0
2013_15,garde,0,0,0,0,0,1.0,1.0
2013_15,jules_bianchi,0,0,0,0,0,1.0,1.0
2013_16,vettel,0,0,0,0,0,1.0,1.0
2013_16,rosberg,0,0,0,0,0,1.0,1.0
2013_16,grosjean,1,0,0,0,0,0.8,0.8
2013_16,massa,0,0,0,0,0,1.0,1.0
2013_16,perez,0,0,0,0,0,1.0,1.0
2013_16,hamilton,1,0,0,0,0,0.8,0.8
2013_16,raikkonen,1,0,1,0,0,0.8,0.7000000000000001
2013_16,resta,4,0,0,4,0,0.2,0.0
2013_16,sutil,1,0,0,1,0,0.8,0.75
2013_16,ricciardo,1,0,0,1,0,0.8,0.75
2013_16,alonso,0,0,0,0,0,1.0,1.0
2013_16,maldonado,0,0,0,0,0,1.0,1.0
2013_16,vergne,1,0,1,0,0,0.8,0.7000000000000001
2013_16,button,0,0,0,0,0,1.0,1.0
2013_16,gutierrez,0,0,0,0,0,1.0,1.0
2013_16,bottas,0,0,0,0,0,1.0,1.0
2013_16,chilton,0,0,0,0,0,1.0,1.0
2013_16,jules_bianchi,1,0,0,1,0,0.8,0.75
2013_16,hulkenberg,0,0,0,0,0,1.0,1.0
2013_16,webber,2,0,1,1,0,0.6,0.45
2013_16,pic,1,0,1,0,0,0.8,0.7000000000000001
2013_16,garde,1,0,0,1,0,0.8,0.75
2013_17,vettel,0,0,0,0,0,1.0,1.0
2013_17,webber,3,0,1,1,0,0.4,0.25000000000000006
2013_17,rosberg,0,0,0,0,0,1.0,1.0
2013_17,grosjean,1,0,0,0,0,0.8,0.8
2013_17,alonso,0,0,0,0,0,1.0,1.0
2013_17,resta,3,0,0,3,0,0.4,0.25
2013_17,hamilton,1,0,0,0,0,0.8,0.8
2013_17,massa,0,0,0,0,0,1.0,1.0
2013_17,perez,0,0,0,0,0,1.0,1.0
2013_17,sutil,1,0,0,1,0,0.8,0.75
2013_17,maldonado,0,0,0,0,0,1.0,1.0
2013_17,button,0,0,0,0,0,1.0,1.0
2013_17,gutierrez,0,0,0,0,0,1.0,1.0
2013_17,hulkenberg,1,0,1,0,0,0.8,0.7000000000000001
2013_17,bottas,0,0,0,0,0,1.0,1.0
2013_17,ricciardo,1,0,0,1,0,0.8,0.75
2013_17,vergne,1,0,1,0,0,0.8,0.7000000000000001
2013_17,garde,2,0,0,2,0,0.6,0.5
2013_17,pic,1,0,1,0,0,0.8,0.7000000000000001
2013_17,jules_bianchi,1,0,0,1,0,0.8,0.75
2013_17,chilton,0,0,0,0,0,1.0,1.0
2013_17,raikkonen,0,0,0,0,0,1.0,1.0
2013_18,vettel,0,0,0,0,0,1.0,1.0
2013_18,grosjean,1,0,0,0,0,0.8,0.8
2013_18,webber,3,0,1,1,0,0.4,0.25000000000000006
2013_18,hamilton,1,0,0,0,0,0.8,0.8
2013_18,alonso,0,0,0,0,0,1.0,1.0
2013_18,hulkenberg,1,0,1,0,0,0.8,0.7000000000000001
2013_18,perez,0,0,0,0,0,1.0,1.0
2013_18,bottas,0,0,0,0,0,1.0,1.0
2013_18,rosberg,0,0,0,0,0,1.0,1.0
2013_18,button,0,0,0,0,0,1.0,1.0
2013_18,ricciardo,1,0,0,1,0,0.8,0.75
2013_18,vergne,0,0,0,0,0,1.0,1.0
2013_18,massa,0,0,0,0,0,1.0,1.0
2013_18,gutierrez,0,0,0,0,0,1.0,1.0
2013_18,kovalainen,0,0,0,0,0,1.0,1.0
2013_18,resta,2,0,0,2,0,0.6,0.5
2013_18,maldonado,0,0,0,0,0,1.0,1.0
2013_18,jules_bianchi,1,0,0,1,0,0.8,0.75
2013_18,garde,2,0,0,2,0,0.6,0.5
2013_18,pic,1,0,1,0,0,0.8,0.7000000000000001
2013_18,chilton,0,0,0,0,0,1.0,1.0
2013_18,sutil,1,0,0,1,0,0.8,0.75
2013_19,vettel,0,0,0,0,0,1.0,1.0
2013_19,webber,2,0,0,1,0,0.6,0.5499999999999999
2013_19,alonso,0,0,0,0,0,1.0,1.0
2013_19,button,0,0,0,0,0,1.0,1.0
2013_19,rosberg,0,0,0,0,0,1.0,1.0
2013_19,perez,0,0,0,0,0,1.0,1.0
2013_19,massa,0,0,0,0,0,1.0,1.0
2013_19,hulkenberg,1,0,1,0,0,0.8,0.7000000000000001
2013_19,hamilton,1,0,0,0,0,0.8,0.8
2013_19,ricciardo,0,0,0,0,0,1.0,1.0
2013_19,resta,1,0,0,1,0,0.8,0.75
2013_19,gutierrez,0,0,0,0,0,1.0,1.0
2013_19,sutil,2,0,0,2,0,0.6,0.5
2013_19,kovalainen,0,0,0,0,0,1.0,1.0
2013_19,vergne,0,0,0,0,0,1.0,1.0
2013_19,maldonado,0,0,0,0,0,1.0,1.0
2013_19,jules_bianchi,1,0,0,1,0,0.8,0.75
2013_19,garde,2,0,0,2,0,0.6,0.5
2013_19,chilton,0,0,0,0,0,1.0,1.0
2013_19,pic,1,0,1,0,0,0.8,0.7000000000000001
2013_19,bottas,0,0,0,0,0,1.0,1.0
2013_19,grosjean,0,0,0,0,0,1.0,1.0
2014_01,rosberg,0,0,0,0,0,1.0,1.0
2014_01,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_01,button,0,0,0,0,0,1.0,1.0
2014_01,alonso,0,0,0,0,0,1.0,1.0
2014_01,bottas,1,0,0,1,0,0.8,0.75
2014_01,hulkenberg,1,0,1,0,0,0.8,0.7000000000000001
2014_01,raikkonen,1,0,0,1,0,0.8,0.75
2014_01,vergne,0,0,0,0,0,1.0,1.0
2014_01,kvyat,0,0,0,0,0,1.0,1.0
2014_01,perez,0,0,0,0,0,1.0,1.0
2014_01,sutil,1,0,0,1,0,0.8,0.75
2014_01,gutierrez,0,0,0,0,0,1.0,1.0
2014_01,chilton,0,0,0,0,0,1.0,1.0
2014_01,jules_bianchi,1,0,0,1,0,0.8,0.75
2014_01,grosjean,1,0,1,0,0,0.8,0.7000000000000001
2014_01,maldonado,0,0,0,0,0,1.0,1.0
2014_01,ericsson,0,0,0,0,0,1.0,1.0
2014_01,vettel,0,0,0,0,0,1.0,1.0
2014_01,hamilton,1,0,0,0,0,0.8,0.8
2014_01,massa,0,0,0,0,0,1.0,1.0
2014_01,kobayashi,1,0,0,1,0,0.8,0.75
2014_01,ricciardo,0,0,0,0,0,1.0,1.0
2014_02,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_02,rosberg,0,0,0,0,0,1.0,1.0
2014_02,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_02,alonso,0,0,0,0,0,1.0,1.0
2014_02,hulkenberg,1,0,1,0,0,0.8,0.7000000000000001
2014_02,button,0,0,0,0,0,1.0,1.0
2014_02,massa,1,0,0,1,0,0.8,0.75
2014_02,bottas,1,0,0,1,0,0.8,0.75
2014_02,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_02,kvyat,0,0,0,0,0,1.0,1.0
2014_02,grosjean,2,0,1,0,0,0.6,0.5
2014_02,raikkonen,1,0,0,1,0,0.8,0.75
2014_02,kobayashi,1,0,0,1,0,0.8,0.75
2014_02,ericsson,1,0,1,0,0,0.0,-0.1
2014_02,chilton,0,0,0,0,0,1.0,1.0
2014_02,ricciardo,0,0,0,0,1,0.8,0.8
2014_02,gutierrez,0,0,0,0,0,1.0,1.0
2014_02,sutil,1,0,0,1,0,0.8,0.75
2014_02,vergne,0,0,0,0,0,1.0,1.0
2014_02,jules_bianchi,0,0,0,0,0,1.0,1.0
2014_02,maldonado,1,0,0,0,0,0.8,0.8
2014_02,perez,0,0,0,0,0,1.0,1.0
2014_03,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_03,rosberg,0,0,0,0,0,1.0,1.0
2014_03,perez,1,0,0,0,0,0.8,0.8
2014_03,ricciardo,1,0,0,0,1,0.6,0.6
2014_03,hulkenberg,0,0,0,0,0,1.0,1.0
2014_03,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_03,massa,1,0,0,1,0,0.8,0.75
2014_03,bottas,1,0,0,1,0,0.8,0.75
2014_03,alonso,0,0,0,0,0,1.0,1.0
2014_03,raikkonen,1,0,0,1,0,0.8,0.75
2014_03,kvyat,0,0,0,0,0,1.0,1.0
2014_03,grosjean,2,0,1,0,0,0.6,0.5
2014_03,chilton,0,0,0,0,0,1.0,1.0
2014_03,maldonado,2,0,1,0,0,0.6,0.5
2014_03,kobayashi,1,0,0,1,0,0.8,0.75
2014_03,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_03,button,0,0,0,0,0,1.0,1.0
2014_03,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_03,gutierrez,1,0,1,0,0,0.8,0.7000000000000001
2014_03,ericsson,1,0,1,0,0,0.5,0.4
2014_03,vergne,1,0,1,0,0,0.8,0.7000000000000001
2014_03,sutil,2,0,1,1,0,0.6,0.45
2014_04,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_04,rosberg,0,0,0,0,0,1.0,1.0
2014_04,alonso,0,0,0,0,0,1.0,1.0
2014_04,ricciardo,1,0,0,0,1,0.6,0.6
2014_04,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_04,hulkenberg,0,0,0,0,0,1.0,1.0
2014_04,bottas,1,0,0,1,0,0.8,0.75
2014_04,raikkonen,1,0,0,1,0,0.8,0.75
2014_04,perez,1,0,0,0,0,0.8,0.8
2014_04,kvyat,0,0,0,0,0,1.0,1.0
2014_04,button,1,0,1,0,0,0.8,0.7000000000000001
2014_04,vergne,2,0,1,0,0,0.6,0.5
2014_04,kevin_magnussen,1,0,1,0,0,0.6666666666666666,0.5666666666666667
2014_04,maldonado,2,0,1,0,0,0.6,0.5
2014_04,massa,1,0,0,1,0,0.8,0.75
2014_04,gutierrez,2,0,1,1,0,0.6,0.45
2014_04,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_04,kobayashi,1,0,0,1,0,0.8,0.75
2014_04,chilton,0,0,0,0,0,1.0,1.0
2014_04,ericsson,2,0,1,0,0,0.3333333333333333,0.2333333333333333
2014_04,grosjean,2,0,1,0,0,0.6,0.5
2014_04,sutil,3,0,1,2,0,0.4,0.20000000000000004
2014_05,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_05,rosberg,0,0,0,0,0,1.0,1.0
2014_05,ricciardo,1,0,0,0,1,0.6,0.6
2014_05,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_05,bottas,1,0,0,1,0,0.8,0.75
2014_05,alonso,0,0,0,0,0,1.0,1.0
2014_05,raikkonen,1,0,0,1,0,0.8,0.75
2014_05,grosjean,3,0,2,0,0,0.4,0.2
2014_05,perez,1,0,0,0,0,0.8,0.8
2014_05,hulkenberg,0,0,0,0,0,1.0,1.0
2014_05,button,1,0,1,0,0,0.8,0.7000000000000001
2014_05,kevin_magnussen,1,0,1,0,0,0.75,0.65
2014_05,massa,1,0,0,1,0,0.8,0.75
2014_05,kvyat,0,0,0,0,0,1.0,1.0
2014_05,maldonado,2,0,1,0,0,0.6,0.5
2014_05,gutierrez,2,0,1,1,0,0.6,0.45
2014_05,sutil,3,0,2,1,0,0.4,0.15000000000000002
2014_05,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_05,chilton,0,0,0,0,0,1.0,1.0
2014_05,ericsson,2,0,1,0,0,0.5,0.4
2014_05,kobayashi,1,0,0,1,0,0.8,0.75
2014_05,vergne,2,0,1,0,0,0.6,0.5
2014_06,rosberg,0,0,0,0,0,1.0,1.0
2014_06,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_06,ricciardo,1,0,0,0,1,0.6,0.6
2014_06,alonso,0,0,0,0,0,1.0,1.0
2014_06,hulkenberg,0,0,0,0,0,1.0,1.0
2014_06,button,1,0,1,0,0,0.8,0.7000000000000001
2014_06,massa,1,0,0,1,0,0.8,0.75
2014_06,grosjean,2,0,1,0,0,0.6,0.5
2014_06,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_06,kevin_magnussen,1,0,1,0,0,0.8,0.7000000000000001
2014_06,ericsson,2,0,1,0,0,0.6,0.5
2014_06,raikkonen,0,0,0,0,0,1.0,1.0
2014_06,kobayashi,2,0,1,1,0,0.6,0.45
2014_06,chilton,0,0,0,0,0,1.0,1.0
2014_06,gutierrez,2,0,1,1,0,0.6,0.45
2014_06,bottas,0,0,0,0,0,1.0,1.0
2014_06,vergne,3,0,2,0,0,0.4,0.2
2014_06,sutil,3,0,2,1,0,0.4,0.15000000000000002
2014_06,kvyat,0,0,0,0,0,1.0,1.0
2014_06,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_06,perez,1,0,0,0,0,0.8,0.8
2014_06,maldonado,2,0,1,0,0,0.6,0.5
2014_07,ricciardo,1,0,0,0,0,0.8,0.8
2014_07,rosberg,0,0,0,0,0,1.0,1.0
2014_07,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_07,button,1,0,1,0,0,0.8,0.7000000000000001
2014_07,hulkenberg,0,0,0,0,0,1.0,1.0
2014_07,alonso,0,0,0,0,0,1.0,1.0
2014_07,bottas,1,0,1,0,0,0.8,0.7000000000000001
2014_07,vergne,4,0,3,0,0,0.2,-0.10000000000000003
2014_07,kevin_magnussen,1,0,1,0,0,0.8,0.7000000000000001
2014_07,raikkonen,0,0,0,0,0,1.0,1.0
2014_07,perez,2,0,0,1,0,0.6,0.5499999999999999
2014_07,massa,0,0,0,0,0,1.0,1.0
2014_07,sutil,4,0,2,2,0,0.2,-0.1
2014_07,gutierrez,3,0,1,2,0,0.4,0.20000000000000004
2014_07,grosjean,1,0,1,0,0,0.8,0.7000000000000001
2014_07,kvyat,1,0,1,0,0,0.8,0.7000000000000001
2014_07,hamilton,0,0,0,0,0,1.0,1.0
2014_07,kobayashi,1,0,1,0,0,0.8,0.7000000000000001
2014_07,maldonado,2,0,1,0,0,0.6,0.5
2014_07,ericsson,1,0,0,0,0,0.8,0.8
2014_07,chilton,0,0,0,0,0,1.0,1.0
2014_07,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_08,rosberg,0,0,0,0,0,1.0,1.0
2014_08,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_08,bottas,1,0,1,0,0,0.8,0.7000000000000001
2014_08,massa,1,0,0,1,0,0.8,0.75
2014_08,alonso,0,0,0,0,0,1.0,1.0
2014_08,perez,2,0,0,2,0,0.6,0.5
2014_08,kevin_magnussen,1,0,1,0,0,0.8,0.7000000000000001
2014_08,ricciardo,0,0,0,0,0,1.0,1.0
2014_08,hulkenberg,0,0,0,0,0,1.0,1.0
2014_08,raikkonen,0,0,0,0,0,1.0,1.0
2014_08,button,1,0,1,0,0,0.8,0.7000000000000001
2014_08,maldonado,2,0,1,0,0,0.6,0.5
2014_08,sutil,3,0,1,2,0,0.4,0.20000000000000004
2014_08,grosjean,2,0,1,0,0,0.6,0.5
2014_08,jules_bianchi,1,0,0,1,0,0.8,0.75
2014_08,kobayashi,2,0,2,0,0,0.6,0.39999999999999997
2014_08,chilton,1,0,0,1,0,0.8,0.75
2014_08,ericsson,2,0,1,0,0,0.6,0.5
2014_08,gutierrez,3,0,0,2,0,0.4,0.30000000000000004
2014_08,vergne,3,0,2,0,0,0.4,0.2
2014_08,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_08,kvyat,2,0,1,0,0,0.6,0.5
2014_09,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_09,bottas,1,0,1,0,0,0.8,0.7000000000000001
2014_09,ricciardo,0,0,0,0,0,1.0,1.0
2014_09,button,0,0,0,0,0,1.0,1.0
2014_09,vettel,2,0,2,0,0,0.6,0.39999999999999997
2014_09,alonso,0,0,0,0,0,1.0,1.0
2014_09,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_09,hulkenberg,0,0,0,0,0,1.0,1.0
2014_09,kvyat,3,0,2,0,0,0.4,0.2
2014_09,vergne,3,0,3,0,0,0.4,0.09999999999999998
2014_09,perez,2,0,0,2,0,0.6,0.5
2014_09,grosjean,2,0,1,0,0,0.6,0.5
2014_09,sutil,2,0,1,1,0,0.6,0.45
2014_09,jules_bianchi,1,0,0,1,0,0.8,0.75
2014_09,kobayashi,2,0,2,0,0,0.6,0.39999999999999997
2014_09,chilton,1,0,0,1,0,0.8,0.75
2014_09,maldonado,2,0,1,0,0,0.6,0.5
2014_09,rosberg,0,0,0,0,0,1.0,1.0
2014_09,ericsson,1,0,1,0,0,0.8,0.7000000000000001
2014_09,gutierrez,2,0,0,1,0,0.6,0.5499999999999999
2014_09,massa,1,0,0,1,0,0.8,0.75
2014_09,raikkonen,0,0,0,0,0,1.0,1.0
2014_10,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_10,bottas,1,0,1,0,0,0.8,0.7000000000000001
2014_10,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_10,vettel,2,0,2,0,0,0.6,0.39999999999999997
2014_10,alonso,0,0,0,0,0,1.0,1.0
2014_10,ricciardo,0,0,0,0,0,1.0,1.0
2014_10,hulkenberg,0,0,0,0,0,1.0,1.0
2014_10,button,0,0,0,0,0,1.0,1.0
2014_10,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_10,perez,2,0,0,2,0,0.6,0.5
2014_10,raikkonen,1,0,0,1,0,0.8,0.75
2014_10,maldonado,2,0,1,0,0,0.6,0.5
2014_10,vergne,3,0,3,0,0,0.4,0.09999999999999998
2014_10,gutierrez,3,0,0,2,0,0.4,0.30000000000000004
2014_10,jules_bianchi,1,0,0,1,0,0.8,0.75
2014_10,kobayashi,2,0,2,0,0,0.6,0.39999999999999997
2014_10,chilton,1,0,0,1,0,0.8,0.75
2014_10,ericsson,2,0,2,0,0,0.6,0.39999999999999997
2014_10,sutil,1,0,0,1,0,0.8,0.75
2014_10,kvyat,3,0,2,0,0,0.4,0.2
2014_10,grosjean,1,0,0,0,0,0.8,0.8
2014_10,massa,2,0,0,2,0,0.6,0.5
2014_11,ricciardo,0,0,0,0,0,1.0,1.0
2014_11,alonso,0,0,0,0,0,1.0,1.0
2014_11,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_11,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_11,massa,3,0,0,3,0,0.4,0.25
2014_11,raikkonen,1,0,0,1,0,0.8,0.75
2014_11,vettel,2,0,2,0,0,0.6,0.39999999999999997
2014_11,bottas,1,0,1,0,0,0.8,0.7000000000000001
2014_11,vergne,2,0,2,0,0,0.6,0.39999999999999997
2014_11,button,0,0,0,0,0,1.0,1.0
2014_11,sutil,2,0,1,1,0,0.6,0.45
2014_11,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_11,maldonado,2,0,1,0,0,0.6,0.5
2014_11,kvyat,4,0,3,0,0,0.2,-0.10000000000000003
2014_11,jules_bianchi,1,0,0,1,0,0.8,0.75
2014_11,chilton,1,0,0,1,0,0.8,0.75
2014_11,gutierrez,3,0,0,2,0,0.4,0.30000000000000004
2014_11,kobayashi,1,0,1,0,0,0.8,0.7000000000000001
2014_11,perez,2,0,0,2,0,0.6,0.5
2014_11,hulkenberg,0,0,0,0,0,1.0,1.0
2014_11,grosjean,2,0,1,0,0,0.6,0.5
2014_11,ericsson,2,0,2,0,0,0.6,0.39999999999999997
2014_12,ricciardo,0,0,0,0,0,1.0,1.0
2014_12,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_12,bottas,0,0,0,0,0,1.0,1.0
2014_12,raikkonen,1,0,0,1,0,0.8,0.75
2014_12,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_12,button,0,0,0,0,0,1.0,1.0
2014_12,alonso,0,0,0,0,0,1.0,1.0
2014_12,perez,2,0,0,2,0,0.6,0.5
2014_12,kvyat,3,0,2,0,0,0.4,0.2
2014_12,hulkenberg,1,0,0,1,0,0.8,0.75
2014_12,vergne,1,0,1,0,0,0.8,0.7000000000000001
2014_12,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_12,massa,3,0,0,3,0,0.4,0.25
2014_12,sutil,1,0,1,0,0,0.8,0.7000000000000001
2014_12,gutierrez,3,0,0,1,0,0.4,0.35000000000000003
2014_12,chilton,1,0,0,1,0,0.8,0.75
2014_12,ericsson,3,0,2,1,0,0.4,0.15000000000000002
2014_12,jules_bianchi,1,0,0,1,0,0.8,0.75
2014_12,hamilton,1,0,1,0,0,0.8,0.7000000000000001
2014_12,grosjean,3,0,1,1,0,0.4,0.25000000000000006
2014_12,maldonado,1,0,1,0,0,0.8,0.7000000000000001
2014_12,lotterer,0,0,0,0,0,1.0,1.0
2014_13,hamilton,1,0,0,0,0,0.8,0.8
2014_13,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_13,massa,2,0,0,2,0,0.6,0.5
2014_13,bottas,0,0,0,0,0,1.0,1.0
2014_13,ricciardo,0,0,0,0,0,1.0,1.0
2014_13,vettel,1,0,1,0,0,0.8,0.7000000000000001
2014_13,perez,1,0,0,1,0,0.8,0.75
2014_13,button,0,0,0,0,0,1.0,1.0
2014_13,raikkonen,1,0,0,1,0,0.8,0.75
2014_13,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_13,kvyat,2,0,2,0,0,0.6,0.39999999999999997
2014_13,hulkenberg,1,0,0,1,0,0.8,0.75
2014_13,vergne,1,0,1,0,0,0.8,0.7000000000000001
2014_13,maldonado,1,0,1,0,0,0.8,0.7000000000000001
2014_13,sutil,1,0,1,0,0,0.8,0.7000000000000001
2014_13,grosjean,3,0,1,1,0,0.4,0.25000000000000006
2014_13,kobayashi,2,0,1,0,0,0.6,0.5
2014_13,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_13,gutierrez,2,0,0,1,0,0.6,0.5499999999999999
2014_13,ericsson,2,0,1,1,0,0.6,0.45
2014_13,alonso,0,0,0,0,0,1.0,1.0
2014_13,chilton,0,0,0,0,0,1.0,1.0
2014_14,hamilton,1,0,0,0,0,0.8,0.8
2014_14,vettel,0,0,0,0,0,1.0,1.0
2014_14,ricciardo,0,0,0,0,0,1.0,1.0
2014_14,alonso,1,0,1,0,0,0.8,0.7000000000000001
2014_14,massa,2,0,0,2,0,0.6,0.5
2014_14,vergne,0,0,0,0,0,1.0,1.0
2014_14,perez,1,0,0,1,0,0.8,0.75
2014_14,raikkonen,1,0,0,1,0,0.8,0.75
2014_14,hulkenberg,1,0,0,1,0,0.8,0.75
2014_14,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_14,bottas,0,0,0,0,0,1.0,1.0
2014_14,maldonado,1,0,1,0,0,0.8,0.7000000000000001
2014_14,grosjean,3,0,1,1,0,0.4,0.25000000000000006
2014_14,kvyat,1,0,1,0,0,0.8,0.7000000000000001
2014_14,ericsson,2,0,1,1,0,0.6,0.45
2014_14,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_14,chilton,1,0,0,1,0,0.8,0.75
2014_14,button,0,0,0,0,0,1.0,1.0
2014_14,sutil,1,0,1,0,0,0.8,0.7000000000000001
2014_14,gutierrez,2,0,0,1,0,0.6,0.5499999999999999
2014_14,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_14,kobayashi,1,0,0,0,0,0.8,0.8
2014_15,hamilton,1,0,0,0,0,0.8,0.8
2014_15,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_15,vettel,0,0,0,0,0,1.0,1.0
2014_15,ricciardo,0,0,0,0,0,1.0,1.0
2014_15,button,1,0,0,0,0,0.8,0.8
2014_15,bottas,0,0,0,0,0,1.0,1.0
2014_15,massa,1,0,0,1,0,0.8,0.75
2014_15,hulkenberg,1,0,0,1,0,0.8,0.75
2014_15,vergne,0,0,0,0,0,1.0,1.0
2014_15,perez,1,0,0,1,0,0.8,0.75
2014_15,kvyat,1,0,1,0,0,0.8,0.7000000000000001
2014_15,raikkonen,0,0,0,0,0,1.0,1.0
2014_15,gutierrez,2,0,1,0,0,0.6,0.5
2014_15,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_15,grosjean,3,0,1,1,0,0.4,0.25000000000000006
2014_15,maldonado,1,0,1,0,0,0.8,0.7000000000000001
2014_15,ericsson,1,0,0,1,0,0.8,0.75
2014_15,chilton,1,0,0,1,0,0.8,0.75
2014_15,kobayashi,2,0,1,0,0,0.6,0.5
2014_15,jules_bianchi,1,0,1,0,0,0.8,0.7000000000000001
2014_15,sutil,2,0,2,0,0,0.6,0.39999999999999997
2014_15,alonso,1,0,1,0,0,0.8,0.7000000000000001
2014_16,hamilton,1,0,0,0,0,0.8,0.8
2014_16,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_16,bottas,0,0,0,0,0,1.0,1.0
2014_16,button,1,0,0,0,0,0.8,0.8
2014_16,kevin_magnussen,0,0,0,0,0,1.0,1.0
2014_16,alonso,2,0,1,0,0,0.6,0.5
2014_16,ricciardo,0,0,0,0,0,1.0,1.0
2014_16,vettel,0,0,0,0,0,1.0,1.0
2014_16,raikkonen,0,0,0,0,0,1.0,1.0
2014_16,perez,1,0,0,1,0,0.8,0.75
2014_16,massa,0,0,0,0,0,1.0,1.0
2014_16,hulkenberg,1,0,0,1,0,0.8,0.75
2014_16,vergne,0,0,0,0,0,1.0,1.0
2014_16,kvyat,0,0,0,0,0,1.0,1.0
2014_16,gutierrez,2,0,1,0,0,0.6,0.5
2014_16,sutil,2,0,1,1,0,0.6,0.45
2014_16,grosjean,2,0,0,1,0,0.6,0.5499999999999999
2014_16,maldonado,1,0,1,0,0,0.8,0.7000000000000001
2014_16,ericsson,1,0,0,1,0,0.8,0.75
2014_16,kobayashi,2,0,1,0,0,0.6,0.5
2014_16,chilton,1,0,0,1,0,0.8,0.75
2014_17,hamilton,1,0,0,0,0,0.8,0.8
2014_17,rosberg,1,0,1,0,0,0.8,0.7000000000000001
2014_17,ricciardo,0,0,0,0,0,1.0,1.0
2014_17,massa,0,0,0,0,0,1.0,1.0
2014_17,bottas,0,0,0,0,0,1.0,1.0
