race_id,constructor_id,constructor_position_before_race,constructor_points_before_race,constructor_wins_before_race,constructor_performance_score
2017_02,mclaren,8,0.0,0,0.0
2017_03,ferrari,2,65.0,1,75.0
2017_03,mercedes,1,66.0,1,76.0
2017_03,red_bull,3,37.0,0,37.0
2017_03,williams,6,8.0,0,8.0
2017_03,force_india,5,10.0,0,10.0
2017_03,haas,7,4.0,0,4.0
2017_03,renault,9,0.0,0,0.0
2017_03,sauber,10,0.0,0,0.0
2017_03,toro_rosso,4,12.0,0,12.0
2017_03,mclaren,8,0.0,0,0.0
2017_04,mercedes,2,99.0,1,109.0
2017_04,ferrari,1,102.0,2,122.0
2017_04,red_bull,3,47.0,0,47.0
2017_04,force_india,4,17.0,0,17.0
2017_04,renault,8,2.0,0,2.0
2017_04,williams,5,16.0,0,16.0
2017_04,toro_rosso,6,12.0,0,12.0
2017_04,haas,7,8.0,0,8.0
2017_04,mclaren,9,0.0,0,0.0
2017_04,sauber,10,0.0,0,0.0
2017_05,mercedes,1,136.0,2,156.0
2017_05,ferrari,2,135.0,2,155.0
2017_05,red_bull,3,57.0,0,57.0
2017_05,force_india,4,31.0,0,31.0
2017_05,renault,8,6.0,0,6.0
2017_05,toro_rosso,6,13.0,0,13.0
2017_05,sauber,10,0.0,0,0.0
2017_05,haas,7,8.0,0,8.0
2017_05,mclaren,9,0.0,0,0.0
2017_05,williams,5,18.0,0,18.0
2017_06,ferrari,2,153.0,2,173.0
2017_06,red_bull,3,72.0,0,72.0
2017_06,mercedes,1,161.0,3,191.0
2017_06,toro_rosso,5,21.0,0,21.0
2017_06,haas,8,9.0,0,9.0
2017_06,williams,6,18.0,0,18.0
2017_06,renault,7,14.0,0,14.0
2017_06,force_india,4,53.0,0,53.0
2017_06,mclaren,10,0.0,0,0.0
2017_06,sauber,9,4.0,0,4.0
2017_07,mercedes,2,179.0,3,209.0
2017_07,red_bull,3,97.0,0,97.0
2017_07,ferrari,1,196.0,3,226.0
2017_07,force_india,4,53.0,0,53.0
2017_07,renault,8,14.0,0,14.0
2017_07,williams,6,20.0,0,20.0
2017_07,haas,7,14.0,0,14.0
2017_07,sauber,9,4.0,0,4.0
2017_07,mclaren,10,0.0,0,0.0
2017_07,toro_rosso,5,29.0,0,29.0
2017_08,red_bull,3,112.0,0,112.0
2017_08,mercedes,1,222.0,4,262.0
2017_08,williams,6,22.0,0,22.0
2017_08,ferrari,2,214.0,3,244.0
2017_08,force_india,4,71.0,0,71.0
2017_08,haas,8,15.0,0,15.0
2017_08,toro_rosso,5,29.0,0,29.0
2017_08,mclaren,10,0.0,0,0.0
2017_08,sauber,9,4.0,0,4.0
2017_08,renault,7,18.0,0,18.0
2017_09,mercedes,1,250.0,4,290.0
2017_09,ferrari,2,226.0,3,256.0
2017_09,red_bull,3,137.0,1,147.0
2017_09,haas,7,21.0,0,21.0
2017_09,force_india,4,79.0,0,79.0
2017_09,williams,5,37.0,0,37.0
2017_09,renault,8,18.0,0,18.0
2017_09,mclaren,10,2.0,0,2.0
2017_09,sauber,9,5.0,0,5.0
2017_09,toro_rosso,6,33.0,0,33.0
2017_10,mercedes,1,287.0,5,337.0
2017_10,ferrari,2,254.0,3,284.0
2017_10,red_bull,3,152.0,1,162.0
2017_10,renault,8,18.0,0,18.0
2017_10,force_india,4,89.0,0,89.0
2017_10,williams,5,40.0,0,40.0
2017_10,mclaren,10,2.0,0,2.0
2017_10,haas,7,29.0,0,29.0
2017_10,sauber,9,5.0,0,5.0
2017_10,toro_rosso,6,33.0,0,33.0
2017_11,ferrari,2,275.0,3,305.0
2017_11,mercedes,1,330.0,6,390.0
2017_11,red_bull,3,174.0,1,184.0
2017_11,mclaren,10,2.0,0,2.0
2017_11,toro_rosso,6,33.0,0,33.0
2017_11,force_india,4,95.0,0,95.0
2017_11,renault,8,26.0,0,26.0
2017_11,haas,7,29.0,0,29.0
2017_11,williams,5,41.0,0,41.0
2017_11,sauber,9,5.0,0,5.0
2017_12,mercedes,1,357.0,6,417.0
2017_12,ferrari,2,318.0,4,358.0
2017_12,red_bull,3,184.0,1,194.0
2017_12,renault,8,26.0,0,26.0
2017_12,haas,7,29.0,0,29.0
2017_12,williams,5,41.0,0,41.0
2017_12,force_india,4,101.0,0,101.0
2017_12,toro_rosso,6,39.0,0,39.0
2017_12,mclaren,9,11.0,0,11.0
2017_12,sauber,10,5.0,0,5.0
2017_13,mercedes,1,392.0,7,462.0
2017_13,ferrari,2,348.0,4,388.0
2017_13,red_bull,3,199.0,1,209.0
2017_13,force_india,4,103.0,0,103.0
2017_13,williams,5,45.0,0,45.0
2017_13,haas,7,35.0,0,35.0
2017_13,toro_rosso,6,40.0,0,40.0
2017_13,renault,8,34.0,0,34.0
2017_13,sauber,10,5.0,0,5.0
2017_13,mclaren,9,11.0,0,11.0
2017_14,mercedes,1,435.0,8,515.0
2017_14,red_bull,3,212.0,1,222.0
2017_14,toro_rosso,6,40.0,0,40.0
2017_14,force_india,4,113.0,0,113.0
2017_14,renault,8,34.0,0,34.0
2017_14,mclaren,9,11.0,0,11.0
2017_14,williams,5,55.0,0,55.0
2017_14,haas,7,35.0,0,35.0
2017_14,sauber,10,5.0,0,5.0
2017_14,ferrari,2,373.0,4,413.0
2017_15,red_bull,3,230.0,1,240.0
2017_15,mercedes,1,475.0,9,565.0
2017_15,ferrari,2,373.0,4,413.0
2017_15,force_india,4,124.0,0,124.0
2017_15,mclaren,9,17.0,0,17.0
2017_15,williams,5,59.0,0,59.0
2017_15,haas,8,37.0,0,37.0
2017_15,toro_rosso,6,52.0,0,52.0
2017_15,renault,7,42.0,0,42.0
2017_15,sauber,10,5.0,0,5.0
2017_16,mercedes,1,503.0,9,593.0
2017_16,red_bull,3,270.0,2,290.0
2017_16,ferrari,2,385.0,4,425.0
2017_16,force_india,4,133.0,0,133.0
2017_16,haas,8,37.0,0,37.0
2017_16,williams,5,65.0,0,65.0
2017_16,mclaren,9,23.0,0,23.0
2017_16,renault,7,42.0,0,42.0
2017_16,toro_rosso,6,52.0,0,52.0
2017_16,sauber,10,5.0,0,5.0
2017_17,mercedes,1,540.0,10,640.0
2017_17,ferrari,2,395.0,4,435.0
2017_17,red_bull,3,303.0,2,323.0
2017_17,force_india,4,147.0,0,147.0
2017_17,renault,8,42.0,0,42.0
2017_17,williams,5,66.0,0,66.0
2017_17,toro_rosso,6,52.0,0,52.0
2017_17,mclaren,9,23.0,0,23.0
2017_17,haas,7,43.0,0,43.0
2017_17,sauber,10,5.0,0,5.0
2017_18,red_bull,3,315.0,2,335.0
2017_18,mercedes,1,575.0,11,685.0
2017_18,ferrari,2,428.0,4,468.0
2017_18,force_india,4,159.0,0,159.0
2017_18,williams,5,68.0,0,68.0
2017_18,haas,8,43.0,0,43.0
2017_18,mclaren,9,23.0,0,23.0
2017_18,toro_rosso,6,53.0,0,53.0
2017_18,sauber,10,5.0,0,5.0
2017_18,renault,7,48.0,0,48.0
2017_19,ferrari,2,455.0,4,495.0
2017_19,mercedes,1,595.0,11,705.0
2017_19,red_bull,3,340.0,3,370.0
2017_19,williams,5,76.0,0,76.0
2017_19,mclaren,9,24.0,0,24.0
2017_19,force_india,4,175.0,0,175.0
2017_19,renault,7,48.0,0,48.0
2017_19,toro_rosso,6,53.0,0,53.0
2017_19,sauber,10,5.0,0,5.0
2017_19,haas,8,47.0,0,47.0
2017_20,mercedes,1,625.0,11,735.0
2017_20,ferrari,2,495.0,5,545.0
2017_20,red_bull,3,358.0,3,388.0
2017_20,renault,7,49.0,0,49.0
2017_20,force_india,4,177.0,0,177.0
2017_20,mclaren,9,28.0,0,28.0
2017_20,williams,5,82.0,0,82.0
2017_20,haas,8,47.0,0,47.0
2017_20,sauber,10,5.0,0,5.0
2017_20,toro_rosso,6,53.0,0,53.0
2018_01,ferrari,0,0.0,0,0.0
2018_01,mercedes,0,0.0,0,0.0
2018_01,red_bull,0,0.0,0,0.0
2018_01,mclaren,0,0.0,0,0.0
2018_01,renault,0,0.0,0,0.0
2018_01,force_india,0,0.0,0,0.0
2018_01,sauber,0,0.0,0,0.0
2018_01,williams,0,0.0,0,0.0
2018_01,toro_rosso,0,0.0,0,0.0
2018_01,haas,0,0.0,0,0.0
2018_02,ferrari,1,40.0,1,50.0
2018_02,mercedes,2,22.0,0,22.0
2018_02,toro_rosso,9,0.0,0,0.0
2018_02,haas,7,0.0,0,0.0
2018_02,renault,5,7.0,0,7.0
2018_02,mclaren,4,12.0,0,12.0
2018_02,sauber,8,0.0,0,0.0
2018_02,force_india,6,0.0,0,0.0
2018_02,williams,10,0.0,0,0.0
2018_02,red_bull,3,20.0,0,20.0
2018_03,red_bull,4,20.0,0,20.0
2018_03,mercedes,2,55.0,0,55.0
2018_03,ferrari,1,65.0,2,85.0
2018_03,renault,5,15.0,0,15.0
2018_03,mclaren,3,22.0,0,22.0
2018_03,haas,7,10.0,0,10.0
2018_03,force_india,9,1.0,0,1.0
2018_03,williams,10,0.0,0,0.0
2018_03,sauber,8,2.0,0,2.0
2018_03,toro_rosso,6,12.0,0,12.0
2018_04,mercedes,1,85.0,0,85.0
2018_04,ferrari,2,84.0,2,104.0
2018_04,force_india,9,1.0,0,1.0
2018_04,renault,5,25.0,0,25.0
2018_04,sauber,8,2.0,0,2.0
2018_04,mclaren,4,28.0,0,28.0
2018_04,williams,10,0.0,0,0.0
2018_04,toro_rosso,6,12.0,0,12.0
2018_04,haas,7,11.0,0,11.0
2018_04,red_bull,3,55.0,1,65.0
2018_05,mercedes,2,110.0,1,120.0
2018_05,red_bull,3,55.0,1,65.0
2018_05,ferrari,1,114.0,2,134.0
2018_05,haas,8,11.0,0,11.0
2018_05,renault,5,35.0,0,35.0
2018_05,mclaren,4,36.0,0,36.0
2018_05,force_india,6,16.0,0,16.0
2018_05,sauber,9,10.0,0,10.0
2018_05,williams,10,4.0,0,4.0
2018_05,toro_rosso,7,13.0,0,13.0
2018_06,red_bull,3,80.0,1,90.0
2018_06,ferrari,2,126.0,2,146.0
2018_06,mercedes,1,153.0,2,173.0
2018_06,force_india,7,18.0,0,18.0
2018_06,toro_rosso,8,13.0,0,13.0
2018_06,renault,4,41.0,0,41.0
2018_06,sauber,9,11.0,0,11.0
2018_06,haas,6,19.0,0,19.0
2018_06,mclaren,5,40.0,0,40.0
2018_06,williams,10,4.0,0,4.0
2018_07,ferrari,2,156.0,2,176.0
2018_07,mercedes,1,178.0,2,198.0
2018_07,red_bull,3,107.0,2,127.0
2018_07,renault,4,46.0,0,46.0
2018_07,force_india,6,26.0,0,26.0
2018_07,sauber,9,11.0,0,11.0
2018_07,toro_rosso,8,19.0,0,19.0
2018_07,haas,7,19.0,0,19.0
2018_07,mclaren,5,40.0,0,40.0
2018_07,williams,10,4.0,0,4.0
2018_08,mercedes,1,206.0,2,226.0
2018_08,red_bull,3,134.0,2,154.0
2018_08,ferrari,2,189.0,3,219.0
2018_08,haas,7,19.0,0,19.0
2018_08,renault,4,56.0,0,56.0
2018_08,sauber,9,12.0,0,12.0
2018_08,mclaren,5,40.0,0,40.0
2018_08,toro_rosso,8,19.0,0,19.0
2018_08,williams,10,4.0,0,4.0
2018_08,force_india,6,28.0,0,28.0
2018_09,red_bull,3,164.0,2,184.0
2018_09,ferrari,2,214.0,3,244.0
2018_09,haas,7,27.0,0,27.0
2018_09,force_india,6,28.0,0,28.0
2018_09,mclaren,5,40.0,0,40.0
2018_09,sauber,9,13.0,0,13.0
2018_09,toro_rosso,8,19.0,0,19.0
2018_09,renault,4,62.0,0,62.0
2018_09,williams,10,4.0,0,4.0
2018_09,mercedes,1,237.0,3,267.0
2018_10,ferrari,1,247.0,3,277.0
2018_10,mercedes,2,237.0,3,267.0
2018_10,red_bull,3,189.0,3,219.0
2018_10,renault,4,62.0,0,62.0
2018_10,force_india,7,42.0,0,42.0
2018_10,mclaren,6,44.0,0,44.0
2018_10,haas,5,49.0,0,49.0
2018_10,williams,10,4.0,0,4.0
2018_10,toro_rosso,8,19.0,0,19.0
2018_10,sauber,9,16.0,0,16.0
2018_11,mercedes,2,267.0,3,297.0
2018_11,ferrari,1,287.0,4,327.0
2018_11,red_bull,3,199.0,3,229.0
2018_11,renault,4,70.0,0,70.0
2018_11,haas,5,51.0,0,51.0
2018_11,force_india,6,49.0,0,49.0
2018_11,sauber,9,16.0,0,16.0
2018_11,toro_rosso,8,19.0,0,19.0
2018_11,mclaren,7,48.0,0,48.0
2018_11,williams,10,4.0,0,4.0
2018_12,mercedes,1,310.0,4,350.0
2018_12,ferrari,2,302.0,4,342.0
2018_12,red_bull,3,211.0,3,241.0
2018_12,toro_rosso,8,20.0,0,20.0
2018_12,haas,6,59.0,0,59.0
2018_12,mclaren,7,48.0,0,48.0
2018_12,renault,4,80.0,0,80.0
2018_12,force_india,5,59.0,0,59.0
2018_12,sauber,9,18.0,0,18.0
2018_12,williams,10,4.0,0,4.0
2018_13,ferrari,2,335.0,4,375.0
2018_13,mercedes,1,345.0,5,395.0
2018_13,red_bull,3,223.0,3,253.0
2018_13,force_india,6,59.0,0,59.0
2018_13,haas,5,66.0,0,66.0
2018_13,toro_rosso,8,28.0,0,28.0
2018_13,sauber,9,18.0,0,18.0
2018_13,renault,4,82.0,0,82.0
2018_13,williams,10,4.0,0,4.0
2018_13,mclaren,7,52.0,0,52.0
2018_14,mercedes,1,375.0,5,425.0
2018_14,ferrari,2,360.0,5,410.0
2018_14,red_bull,3,238.0,3,268.0
2018_14,force_india,5,77.0,0,77.0
2018_14,renault,4,82.0,0,82.0
2018_14,williams,10,4.0,0,4.0
2018_14,sauber,9,19.0,0,19.0
2018_14,mclaren,7,52.0,0,52.0
2018_14,toro_rosso,8,30.0,0,30.0
2018_14,haas,6,76.0,0,76.0
2018_15,mercedes,1,415.0,6,475.0
2018_15,red_bull,3,248.0,3,278.0
2018_15,ferrari,2,390.0,5,440.0
2018_15,mclaren,7,52.0,0,52.0
2018_15,renault,5,86.0,0,86.0
2018_15,sauber,9,19.0,0,19.0
2018_15,toro_rosso,8,30.0,0,30.0
2018_15,williams,10,7.0,0,7.0
2018_15,haas,6,76.0,0,76.0
2018_15,force_india,4,91.0,0,91.0
2018_16,mercedes,1,452.0,7,522.0
2018_16,ferrari,2,415.0,5,465.0
2018_16,red_bull,3,274.0,3,304.0
2018_16,sauber,9,21.0,0,21.0
2018_16,haas,6,76.0,0,76.0
2018_16,force_india,4,91.0,0,91.0
2018_16,renault,5,91.0,0,91.0
2018_16,mclaren,7,58.0,0,58.0
2018_16,williams,10,7.0,0,7.0
2018_16,toro_rosso,8,30.0,0,30.0
2018_17,mercedes,1,495.0,8,575.0
2018_17,red_bull,3,292.0,3,322.0
2018_17,ferrari,2,442.0,5,492.0
2018_17,force_india,4,94.0,0,94.0
2018_17,haas,6,80.0,0,80.0
2018_17,renault,5,91.0,0,91.0
2018_17,toro_rosso,8,30.0,0,30.0
2018_17,sauber,9,27.0,0,27.0
2018_17,mclaren,7,58.0,0,58.0
2018_17,williams,10,7.0,0,7.0
2018_18,ferrari,2,460.0,5,510.0
2018_18,red_bull,3,319.0,3,349.0
2018_18,mercedes,1,538.0,9,628.0
2018_18,renault,5,92.0,0,92.0
2018_18,force_india,4,102.0,0,102.0
2018_18,toro_rosso,8,30.0,0,30.0
2018_18,sauber,9,27.0,0,27.0
2018_18,mclaren,7,58.0,0,58.0
2018_18,williams,10,7.0,0,7.0
2018_18,haas,6,84.0,0,84.0
2018_19,red_bull,3,337.0,3,367.0
2018_19,ferrari,2,497.0,6,557.0
2018_19,mercedes,1,563.0,9,653.0
2018_19,renault,5,106.0,0,106.0
2018_19,sauber,9,28.0,0,28.0
2018_19,mclaren,7,58.0,0,58.0
2018_19,toro_rosso,8,32.0,0,32.0
2018_19,force_india,4,106.0,0,106.0
2018_19,williams,10,7.0,0,7.0
2018_19,haas,6,84.0,0,84.0
2018_20,mercedes,1,585.0,9,675.0
2018_20,red_bull,3,362.0,4,402.0
2018_20,ferrari,2,530.0,6,590.0
2018_20,sauber,8,36.0,0,36.0
2018_20,haas,6,84.0,0,84.0
2018_20,force_india,5,106.0,0,106.0
2018_20,toro_rosso,9,33.0,0,33.0
2018_20,renault,4,114.0,0,114.0
2018_20,mclaren,7,62.0,0,62.0
2018_20,williams,10,7.0,0,7.0
2018_21,mercedes,1,620.0,10,720.0
2018_21,ferrari,2,553.0,6,613.0
2018_21,red_bull,3,392.0,4,432.0
2018_21,renault,4,114.0,0,114.0
2018_21,sauber,8,42.0,0,42.0
2018_21,force_india,5,107.0,0,107.0
2018_21,haas,6,90.0,0,90.0
2018_21,mclaren,7,62.0,0,62.0
2018_21,toro_rosso,9,33.0,0,33.0
2018_21,williams,10,7.0,0,7.0
2019_01,mercedes,0,0.0,0,0.0
2019_01,red_bull,0,0.0,0,0.0
2019_01,ferrari,0,0.0,0,0.0
2019_01,haas,0,0.0,0,0.0
2019_01,renault,0,0.0,0,0.0
2019_01,alfa,0,0.0,0,0.0
2019_01,racing_point,0,0.0,0,0.0
2019_01,toro_rosso,0,0.0,0,0.0
2019_01,mclaren,0,0.0,0,0.0
2019_01,williams,0,0.0,0,0.0
2019_02,mercedes,1,44.0,1,54.0
2019_02,ferrari,2,22.0,0,22.0
2019_02,red_bull,3,15.0,0,15.0
2019_02,mclaren,9,0.0,0,0.0
2019_02,alfa,6,4.0,0,4.0
2019_02,toro_rosso,8,1.0,0,1.0
2019_02,racing_point,7,2.0,0,2.0
2019_02,haas,4,8.0,0,8.0
2019_02,williams,10,0.0,0,0.0
2019_02,renault,5,6.0,0,6.0
2019_03,mercedes,1,87.0,2,107.0
2019_03,ferrari,2,48.0,0,48.0
2019_03,red_bull,3,31.0,0,31.0
2019_03,renault,7,6.0,0,6.0
2019_03,racing_point,8,3.0,0,3.0
2019_03,alfa,4,10.0,0,10.0
2019_03,toro_rosso,9,3.0,0,3.0
2019_03,haas,5,8.0,0,8.0
2019_03,mclaren,6,8.0,0,8.0
2019_03,williams,10,0.0,0,0.0
2019_04,mercedes,1,130.0,3,160.0
2019_04,ferrari,2,73.0,0,73.0
2019_04,red_bull,3,52.0,0,52.0
2019_04,racing_point,8,7.0,0,7.0
2019_04,mclaren,7,8.0,0,8.0
2019_04,alfa,4,12.0,0,12.0
2019_04,toro_rosso,9,4.0,0,4.0
2019_04,haas,6,8.0,0,8.0
2019_04,renault,5,12.0,0,12.0
2019_04,williams,10,0.0,0,0.0
2019_05,mercedes,1,173.0,4,213.0
2019_05,red_bull,3,64.0,0,64.0
2019_05,ferrari,2,99.0,0,99.0
2019_05,haas,8,8.0,0,8.0
2019_05,mclaren,4,18.0,0,18.0
2019_05,toro_rosso,9,4.0,0,4.0
2019_05,renault,7,12.0,0,12.0
2019_05,alfa,6,13.0,0,13.0
2019_05,racing_point,5,17.0,0,17.0
2019_05,williams,10,0.0,0,0.0
2019_06,mercedes,1,217.0,5,267.0
2019_06,ferrari,2,121.0,0,121.0
2019_06,red_bull,3,87.0,0,87.0
2019_06,mclaren,4,22.0,0,22.0
2019_06,toro_rosso,9,6.0,0,6.0
2019_06,renault,8,12.0,0,12.0
2019_06,haas,6,15.0,0,15.0
2019_06,racing_point,5,17.0,0,17.0
2019_06,williams,10,0.0,0,0.0
2019_06,alfa,7,13.0,0,13.0
2019_07,mercedes,1,257.0,6,317.0
2019_07,ferrari,2,139.0,0,139.0
2019_07,red_bull,3,110.0,0,110.0
2019_07,renault,8,14.0,0,14.0
2019_07,racing_point,5,17.0,0,17.0
2019_07,toro_rosso,7,16.0,0,16.0
2019_07,mclaren,4,30.0,0,30.0
2019_07,alfa,9,13.0,0,13.0
2019_07,haas,6,16.0,0,16.0
2019_07,williams,10,0.0,0,0.0
2019_08,mercedes,1,295.0,7,365.0
2019_08,ferrari,2,172.0,0,172.0
2019_08,red_bull,3,124.0,0,124.0
2019_08,mclaren,4,30.0,0,30.0
2019_08,alfa,9,13.0,0,13.0
2019_08,renault,5,28.0,0,28.0
2019_08,racing_point,6,19.0,0,19.0
2019_08,toro_rosso,7,17.0,0,17.0
2019_08,haas,8,16.0,0,16.0
2019_08,williams,10,0.0,0,0.0
2019_09,red_bull,3,137.0,0,137.0
2019_09,ferrari,2,198.0,0,198.0
2019_09,mercedes,1,338.0,8,418.0
2019_09,mclaren,4,40.0,0,40.0
2019_09,alfa,6,19.0,0,19.0
2019_09,racing_point,7,19.0,0,19.0
2019_09,renault,5,32.0,0,32.0
2019_09,toro_rosso,8,17.0,0,17.0
2019_09,haas,9,16.0,0,16.0
2019_09,williams,10,0.0,0,0.0
2019_10,mercedes,1,363.0,8,443.0
2019_10,ferrari,2,228.0,0,228.0
2019_10,red_bull,3,169.0,1,179.0
2019_10,mclaren,4,52.0,0,52.0
2019_10,renault,5,32.0,0,32.0
2019_10,alfa,6,22.0,0,22.0
2019_10,toro_rosso,8,17.0,0,17.0
2019_10,racing_point,7,19.0,0,19.0
2019_10,williams,10,0.0,0,0.0
2019_10,haas,9,16.0,0,16.0
2019_11,red_bull,3,191.0,1,201.0
2019_11,ferrari,2,243.0,0,243.0
2019_11,toro_rosso,8,19.0,0,19.0
2019_11,racing_point,7,19.0,0,19.0
2019_11,mclaren,4,60.0,0,60.0
2019_11,haas,9,16.0,0,16.0
2019_11,mercedes,1,407.0,9,497.0
2019_11,williams,10,0.0,0,0.0
2019_11,alfa,6,26.0,0,26.0
2019_11,renault,5,39.0,0,39.0
2019_12,mercedes,1,409.0,9,499.0
2019_12,red_bull,3,217.0,2,237.0
2019_12,ferrari,2,261.0,0,261.0
2019_12,mclaren,4,70.0,0,70.0
2019_12,alfa,8,26.0,0,26.0
2019_12,toro_rosso,5,42.0,0,42.0
2019_12,racing_point,7,31.0,0,31.0
2019_12,renault,6,39.0,0,39.0
2019_12,haas,9,26.0,0,26.0
2019_12,williams,10,1.0,0,1.0
2019_13,ferrari,2,288.0,0,288.0
2019_13,mercedes,1,438.0,10,538.0
2019_13,red_bull,3,244.0,2,264.0
2019_13,racing_point,8,31.0,0,31.0
2019_13,toro_rosso,5,43.0,0,43.0
2019_13,renault,6,39.0,0,39.0
2019_13,mclaren,4,82.0,0,82.0
2019_13,haas,9,26.0,0,26.0
2019_13,williams,10,1.0,0,1.0
2019_13,alfa,7,32.0,0,32.0
2019_14,ferrari,2,326.0,1,336.0
2019_14,mercedes,1,471.0,10,571.0
2019_14,renault,6,43.0,0,43.0
2019_14,red_bull,3,254.0,2,274.0
2019_14,racing_point,7,40.0,0,40.0
2019_14,alfa,8,32.0,0,32.0
2019_14,mclaren,4,82.0,0,82.0
2019_14,toro_rosso,5,51.0,0,51.0
2019_14,williams,10,1.0,0,1.0
2019_14,haas,9,26.0,0,26.0
2019_15,ferrari,2,351.0,2,371.0
2019_15,red_bull,3,266.0,2,286.0
2019_15,mercedes,1,505.0,10,605.0
2019_15,mclaren,4,83.0,0,83.0
2019_15,toro_rosso,6,51.0,0,51.0
2019_15,renault,5,65.0,0,65.0
2019_15,alfa,8,34.0,0,34.0
2019_15,haas,9,26.0,0,26.0
2019_15,racing_point,7,46.0,0,46.0
2019_15,williams,10,1.0,0,1.0
2019_16,mercedes,1,527.0,10,627.0
2019_16,ferrari,2,394.0,3,424.0
2019_16,red_bull,3,289.0,2,309.0
2019_16,mclaren,4,89.0,0,89.0
2019_16,racing_point,7,46.0,0,46.0
2019_16,haas,9,26.0,0,26.0
2019_16,renault,5,67.0,0,67.0
2019_16,toro_rosso,6,55.0,0,55.0
2019_16,alfa,8,35.0,0,35.0
2019_16,williams,10,1.0,0,1.0
2019_17,mercedes,1,571.0,11,681.0
2019_17,ferrari,2,409.0,3,439.0
2019_17,red_bull,3,311.0,2,331.0
2019_17,mclaren,4,101.0,0,101.0
2019_17,toro_rosso,6,55.0,0,55.0
2019_17,racing_point,7,52.0,0,52.0
2019_17,alfa,8,35.0,0,35.0
2019_17,haas,9,28.0,0,28.0
2019_17,williams,10,1.0,0,1.0
2019_17,renault,5,68.0,0,68.0
2019_18,mercedes,1,612.0,12,732.0
2019_18,ferrari,2,435.0,3,465.0
2019_18,red_bull,3,323.0,2,343.0
2019_18,racing_point,7,58.0,0,58.0
2019_18,renault,5,68.0,0,68.0
2019_18,toro_rosso,6,62.0,0,62.0
2019_18,mclaren,4,111.0,0,111.0
2019_18,alfa,8,35.0,0,35.0
2019_18,haas,9,28.0,0,28.0
2019_18,williams,10,1.0,0,1.0
2019_19,mercedes,1,652.0,13,782.0
2019_19,red_bull,3,341.0,2,361.0
2019_19,ferrari,2,466.0,3,496.0
2019_19,renault,5,73.0,0,73.0
2019_19,mclaren,4,111.0,0,111.0
2019_19,racing_point,6,64.0,0,64.0
2019_19,alfa,8,35.0,0,35.0
2019_19,toro_rosso,7,64.0,0,64.0
2019_19,haas,9,28.0,0,28.0
2019_19,williams,10,1.0,0,1.0
2019_20,red_bull,3,366.0,2,386.0
2019_20,toro_rosso,7,64.0,0,64.0
2019_20,mclaren,4,121.0,0,121.0
2019_20,alfa,8,35.0,0,35.0
2019_20,renault,5,83.0,0,83.0
2019_20,mercedes,1,695.0,14,835.0
2019_20,racing_point,6,65.0,0,65.0
2019_20,haas,9,28.0,0,28.0
2019_20,williams,10,1.0,0,1.0
2019_20,ferrari,2,479.0,3,509.0
2019_21,mercedes,1,701.0,14,841.0
2019_21,red_bull,3,391.0,3,421.0
2019_21,ferrari,2,479.0,3,509.0
2019_21,racing_point,7,67.0,0,67.0
2019_21,mclaren,4,140.0,0,140.0
2019_21,toro_rosso,6,83.0,0,83.0
2019_21,renault,5,91.0,0,91.0
2019_21,alfa,8,57.0,0,57.0
2019_21,haas,9,28.0,0,28.0
2019_21,williams,10,1.0,0,1.0
2020_01,mercedes,0,0.0,0,0.0
2020_01,ferrari,0,0.0,0,0.0
2020_01,mclaren,0,0.0,0,0.0
2020_01,racing_point,0,0.0,0,0.0
2020_01,alphatauri,0,0.0,0,0.0
2020_01,renault,0,0.0,0,0.0
2020_01,alfa,0,0.0,0,0.0
2020_01,williams,0,0.0,0,0.0
2020_01,red_bull,0,0.0,0,0.0
2020_01,haas,0,0.0,0,0.0
2020_02,mercedes,1,37.0,1,47.0
2020_02,red_bull,9,0.0,0,0.0
2020_02,mclaren,2,26.0,0,26.0
2020_02,racing_point,4,8.0,0,8.0
2020_02,renault,6,4.0,0,4.0
2020_02,alphatauri,5,6.0,0,6.0
2020_02,alfa,7,2.0,0,2.0
2020_02,haas,8,0.0,0,0.0
2020_02,williams,10,0.0,0,0.0
2020_02,ferrari,3,19.0,0,19.0
2020_03,mercedes,1,80.0,2,100.0
2020_03,red_bull,3,27.0,0,27.0
2020_03,racing_point,4,22.0,0,22.0
2020_03,ferrari,5,19.0,0,19.0
2020_03,renault,6,8.0,0,8.0
2020_03,mclaren,2,39.0,0,39.0
2020_03,haas,9,0.0,0,0.0
2020_03,alphatauri,7,7.0,0,7.0
2020_03,alfa,8,2.0,0,2.0
2020_03,williams,10,0.0,0,0.0
2020_04,mercedes,1,121.0,3,151.0
2020_04,red_bull,2,55.0,0,55.0
2020_04,ferrari,5,27.0,0,27.0
2020_04,renault,6,12.0,0,12.0
2020_04,mclaren,3,41.0,0,41.0
2020_04,alphatauri,7,7.0,0,7.0
2020_04,racing_point,4,40.0,0,40.0
2020_04,williams,10,0.0,0,0.0
2020_04,alfa,8,2.0,0,2.0
2020_04,haas,9,1.0,0,1.0
2020_05,red_bull,2,78.0,0,78.0
2020_05,mercedes,1,146.0,4,186.0
2020_05,ferrari,4,43.0,0,43.0
2020_05,racing_point,5,42.0,0,42.0
2020_05,renault,6,32.0,0,32.0
2020_05,mclaren,3,51.0,0,51.0
2020_05,alphatauri,7,13.0,0,13.0
2020_05,alfa,8,2.0,0,2.0
2020_05,haas,9,1.0,0,1.0
