x,y,z,cluster,top10_probability,target,season,round,race_id,grand_prix,driver_id,driver_code,constructor_name,grid,final_position
-2.0474748623503674,0.8313612696898871,-1.3985674223648543,3,0.18896215921859771,0,2010,4,2010_04,Chinese Grand Prix,barrichello,BAR,Williams,11,12
-3.234288804331662,-1.1946063188236704,-1.223875505248508,6,0.018245330981580966,0,2010,4,2010_04,Chinese Grand Prix,bruno_senna,SEN,HRT,23,16
-2.430502411284864,0.7639505479124237,-1.9647411616460626,1,0.2434358989049823,0,2010,4,2010_04,Chinese Grand Prix,buemi,BUE,Toro Rosso,13,21
-3.63706855959732,-1.2337912386471208,-0.7428454641434606,6,0.007901259631675948,0,2010,4,2010_04,Chinese Grand Prix,chandhok,CHA,HRT,24,17
-3.198831582520364,-1.052965760561861,-1.26542825016198,6,0.01699320331297594,0,2010,4,2010_04,Chinese Grand Prix,glock,GLO,Virgin,19,24
-3.2894069995443296,-1.1932442152397171,-1.2442049685340073,6,0.014466686480783615,0,2010,4,2010_04,Chinese Grand Prix,grassi,DIG,Virgin,22,19
0.3409122240294231,2.0319680668314337,-1.8836703972701927,3,0.7857075635961557,1,2010,4,2010_04,Chinese Grand Prix,hamilton,HAM,McLaren,6,2
-2.587790858945607,0.43462638959261063,-1.9567310055419271,3,0.13883913530643327,0,2010,4,2010_04,Chinese Grand Prix,hulkenberg,HUL,Williams,16,15
-2.4749644873090357,-0.1362842315699598,-1.905364118110248,6,0.10596922085663577,0,2010,4,2010_04,Chinese Grand Prix,kobayashi,KOB,Sauber,15,22
-3.5910930795709524,-1.4671912303035557,-0.807508621178042,6,0.008682934760411523,0,2010,4,2010_04,Chinese Grand Prix,kovalainen,KOV,Lotus,21,14
0.13357235242094206,2.1891982732875466,-1.644058140261563,3,0.7957166256898089,1,2010,4,2010_04,Chinese Grand Prix,massa,MAS,Ferrari,7,9
-2.6492746273040857,-0.744008625544062,-1.455546578893775,6,0.05439561210281005,0,2010,4,2010_04,Chinese Grand Prix,rosa,DLR,Sauber,17,20
0.6712723782332897,2.2181570971530427,-1.5260729044847137,3,0.8654951083740308,1,2010,4,2010_04,Chinese Grand Prix,webber,WEB,Red Bull,2,8
-3.1753842241231958,-0.7790926369190856,-1.3962953988542532,6,0.01949829142784022,0,2010,5,2010_05,Spanish Grand Prix,bruno_senna,SEN,HRT,21,23
-1.885084637619588,1.6307158317086026,-2.132826529041829,3,0.3770324212659884,0,2010,5,2010_05,Spanish Grand Prix,buemi,BUE,Toro Rosso,14,20
0.5582345353735912,2.401140681271018,-2.089351598344984,3,0.7282977185889936,1,2010,5,2010_05,Spanish Grand Prix,button,BUT,McLaren,5,5
-2.9560640461411443,-0.5302677655386199,-1.4428294867439049,6,0.022839905838799877,0,2010,5,2010_05,Spanish Grand Prix,glock,GLO,Virgin,22,18
0.5893795975774487,2.5718914453069646,-1.8102049330741024,3,0.7626023324685838,0,2010,5,2010_05,Spanish Grand Prix,hamilton,HAM,McLaren,3,14
-2.0008004630492873,1.4145144618762464,-2.282925525458194,3,0.2229132637275048,0,2010,5,2010_05,Spanish Grand Prix,hulkenberg,HUL,Williams,13,16
-1.7051999682766505,1.1042963474777494,-1.981458673382605,3,0.2974230367433776,0,2010,5,2010_05,Spanish Grand Prix,kobayashi,KOB,Sauber,10,12
-0.47388515917292345,2.380282406369137,-2.206566621529144,3,0.6383594395920703,1,2010,5,2010_05,Spanish Grand Prix,kubica,KUB,Renault,7,8
-2.1712234419092264,1.4246235374541796,-1.8353802649104967,3,0.1762429562542335,0,2010,5,2010_05,Spanish Grand Prix,liuzzi,LIU,Force India,16,15
-0.16214146001240926,2.4694551525241217,-1.8408614022117156,3,0.622492593472528,1,2010,5,2010_05,Spanish Grand Prix,massa,MAS,Ferrari,9,6
-0.5483501197698099,2.36951524444888,-1.7680127481408443,3,0.5559411950493828,1,2010,5,2010_05,Spanish Grand Prix,michael_schumacher,MSC,Mercedes,6,4
-1.9380425290500132,0.9080800922176983,-2.146000086310594,3,0.1548139257743325,0,2010,5,2010_05,Spanish Grand Prix,petrov,PET,Renault,19,11
-0.27674797837893045,2.497694301654006,-2.2805928050765853,3,0.6154457059901614,0,2010,5,2010_05,Spanish Grand Prix,rosberg,ROS,Mercedes,8,13
-1.5204197698439943,1.8603797898214756,-1.97750231058877,3,0.3587215173248078,1,2010,5,2010_05,Spanish Grand Prix,sutil,SUT,Force India,11,7
-3.029749806045176,-0.7960569653883528,-1.1161786981614283,6,0.01357302063138936,0,2010,5,2010_05,Spanish Grand Prix,trulli,TRU,Lotus,18,17
0.5735286838443915,2.6948226609858144,-1.431413399121113,3,0.7997179162261862,1,2010,5,2010_05,Spanish Grand Prix,webber,WEB,Red Bull,1,1
-2.906197204382548,-0.05593398659236917,-1.4812162702023475,6,0.036580100452822235,0,2010,6,2010_06,Monaco Grand Prix,bruno_senna,SEN,HRT,22,17
0.6151563830107305,2.3925832181643076,-1.9773336138932442,3,0.740014765606459,0,2010,6,2010_06,Monaco Grand Prix,button,BUT,McLaren,8,23
-2.9521879612755755,-0.5096981965293167,-1.4380567122809909,6,0.02339102760625555,0,2010,6,2010_06,Monaco Grand Prix,grassi,DIG,Virgin,21,20
0.6860814504413026,2.7575119981851057,-1.658209145890566,3,0.8038504774847595,1,2010,6,2010_06,Monaco Grand Prix,hamilton,HAM,McLaren,5,5
-3.093900380774231,-0.5052799998806087,-1.2132470664814385,6,0.01738494021508195,0,2010,6,2010_06,Monaco Grand Prix,kovalainen,KOV,Lotus,18,16
-0.12425157407376065,2.680204434802764,-1.7271210208820689,3,0.749149834703396,1,2010,6,2010_06,Monaco Grand Prix,kubica,KUB,Renault,2,3
-1.6243366178247511,1.2142586182119777,-2.257915898674626,3,0.25138627513217193,0,2010,6,2010_06,Monaco Grand Prix,petrov,PET,Renault,14,13
-2.9376630502549537,-0.7587166669653403,-1.1180625459942377,6,0.014614859013723567,0,2010,6,2010_06,Monaco Grand Prix,trulli,TRU,Lotus,19,15
0.7115455254625845,2.78368984154291,-1.7539879774207492,3,0.8513949903159231,1,2010,6,2010_06,Monaco Grand Prix,vettel,VET,Red Bull,3,2
0.9879542408915215,2.646534743712463,-1.3483242343817112,3,0.8469599264798958,1,2010,6,2010_06,Monaco Grand Prix,webber,WEB,Red Bull,1,1
0.1044677056383113,2.044292432873654,-1.856532944122227,3,0.6391386351502834,1,2010,7,2010_07,Turkish Grand Prix,alonso,ALO,Ferrari,12,8
-2.0340896335961487,0.8593186959517002,-1.50311884622841,3,0.13223721161578975,0,2010,7,2010_07,Turkish Grand Prix,barrichello,BAR,Williams,15,14
-2.2036621667598504,1.164840206130154,-1.804473242188057,1,0.3072078844429881,0,2010,7,2010_07,Turkish Grand Prix,buemi,BUE,Toro Rosso,14,16
0.967308480237034,2.315877628002037,-1.5538097037735028,3,0.8165022510556869,1,2010,7,2010_07,Turkish Grand Prix,hamilton,HAM,McLaren,2,1
-3.2561200396201717,-1.3234140201640554,-0.8527496587093922,6,0.009201895102219216,0,2010,7,2010_07,Turkish Grand Prix,kovalainen,KOV,Lotus,20,23
-0.0849748641488693,2.097570368129333,-1.8358499498721232,3,0.6735104851255316,1,2010,7,2010_07,Turkish Grand Prix,kubica,KUB,Renault,7,6
-2.2070591741674925,0.9089115754853351,-1.5648579977403794,3,0.12184602421181384,0,2010,7,2010_07,Turkish Grand Prix,liuzzi,LIU,Force India,18,13
0.2973505862376129,2.20247545415854,-1.3942827664391253,3,0.6981537631862044,1,2010,7,2010_07,Turkish Grand Prix,massa,MAS,Ferrari,8,7
-1.1649052856793365,1.5378277949328087,-1.9012067646224668,3,0.39705521893784296,1,2010,7,2010_07,Turkish Grand Prix,sutil,SUT,Force India,11,9
-3.060527506505278,-1.2431661005919497,-0.8022819642895749,6,0.010792807611527849,0,2010,7,2010_07,Turkish Grand Prix,trulli,TRU,Lotus,19,24
-2.1372949566406065,1.3973203741472149,-1.3892104811302792,3,0.2046654097165819,0,2010,8,2010_08,Canadian Grand Prix,alguersuari,ALG,Toro Rosso,16,12
1.331242694969945,2.2346773408874685,-1.1411975325125212,3,0.8578898662492142,1,2010,8,2010_08,Canadian Grand Prix,alonso,ALO,Ferrari,3,3
-1.7068256845866008,1.054403083258486,-1.1517176056704306,3,0.17218297541405375,0,2010,8,2010_08,Canadian Grand Prix,barrichello,BAR,Williams,11,14
-2.0392383358456656,1.500870854801223,-1.7923256377531427,3,0.29285188386900973,1,2010,8,2010_08,Canadian Grand Prix,buemi,BUE,Toro Rosso,15,8
1.7272491454361403,1.9416289507528703,-1.557853480243639,3,0.9114113467238726,1,2010,8,2010_08,Canadian Grand Prix,button,BUT,McLaren,4,2
-3.1560537639653794,-1.1920527352335617,-0.6950734765110929,6,0.007581358133623277,0,2010,8,2010_08,Canadian Grand Prix,chandhok,CHA,HRT,24,18
-3.1061753189612027,-0.7784546937045724,-0.9871895210477448,6,0.015174902352978172,0,2010,8,2010_08,Canadian Grand Prix,glock,GLO,Virgin,21,20
1.607475267885131,2.338789048491031,-1.2897898362133584,3,0.8700086834422317,1,2010,8,2010_08,Canadian Grand Prix,hamilton,HAM,McLaren,1,1
-1.8609259789179908,1.2306420715962034,-1.7446556971205522,3,0.18315257133706914,0,2010,8,2010_08,Canadian Grand Prix,hulkenberg,HUL,Williams,12,13
-2.012625629501304,1.141728633883683,-2.025877220361426,3,0.16153640982204676,0,2010,8,2010_08,Canadian Grand Prix,kobayashi,KOB,Sauber,18,24
-2.96569628799669,-1.1130246011900058,-0.9489606659843017,6,0.011855864742580591,0,2010,8,2010_08,Canadian Grand Prix,kovalainen,KOV,Lotus,19,16
0.2411037593712994,2.2139157237033955,-1.6084048282921184,3,0.6646247365029015,1,2010,8,2010_08,Canadian Grand Prix,kubica,KUB,Renault,8,7
-0.4985897783017011,1.549908232950695,-1.0096383592681468,3,0.5571766763319659,1,2010,8,2010_08,Canadian Grand Prix,liuzzi,LIU,Force India,5,9
-1.1499151501253906,0.8667883357334261,-1.8784556568014008,3,0.21769829381286918,0,2010,8,2010_08,Canadian Grand Prix,petrov,PET,Renault,14,17
-0.22990659616758008,2.039955376705395,-1.302559986943082,3,0.592150918181962,1,2010,8,2010_08,Canadian Grand Prix,sutil,SUT,Force India,9,10
-3.0282850432141224,-0.9730326899387198,-0.831871469735307,6,0.010954436425754875,0,2010,8,2010_08,Canadian Grand Prix,trulli,TRU,Lotus,20,21
1.7263872091806765,2.0382915016670906,-1.145097971024355,3,0.8598955192032811,1,2010,8,2010_08,Canadian Grand Prix,webber,WEB,Red Bull,7,5
0.5211585736832081,2.503922681630417,-0.3127726043210495,2,0.6936435483493001,1,2010,9,2010_09,European Grand Prix,alonso,ALO,Ferrari,4,8
-1.1319314074898428,1.9178798633653347,-0.2612912849730763,3,0.3462839973132816,1,2010,9,2010_09,European Grand Prix,barrichello,BAR,Williams,9,4
-2.77681494381087,-0.584463143391991,-0.45356186617767935,6,0.017431230948603826,0,2010,9,2010_09,European Grand Prix,bruno_senna,SEN,HRT,24,20
1.1588234104455095,2.1662246003674865,-1.174956716296118,3,0.7891177049598194,1,2010,9,2010_09,European Grand Prix,button,BUT,McLaren,7,3
-3.063420011890486,-0.7776099627066332,-0.25810417510702277,6,0.009822819021264695,0,2010,9,2010_09,European Grand Prix,glock,GLO,Virgin,22,19
-3.133085976376228,-0.5769950924570358,-0.22060388242422754,6,0.01327521241382476,0,2010,9,2010_09,European Grand Prix,grassi,DIG,Virgin,21,17
-1.8798132839122914,1.8483180589402406,-0.9865810641792123,1,0.21096195688901373,1,2010,9,2010_09,European Grand Prix,kobayashi,KOB,Sauber,18,7
-3.0435342808019823,-0.9984172091114628,-0.2112836278367888,6,0.008060797960879105,0,2010,9,2010_09,European Grand Prix,kovalainen,KOV,Lotus,20,23
-0.2495092214167759,2.489791235693372,-0.6523216071644407,3,0.5932598106439033,1,2010,9,2010_09,European Grand Prix,kubica,KUB,Renault,6,5
-0.7569178138698809,1.7476227811212497,-0.8060059119367532,3,0.3844902630332696,0,2010,9,2010_09,European Grand Prix,petrov,PET,Renault,10,14
-1.9502296040611566,0.738445140675143,-0.241760617025896,1,0.09786222411894961,0,2010,9,2010_09,European Grand Prix,rosa,DLR,Sauber,16,12
-2.836599626489399,-0.7947048581423675,0.004919031226726135,6,0.010824308607628539,0,2010,9,2010_09,European Grand Prix,trulli,TRU,Lotus,19,21
0.9669787965146858,2.62539221103181,-0.7428455914593698,2,0.8209588164011332,1,2010,9,2010_09,European Grand Prix,vettel,VET,Red Bull,1,1
1.319979643953099,2.1267364382267013,-1.434893816174393,3,0.8132146972218316,0,2010,10,2010_10,British Grand Prix,alonso,ALO,Ferrari,3,14
-0.13411312752348914,1.5911366648718448,-1.6725685652194746,3,0.4321580335962279,1,2010,10,2010_10,British Grand Prix,barrichello,BAR,Williams,8,5
-1.4654484763360944,1.4758366961133207,-2.08786265421815,3,0.23720694231081632,0,2010,10,2010_10,British Grand Prix,buemi,BUE,Toro Rosso,16,12
1.3333770425276217,1.9350311024305697,-2.136831982051138,3,0.7175424606346255,1,2010,10,2010_10,British Grand Prix,button,BUT,McLaren,14,4
-2.7792412801674464,-1.4718069170199493,-0.6592118313887836,6,0.007586145631538068,0,2010,10,2010_10,British Grand Prix,chandhok,CHA,HRT,23,19
-2.758999848043086,-1.1493665251621201,-0.8416652663239487,6,0.01146738037121212,0,2010,10,2010_10,British Grand Prix,glock,GLO,Virgin,19,18
-2.9788303246145764,-1.0842302164370832,-0.7979876228553304,6,0.010610415001747713,0,2010,10,2010_10,British Grand Prix,grassi,DIG,Virgin,22,24
1.8802390253602368,2.121798712995527,-1.7751066440079997,3,0.8491039917523374,1,2010,10,2010_10,British Grand Prix,hamilton,HAM,McLaren,4,2
-0.7851466471305012,2.0653894753833777,-1.847778733999737,3,0.4226779153634592,1,2010,10,2010_10,British Grand Prix,kobayashi,KOB,Sauber,12,6
0.44068268915114556,2.1695921826220563,-1.9663222447775952,3,0.6634092991133748,0,2010,10,2010_10,British Grand Prix,kubica,KUB,Renault,6,23
0.754436722815682,2.3113529193210196,-1.3886735176714597,3,0.7256600842293208,0,2010,10,2010_10,British Grand Prix,massa,MAS,Ferrari,7,15
-0.9591371827767445,0.6266974956744628,-1.8696449960342447,3,0.20685651081106277,0,2010,10,2010_10,British Grand Prix,petrov,PET,Renault,15,13
0.6909921356573318,2.1336621766220043,-1.832507676298487,3,0.7146929143759676,1,2010,10,2010_10,British Grand Prix,rosberg,ROS,Mercedes,5,3
-2.7974312159828623,-1.3188254064915113,-0.6231506961372142,6,0.008484752326986792,0,2010,10,2010_10,British Grand Prix,trulli,TRU,Lotus,21,16
2.1886314135463785,1.9847382848455335,-1.5331524297729304,3,0.9039284611559292,1,2010,10,2010_10,British Grand Prix,webber,WEB,Red Bull,2,1
-2.378203713497805,0.621591858836433,-1.6718545921324162,3,0.15768989467221922,0,2010,11,2010_11,German Grand Prix,alguersuari,ALG,Toro Rosso,15,15
1.4648640476754855,2.2882312426391236,-1.1773132312423293,3,0.911247103483294,1,2010,11,2010_11,German Grand Prix,alonso,ALO,Ferrari,2,1
-0.1253998463622858,1.4276898186064402,-1.6376978079358548,3,0.5155436034423585,0,2010,11,2010_11,German Grand Prix,barrichello,BAR,Williams,8,12
-2.096245561215894,1.2854859263661997,-1.8536989602384384,3,0.21461130341717863,0,2010,11,2010_11,German Grand Prix,buemi,BUE,Toro Rosso,16,24
-3.0535086006644363,-1.1385601036888042,-1.0520215549645333,6,0.012327446823478564,0,2010,11,2010_11,German Grand Prix,glock,GLO,Virgin,23,18
-0.7142548043912064,1.182941341963941,-2.0919066112623916,3,0.4671031840490404,0,2010,11,2010_11,German Grand Prix,hulkenberg,HUL,Williams,10,13
-3.01714789732109,-1.2802202949148598,-0.9469083723507927,6,0.011628852197922271,0,2010,11,2010_11,German Grand Prix,kovalainen,KOV,Lotus,18,20
-0.6918392931781457,1.6003497021167623,-1.4726401572605299,3,0.4127287450848459,1,2010,11,2010_11,German Grand Prix,michael_schumacher,MSC,Mercedes,11,9
0.43000853863847244,2.0930129208411232,-1.821908232202162,3,0.7119776704241332,1,2010,11,2010_11,German Grand Prix,rosberg,ROS,Mercedes,9,8
-1.3324181732453342,1.4180224688652276,-1.882118060194148,3,0.2617878954585316,0,2010,11,2010_11,German Grand Prix,sutil,SUT,Force India,19,17
2.2856328099852243,1.9639032258537563,-1.4098073868419287,3,0.9351116401588438,1,2010,11,2010_11,German Grand Prix,webber,WEB,Red Bull,4,6
-1.871475035197998,0.8492927137347086,-1.849023061957485,3,0.1724083136788788,0,2010,12,2010_12,Hungarian Grand Prix,alguersuari,ALG,Toro Rosso,17,24
1.6943779413581692,1.9496892173982088,-1.7156282494762,3,0.856141909142493,1,2010,12,2010_12,Hungarian Grand Prix,alonso,ALO,Ferrari,3,2
-2.805218299361695,-0.9436967707610623,-1.0777984143092365,6,0.015136932453446291,0,2010,12,2010_12,Hungarian Grand Prix,glock,GLO,Virgin,18,16
1.7108338479617164,1.8021182139986591,-2.0506025063719187,3,0.7964715541898124,0,2010,12,2010_12,Hungarian Grand Prix,hamilton,HAM,McLaren,5,20
-1.355547844298674,1.554263945765233,-2.160044980095314,3,0.2017583902478981,1,2010,12,2010_12,Hungarian Grand Prix,kobayashi,KOB,Sauber,23,9
-1.4823493088520625,0.9328676270641734,-1.5003160300807803,3,0.17478199395662666,0,2010,12,2010_12,Hungarian Grand Prix,liuzzi,LIU,Force India,16,13
-0.6119008288807367,1.6238908220903165,-1.8683168504434011,3,0.32351223712913196,0,2010,12,2010_12,Hungarian Grand Prix,michael_schumacher,MSC,Mercedes,14,11
-0.17856486641182207,1.2596853634304028,-1.8235770986333455,3,0.4779730014343337,1,2010,12,2010_12,Hungarian Grand Prix,petrov,PET,Renault,7,5
-0.6784763595829209,0.7961762169845278,-1.2978763028621685,3,0.332947360853083,1,2010,12,2010_12,Hungarian Grand Prix,rosa,DLR,Sauber,9,7
-0.7383939490119001,1.5793160148177126,-2.040125234041799,3,0.3447362650359546,0,2010,12,2010_12,Hungarian Grand Prix,sutil,SUT,Force India,13,23
-2.606165349164594,-1.464124664248022,-0.8264801173520586,6,0.009968245501336273,0,2010,12,2010_12,Hungarian Grand Prix,trulli,TRU,Lotus,20,15
-2.1385401393671293,1.2429558381345354,-1.896719195256283,1,0.2498147558119933,0,2010,13,2010_13,Belgian Grand Prix,alguersuari,ALG,Toro Rosso,11,13
0.27591619798447087,2.6509753844088615,-2.1024917617016388,3,0.6834027283206896,0,2010,13,2010_13,Belgian Grand Prix,alonso,ALO,Ferrari,10,21
0.586402510714358,2.5217755327859126,-1.8819321196382428,3,0.6507648726497403,0,2010,13,2010_13,Belgian Grand Prix,button,BUT,McLaren,5,22
-3.0086103023532575,-0.6727102544086084,-1.8796578139612496,6,0.0270295743692931,0,2010,13,2010_13,Belgian Grand Prix,glock,GLO,Virgin,20,18
-2.919067550112506,-0.4376707462899363,-1.3534581211069072,6,0.01578499675705666,0,2010,13,2010_13,Belgian Grand Prix,grassi,DIG,Virgin,22,17
0.9932991270388404,2.6284859602998583,-1.8358355350646995,3,0.7620794800126132,1,2010,13,2010_13,Belgian Grand Prix,hamilton,HAM,McLaren,2,1
-1.9767312203055443,1.9821280218420692,-1.9181003098013478,3,0.22102075103663554,1,2010,13,2010_13,Belgian Grand Prix,kobayashi,KOB,Sauber,17,8
-3.019743343548059,-0.30981567001427807,-1.7534215234307795,6,0.035603989238910214,0,2010,13,2010_13,Belgian Grand Prix,kovalainen,KOV,Lotus,13,16
-0.6534670219310047,2.5898623399707548,-1.924568979398319,3,0.6332533044627648,1,2010,13,2010_13,Belgian Grand Prix,kubica,KUB,Renault,3,3
-1.7788375900834879,1.5295438237149321,-1.9324782434546246,3,0.27290791746895376,1,2010,13,2010_13,Belgian Grand Prix,liuzzi,LIU,Force India,12,10
0.06903521127243342,2.807689811584257,-1.7190103660154217,3,0.7111098156870874,1,2010,13,2010_13,Belgian Grand Prix,massa,MAS,Ferrari,6,4
-1.9054894389567838,1.0724049888632823,-2.3954076072889268,3,0.15972025363876097,1,2010,13,2010_13,Belgian Grand Prix,petrov,PET,Renault,23,9
-2.5766600490560276,0.8568230471300354,-1.4838732745187289,1,0.0672815847447402,0,2010,13,2010_13,Belgian Grand Prix,rosa,DLR,Sauber,24,11
-1.0085075103799084,2.459644154822237,-2.054553232387744,3,0.4429434115521921,1,2010,13,2010_13,Belgian Grand Prix,rosberg,ROS,Mercedes,14,6
-1.175160007742222,2.2912303185124356,-1.9039248371744957,3,0.48594019090134943,1,2010,13,2010_13,Belgian Grand Prix,sutil,SUT,Force India,8,5
1.344971810386972,2.590359661725801,-1.7916090337641155,3,0.8215314356362717,1,2010,13,2010_13,Belgian Grand Prix,webber,WEB,Red Bull,1,2
-3.07248964371511,-0.7708328663474322,-1.3366479453119569,6,0.013200475142506657,0,2010,13,2010_13,Belgian Grand Prix,yamamoto,YAM,HRT,19,20
-2.24934700808691,0.3736059720735288,-1.995898419419271,3,0.16732903322505374,0,2010,14,2010_14,Italian Grand Prix,alguersuari,ALG,Toro Rosso,15,15
1.9404877814735095,2.148742084609408,-1.5307448996022888,3,0.9402875294449529,1,2010,14,2010_14,Italian Grand Prix,alonso,ALO,Ferrari,1,1
